ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
1,Dugan's Deli,,2902 West,Ames,IA,"(M),(R)",Restaurant,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
4,Side Track,(Disco- D- WE*) (Some L),169 4th St. S.E.,Cedar Rapids,IA,"(D),(WE),(*),(L)",Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
5,Warehouse,(Disco)(Some L)(Snacks) (Hard to find- call (319)365-9044 for directions),525 H St. S.W.,Cedar Rapids,IA,"(YC),(D),(L),(*)",Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
8,Ernie's Book Store,(Cruisy),2305 W. Broadway,Council Bluffs,IA,,"Book Store,Cruising Areas",1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
9,Good Times Too,(Adult books),117 N. 16th St.,Council Bluffs,IA,(*),Book Store,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
10,Joker Lounge,"(Best late, after Omaha bars close)",3603 W. Broadway,Council Bluffs,IA,(M),Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
13,B.G. Lounge,,208 3rd St.,Des Moines,IA,"(D),(PT),(S),(*)",Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
14,Country Cove,(Baths) (Opening spring of 79- should be a winner),403 4th St.,Des Moines,IA,(H),"Baths,Hotels",1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
15,Country Cove Tap Room & Dance Hall,"(Home of the Iowa Cornhaulers Levi Club) (Some W, SM, OC, FFA, RT) (Disco) (Opens 11am) at Court",201 4th Ave.,Des Moines,IA,"(*),(W),(WE),(D),(SM),(OC),(FFA),(RT),(PT)",Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
16,Court St. News,(Books & cruisy arcade),319 Court St.,Des Moines,IA,,"Book Store,Cruising Areas",1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
17,Gallery Book Store,,908 6th Ave.,Des Moines,IA,(M),Book Store,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
19,Page IV Book Store,('Wild back room'),205 4th St.,Des Moines,IA,(*),Book Store,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
20,12 Grand,(Disco),1201 Grand Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
21,Book Stores,around 4th & Court,,Des Moines,IA,Cruisy Area,Cruisy Areas,1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
22,Fort Hotel,Basement T-Room,,Des Moines,IA,Cruisy Area,"Cruisy Areas,Hotels",1980,,,,4/21/2020 10:27am,7/23/2020 7:25pm
