ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified
2922,Flame ,,115 W. Washington,Ann Arbor,,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
5343,Holiday Inn Bar,,300 W. 'F' St.,Casper,WY,(M),Bars/Clubs,1984,,,,12/10/2021 11:07am
5346,Holdings' Little America Lodge,(jet. of 1-25 & 1-80),2200 W. Lincoln Way,Cheyenne,WY,(M),Bars/Clubs,1984,,,,12/10/2021 11:07am
5347,O.P. Taylor's Liquor Locker,(Some L) (E-WE) ,100 Central,Cheyenne,WY,"(M),(L),(PT),(E),(WE)",Bars/Clubs,1984,,,,12/10/2021 11:07am
5352,Buckhorn,('Best bet') ,114 Ivinson,Laramie,WY,"(M),(W)",Bars/Clubs,1984,,,,12/10/2021 11:07am
5353,Holiday Inn Bar,,1801 E. Cedar,Rawlins,WY,(M),Bars/Clubs,1984,,,,12/10/2021 11:07am
4,Harry's Bar,(Best Late),1106 Opelika Hwy.,Auburn,AL,"(M),(PT),(AYOR)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
9,Basics ,"(Wed-Sun, AH-WE) (Some L)","912 N. 19th St.
",Birmingham,AL,"(*),(P),(L)",Bars/Clubs,1984,,checked,,1/14/2022 3:33am
11,Bill's Club,(Many L) ,208 N. 23rd St.,Birmingham,AL,"(D),(S),(*),(L)",Bars/Clubs,1984,,,,1/14/2022 4:24am
14,Gizmo,,909 S. 22nd St.,Birmingham,AL,"(D),(WE),(AH)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
15,Mamma's Kitchen,,1107 S. 20th St.,Birmingham,AL,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
16,M.C.C.,,1019 23rd St. S.,Birmingham,AL,(MCC),Religious Institution,1984,,,,1/14/2022 6:00pm
17,Pleasure Books,,7606 1st Ave. N,Birmingham,AL,,Book Store,1984,,,,12/5/2021 12:17pm
18,Pussycat Adult Books,,7610 1st Ave. N.,Birmingham,AL,,Book Store,1984,,,,12/5/2021 12:17pm
20,Steak 'n' Egg,,1717 10th Ave. S,Birmingham,AL,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
25,Waffle House,(Open 24 hrs),Hwy. 32 S.,Decatur,AL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
30,The Kettle ,,111 E. Limestone,Florence,AL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
36,Atlantis,(Disco),2572 Sparkman Dr. near Memorial Park,Huntsville,AL,"(YC),(D),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
37,Hide-A-Way ,(Disco),2011 Cox Ave.,Huntsville,AL,"(YC),(D),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
44,Corral,,54 S. Conception,Mobile,AL,"(C&W),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
45,David's ,(Disco) ,1304 Spring Hill Ave.,Mobile,AL,"(PT),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
46,French Quarter,(Disco),215 Conti St.,Mobile,AL,"(*),(YC),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
47,Society Lounge,"(Disco) (Many L,B)",53 Conception,Mobile,AL,"(D),(S)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
52,B&R Club,(Also AH) (Inquire locally),"211 Lee St.
Dignity-",Montgomery,AL,"(P),(D),(PT),(AH),(*)",Bars/Clubs,1984,,,,1/20/2022 11:06am
54,HoJon's ,(Liqour),215 N. Court St.,Montgomery,AL,"(S),(D),(E),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
61,Consolidated Mine Co. ,(Disco),Holiday Inn 3170 Victory Dr.,Phenix City,AL,"(M),(D)","Hotel,Bars/Clubs",1984,,,,12/5/2021 12:17pm
62,Chucker's ,,2121 6th St.,Tuscaloosa,AL,"(YC),(M),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
35,Fat's,"(Some M, YC)","213 S. 4th St.
",Gadsen,AL,"(M),(YC),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
67,Alice's ,,210 E. 5th Ave. ,Anchorage,AK,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
68,Anchorage Books ,(Cruisy),427 'C' St.,Anchorage,AK,,"Cruising Areas,Book Store",1984,,,,1/18/2022 3:13pm
69,D St. Book Mart,(Cruisy),419 'D' St. ,Anchorage,AK,,"Cruising Areas,Book Store",1984,,,,12/5/2021 12:17pm
71,Jade Room ,(2 floors) ,701 'I' St.,Anchorage,AK,"(D),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
72,M.C.C. ,,602 W. 10th Ave.,Anchorage,AK,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
74,The Village ,(Disco) (Some L),225 E. 5th Ave.,Anchorage,AK,"(YC),(D),(L)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
79,Chapter Eleven ,"(M-Days, Cruisy late nights*)",500 First Ave.,Fairbanks,AK,(*),Cruising Areas,1984,,,,1/19/2022 7:50am
84,Crystal Saloon,,418 S. Franklin St.,Juneau,AK,"(M),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
85,Red Dog Saloon ,,S. Franklin St.,Juneau,AK,(M),Bars/Clubs,1984,,,,12/5/2021 12:17pm
90,St. Elmo's,(E-WE),36 Brewery Gulch Ave. ,Bisbee,AZ,"(M),(W),(PT),(E),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
99,Alternative,"(""Phillip's) (Lunches)",4631 N. 7th Ave.,Phoenix,AZ,"(R),(D),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
102,Barney's Books,,1421 E. McDowell Rd.,Phoenix,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
105,Bronco's ,(Opens 12 noon) (WE*),3015 N. 16th St. ,Phoenix,AZ,"(W),(PT),(WE),(*)",Bars/Clubs,1984,,,,1/19/2022 7:49am
106,Castle Adult Books,,5501 E. Washington,Phoenix,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
107,Cattleman's Exchange Club,(Mixed bag) (Cruisy) (Some OC),138 W. Camelback Rd.,Phoenix,AZ,"(*),(OC)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
109,Connection,"(Cruisy) (Some W, FFA) (Small Disco) ",4211 N. 7th St.,Phoenix,AZ,"(*),(W),(FFA)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
108,Club Phoenix Baths,,1517 S. Black Canyon Rd.,Phoenix,AZ,(P),Bathhouses,1984,,,,12/5/2021 12:17pm
110,Cruisin Central,"(Some OC, Hustlers)",1011 N. Central Ave.,Phoenix,AZ,(OC),Cruising Areas,1984,,,,12/5/2021 12:17pm
113,Erotica Motel & Book Store ,,5200 E. Van Buren,Phoenix,AZ,(H),Book Store,1984,,,,12/5/2021 12:17pm
115,Full Moon ,(Disco),3108 E. McDowell Rd.,Phoenix,AZ,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
114,Farrah's ,(Disco),4017 E. Indian School Rd.,Phoenix,AZ,"(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
120,Hotbods,(AH-WE) (Unisex),3437 E. McDowell Rd.,Phoenix,AZ,"(YC),(*),(AH),(WE),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
119,Grand Camel,(Some L),5105 N. 43rd Ave.,Phoenix,AZ,"(R),(L)",Restaurant,1984,,,,12/5/2021 12:17pm
118,Goog's,,1812 E. Camelback Rd.,Phoenix,AZ,"(M),(R),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
122,Incognito Lounge,,2424 E. Thomas Rd.,Phoenix,AZ,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
121,Hot Duds,(Men's Clothing),842 E. Indian School Rd.,Phoenix,AZ,,Business,1984,,,,12/5/2021 12:17pm
123,Library,(Hope it 'clicks'),838 N. 7th Ave.,Phoenix,AZ,(R),Restaurant,1984,,,,12/5/2021 12:17pm
124,Little Jim's 307,(Best cocktail hour *),"222 E, Roosevelt",Phoenix,AZ,"(OC),(PT),(*)",Bars/Clubs,1984,,,,1/19/2022 7:57am
126,Nu Towne,,5002 E. Van Buren,Phoenix,AZ,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
125,M.C.C. ,(Casa de Cristo),1029 E. Turney,Phoenix,AZ,(MCC),Religious Institution,1984,,,,1/14/2022 6:00pm
128,Raggedy Ann 'n' Andy's ,(Many L) (Disco) ,2320 N. 32nd St. ,Phoenix,AZ,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
130,Ramrod ,(Sun. beer bust *) (Patio),395 N. Black Canyon Rd. ,Phoenix,AZ,"(SM),(W),(PT),(*)",Bars/Clubs,1984,,,,1/19/2022 8:01am
129,R. Hegyu ,(Cards & Gifts),5150 N. 7th St.,Phoenix,AZ,,Business,1984,,,,12/5/2021 12:17pm
132,Sammy's ,,2125 E. McDowell,Phoenix,AZ,"(R),(D),(S),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
131,Royal Villa Motel ,(Swim Pool),1102 E. Turney Ave.,Phoenix,AZ,,Hotel,1984,,,,12/5/2021 12:17pm
134,Solid Gold,(Disco) (AH-WE) (Looks Promising),1730 E. McDowell,Phoenix,AZ,"(D),(S),(PT),(AH),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
133,Shamoos,(S-WE),3025 N. 24th St.,Phoenix,AZ,"(S),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
136,Timbers ,(Hustlers) ,702 N. Central,Phoenix,AZ,(OC),Bars/Clubs,1984,,,,12/5/2021 12:17pm
135,Taylor's,,4223 N. 7th St.,Phoenix,AZ,"(*),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
138,Trax,(D.J. but no D) (AH-WE),1724 E. McDowell,Phoenix,AZ,"(SM),(PT),(*),(AH),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
137,Tommy & Clyde's ,,5749 N. 7th St.,Phoenix,AZ,"(OC),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
139,Tuff Stuff,(Leatherware),1646 E. McDowell Rd.,Phoenix,AZ,,Erotic Shop,1984,,,,1/7/2022 10:12am
142,Womansplace ,"(Books, etc.)",2401 N. 32nd St.,Phoenix,AZ,(L),Book Store,1984,,,,12/5/2021 12:17pm
140,21st Century Travel ,,"2432 W. Peoria, Suite 1082",Phoenix,AZ,,Travel Service,1984,,,,1/7/2022 9:58am
150,Western Bar ,,130 1/2 Montezuma,Prescott,AZ,(M),Bars/Clubs,1984,,,,12/5/2021 12:17pm
151,Zorba's Book Shop,,2924 N. Scottsdale Rd.,Scottsdale,AZ,(*),Book Store,1984,,,,12/5/2021 12:17pm
156,Marie's 1st Place ,,709 S. Mill Ave.,Tempe,AZ,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
157,Modern World Adult Books ,,1812 E. Apache,Tempe,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
158,Valley Art Theatre,,509 S. Mill Ave.,Tempe,AZ,(M),Theatre,1984,,,,12/5/2021 12:17pm
193,Bargain Box,(Books & flicks) (Cruisy*),240 E. 16th St.,Yuma,AZ,"(M),(*)","Cruising Areas,Book Store",1984,,,,1/19/2022 7:48am
194,Cameo Bar,(Some L) (Crusiy),232 S. 4th Ave.,Yuma,AZ,"(*),(L),(PT)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
196,Red's Bird Cage,,231 S. Main,Yuma,AZ,(M),Bars/Clubs,1984,,,,12/5/2021 12:17pm
197,Sky Chief,(Bar only -WE),1530 E. 32nd St.,Yuma,AZ,"(M),(WE)","Bars/Clubs,Restaurant",1984,,,,12/5/2021 12:17pm
167,Blue Willow ,(R & Gifts),2616 N. Campbell,Tucson,AZ,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
172,Congress,,311 E. Congress,Tucson,AZ,"(M),(OC),(RT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
170,Caesar's Book Store ,,2540 N. Miracle Mile,Tucson,AZ,(F&S),Book Store,1984,,,,12/5/2021 12:17pm
168,Books Brothers,,3244 E. Speedway,Tucson,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
174,Fineline,(Some L) (Disco) (On again-off again),101 W. Drachman,Tucson,AZ,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
175,Fun Tyme Adult Books,,86 N. 6th St.,Tucson,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
176,Graduate,(Something for everyone) (Cocktail hour),23 W. University,Tucson,AZ,"(*),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
179,M.C.C. ,,349 W. 35th St.,Tucson,AZ,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
178,Joshua Tree,(Most macho disco) (Cruisy) ('Back Pocket' & patio in rear),2921 N. 1st Ave. ,Tucson,AZ,"(*),(YC)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
177,Holy Trinity Comm. Church,,2213 N. Columbus,Tucson,AZ,,Religious Institution,1984,,,,12/5/2021 12:17pm
180,Michael's,(Disco),140 S. Kolb,Tucson,AZ,"(D),(S),(L)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
181,Rita's Rendezvous,(Sun. brunch) (Currently 'tops'),3455 E. Grant Rd.,Tucson,AZ,"(*),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
184,Stockade,"(Looks Promising) (W,SM)",2308 N. Stone,Tucson,AZ,"(W),(SM)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
183,Stables,(Baths),3820 E. 40th St.,Tucson,AZ,(P),Bathhouses,1984,,,,12/5/2021 12:17pm
182,Speedway Books ,"(Off Alvernon, nr. Aviation Hwy.)",3660 E. Speedway,Tucson,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
185,The Bookstore Southwest,,1400 S. Alvernon,Tucson,AZ,,Book Store,1984,,,,12/5/2021 12:17pm
186,The Habit ,,925 E. Prince.,Tucson,AZ,(AH),Bars/Clubs,1984,,,,12/5/2021 12:17pm
202,Log Cabin Inn & Country Store ,(April-Nov.),42 Kings Highway,Eureka Springs,AR,"(M),(H),(R)","Hotel,Restaurant",1984,,,,12/5/2021 12:17pm
206,Tish's Disco ,(Just N. of N.W. Arkansas Mall),4630 Hwy. 71N.,Fayetteville,AR,"(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
209,M.C.C.,,1007 S. 25th St. ,Ft. Smith,AR,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
210,Village Landing ,(Some L) (Disco) ,3028 N. 6th St.,Ft. Smith,AR,"(*),(YC),(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
214,Our House Lounge,(Upstairs disco),336 Central Ave.,Hot Springs,AR,"(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
219,Discovery ,(Disco)  (Adam's Rib - Boutique) (Riverfront Dr. off Cantrell Rd.),1021 Jessie Rd.,Little Rock,AR,"(*),(YC),(D),(S)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
220,Lil's Saloon,"(Some W, YC) (Sign says Squeeze Inn)",1701 University,Little Rock,AR,"(*),(W),(YC)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
222,Regina's Place ,(Books & Movie arcade),1314 Main St.,Little Rock,AR,,Book Store,1984,,,,12/5/2021 12:17pm
223,Silver Dollar,(Some L),2710 Asher Ave.,Little Rock,AR,(L),Bars/Clubs,1984,,,,1/14/2022 4:20am
234,Garden of Eden Bookstore,,314 E. Lincoln Ave.,Anaheim,CA,,Book Store,1984,,,,12/5/2021 12:17pm
238,E & G Cafe ,,729 Lincoln Way,Auburn,CA,(M),Restaurant,1984,,,,12/5/2021 12:17pm
237,Awful Annie's Cafe ,,160 Sacramento,Auburn,CA,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
239,Casablanca ,(Some L) (Disco),1209 20th St.,Bakersfield,CA,"(YC),(L),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
240,Twin Star ,(Looks promising) (Disco- WE),1030 20th St. ,Bakersfield,CA,"(D),(PT),(WE),(W)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
244,Gay Men's Health Collective,Berkeley Free Clinic,2339 Durant Ave. ,Berkeley,CA,,Organization,1984,,,,12/5/2021 12:17pm
245,Steam Works ,(Baths) (Hot tub) 1 block off University Ave.,"2107 4th St.,",Berkeley,CA,(*),Bathhouses,1984,,,,12/5/2021 12:17pm
608,Serpent 8 Club Baths,,4109 W. Burbank Blvd. ,Burbank,CA,"(P),(*)",Bathhouses,1984,,,,12/5/2021 12:17pm
256,900 Cherry Street ,,900 Cherry St.,Chico,CA,"(*),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
257,Swingers Books,,881 Humboldt Ave.,Chico,CA,(M),Book Store,1984,,,,12/5/2021 12:17pm
259,Bungalow Bar & R,(Should do well) (Clear Lake Oaks),E. Hwy. 20,Clear Lake,CA,,"Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
262,Sunset Point Resort ,"(Bunkhouse) (Beer & wine bar) (R-Brunch WE) (707) 998-1451 (P.O. Box 455), Clear Lake Oaks, CA 95423)",12037 Hwy. 20,Clear Lake,CA,"(H),(R),(WE),(*)","Hotel,Restaurant",1984,,,"can we looking into why Damron knows so much about Clear Lake, CA. Very detailed entry's",1/26/2022 1:22pm
261,Starlight Resort Motel ,"(Spa, heated pool. Pvt. sundeck, (707 998-3232","9495 E. Hwy. 20, Glenhaven, CA 95443",Clear Lake,CA,"(*),(H),(M),(BA)",Hotel,1984,,,the address list a different city than it is under.,12/5/2021 12:17pm
260,Cabaret Bar,(Glenhaven),9435 E. Hwy. 20,Clear Lake,CA,"(D),(E),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
269,M.C.C.,,215 E. 23rd,Costa Mesa,CA,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
268,Han's Again,(R-Lunch) (WE*),877 W. 19th,Costa Mesa,CA,"(R),(D),(PT),(WE),(*)","Restaurant,Bars/Clubs",1984,,,,1/19/2022 7:55am
270,Newport Station,(Disco) ('Tops in Orange County'),1945 Placentia,Costa Mesa,CA,"(YC),(W),(D),(R),(PT),(E)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
623,Mi Wey ,,11513 Washington Blvd.,Culver City,CA,(L),Bars/Clubs,1984,,,,12/5/2021 12:17pm
627,Sister Suds ,,10762 1/2 Washingtion Blvd.,Culver City,CA,(L),Bars/Clubs,1984,,,,12/5/2021 12:17pm
273,Kevan's,(Looks promising) ,10095 Saich Way,Cupertino,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
274,Savoy ,,20469 Silverado St.,Cupertino,CA,"(L),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
277,Stallion Oak Ranch ,(Resort),"P.O.Box 155, Descanso 92016",Decanso,CA,"(P),(H)",Hotel,1984,,,,12/5/2021 12:17pm
279,'F' Street Bookstore,,158 E. Main,El Cajon,CA,(*),Book Store,1984,,,,12/5/2021 12:17pm
283,Eddie's,,4101 N. Arden Dr.,El Monte,CA,(PT),Bars/Clubs,1984,,,,12/5/2021 12:17pm
296,Denny's,,3120 N. Blackstone,Fresno,CA,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
299,Front Runner,(Publication),164 N. Blackstone #119,Fresno,CA,,Publications,1984,,,,1/7/2022 10:15am
295,Dan's ,,4944 N. Blackstone,Fresno,CA,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
298,Fresno Express,(Disco),708 N. Blackstone,Fresno,CA,"(YC),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
297,Desert Sun ,"(Some W, SM) (Looks promising)",408 N. Blackstone,Fresno,CA,"(W),(SM),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
303,Steam Works,(Baths),1551 'E' St.,Fresno,CA,(*),Bathhouses,1984,,,,12/5/2021 12:17pm
302,Red Lantern,"(Some W, SM OC) (Cruisy)",4618 E. Belmont,Fresno,CA,"(W),(SM),(OC),(PT)","Bars/Clubs,Cruising Areas",1984,,,,1/14/2022 3:21am
301,Palace Saloon,,4030 E. Belmont,Fresno,CA,"(L),(D),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
300,M.C.C. ,(Unitarian Church),4144 N. Millbrook,Fresno,CA,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
311,Happy Hour,,12081 Garden Grove Blvd. ,Garden Grove,CA,"(L),(R),(PT)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
312,Hip Pocket,"(Adult books, toys, film, etc.)",12686 Garden Grove Blvd.,Garden Grove,CA,,Book Store,1984,,,,12/5/2021 12:17pm
309,D.O.K. West ,(Disco),12889 Garden Grove Blvd.,Garden Grove,CA,"(YC),(D),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
310,Gay & Lesbian  Center,(714) 534-0862,12832 Garden Grove Blvd. ,Garden Grove,CA,,Community Centers/Support Groups,1984,,,,1/7/2022 11:24am
313,Maneuvers,"(W, SM, Uniforms)",11086 Garden Grove Blvd.,Garden Grove,CA,"(W),(SM),(*),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
316,Party House,"(Books, toys, etc.)",8751 Garden Grove Blvd.,Garden Grove,CA,,Book Store,1984,,,,12/5/2021 12:17pm
315,Orange County Logging Co.,,12792 Brookhurst,Garden Grove,CA,,Hotel,1984,,,,12/5/2021 12:17pm
314,Mug,,8612 Garden Grove Blvd.,Garden Grove,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
317,Rumour Hazzit,('Preppies') (Disco) (enter thru rear),8741 Garden Grove Blvd.,Garden Grove,CA,"(D),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
318,Tiki Hut,"(Some W, OC) (Cruisy)",9042 Garden Grove Blvd.,Garden Grove,CA,"(*),(W),(OC)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
319,El Capitan,,13825 S. Hawthorne,Hawthorne,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
320,Big Mama's ,,22615 Mission Blvd.,Hayward,CA,(*),Bars/Clubs,1984,,,,12/5/2021 12:17pm
323,Golden Gate Adult Books,,22553 Main St.,Hayward,CA,,Book Store,1984,,,,12/5/2021 12:17pm
321,Driftwood Lounge,,22170 Mission Blvd.,Hayward,CA,"(L),(PT),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
322,Eli Ann;s Pub on the Park,,22800 Mission Blvd. ,Hayward,CA,(L),Bars/Clubs,1984,,,,12/5/2021 12:17pm
325,Turf Club,(Something for everyone) (Open 6am WE) (BBQ Patio in back) ,22517 Mission Blvd.,Hayward,CA,"(*),(WE)","Bars/Clubs,Restaurant",1984,,,,1/14/2022 4:27am
324,Inbetween,(C-AH),22525 Mission Blvd.,Hayward,CA,"(PT),(D),(C),(AH)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
425,Holiday Inn,(Cruisy pool),1755 N. Highland,Hollywood,CA,"(M),(H)","Hotel,Cruising Areas",1984,,,,12/5/2021 12:17pm
329,Gladiator ,"(Some W, SM, OC)",7810 Santa Fe Ave. ,Huntington Park,CA,"(W),(SM),(OC),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
330,Islander,(Some Latins) ,6907 Santa Fe,Huntington Park,CA,"(D),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
332,Annex ,,835 S. La Brea,Inglewood,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
333,Papa Bear's ,,1101 S. Prairie,Inglewood,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
334,Beach People,(clothes),168 Mountian Rd.,Laguna Beach,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
336,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(H)","Restaurant,Hotel",1984,,,,12/5/2021 12:17pm
335,Boom Boom Room,(Game room) (Cruisy) (Small Disco) (Enter thru side door or thru Tap Room) Coast Inn,1401 S. Coast Hwy.,Laguna Beach,CA,"(*),(YC),(PT),(D)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
340,Dizz's As Is,,2794 S. Coast Hwy.,Laguna Beach,CA,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
339,Denny's,,1600 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
338,Cottage ,,308 N. Coast Hwy.,Laguna Beach,CA,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
337,Corned Beef ,(Deli) ,1105 S. Coast Hwy.,Laguna Beach,CA,(M),Restaurant,1984,,,,12/5/2021 12:17pm
344,Ron's in Laguna,,1464 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(OC),(E)",Restaurant,1984,,,,12/5/2021 12:17pm
341,Little Shrimp,(Piano bar - patio in Summer),1305 S. Coast Hwy.,Laguna Beach,CA,"(*),(R),(E)","Bars/Clubs,Restaurant",1984,,,,1/18/2022 6:55am
345,Tap Room ,(WE*) (Entrance next door to R) Coast Inn,1401 S. Coast Hwy.,Laguna Beach,CA,"(R),(WE),(*)",Restaurant,1984,,,,1/19/2022 8:04am
342,Main Street,"(Some OC, L)",1460 S. Coast Hwy.,Laguna Beach,CA,"(E),(OC),(L)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
359,Breakers ,(Liquor) (W-PT-Downstairs),31 39th Pl.,Long Beach,CA,"(D),(W),(PT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
358,Americana ,,210 Atlantic Ave. ,Long Beach,CA,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
361,Broadway Annex ,(Liquor),1435 E. Broadway,Long Beach,CA,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
360,Brit,(Liquor),1744 E. Broadway,Long Beach,CA,(PT),Bars/Clubs,1984,,,,12/5/2021 12:17pm
362,Calico Kitchen,,364 E. San Antonio,Long Beach,CA,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
363,Chelsea Book Store,,2121 E. Broadway,Long Beach,CA,"(M),(L)",Book Store,1984,,,,12/5/2021 12:17pm
364,Club Long Beach,(Basic Plumbing),2011 E. 4th,Long Beach,CA,"(P),(F&S),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
366,Comanche,(Disco) (WE-AH),5211 N. Atlantic,Long Beach,CA,"(D),(PT),(WE),(AH),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
367,Copper Penny,,615 E. Ocean Blvd. ,Long Beach,CA,"(M),(R),(C),(AH),(RT)",Restaurant,1984,,,,12/5/2021 12:17pm
370,Dodd's Book Store,,4818 E. 2nd St.,Long Beach,CA,(M),Book Store,1984,,,,12/5/2021 12:17pm
371,Executive Suite,(Liquor) (Disco),3428 Pacific Coast Hwy.,Long Beach,CA,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
372,Forced Heat ,"(Some YC, Unisex)(Disco) (WE*)(Liquor)",740 E. Broadway,Long Beach,CA,"(YC),(D),(WE),(*)",Bars/Clubs,1984,,,,1/19/2022 7:53am
373,4th Street Cafe,,2030 E. 4th ,Long Beach,CA,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
