ID,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,uncleartype,notes,lastmodified
1,Bill's Club,"(*),(L),(D),(S)","(Many L)
","208 N. 23rd St.
",Bars/Clubs,Birmingham,AL,1988,,,,1/24/2022 2:11pm
10,Alabama Adult Books,,,901 5th Ave. N.,"Book Store,Erotic Shop",Birmingham,AL,1988,,,,6/8/2022 10:50am
12,Birmingham Adult Books,,,7610 1st Ave. N.,"Book Store,Erotic Shop",Birmingham,AL,1988,,,,6/8/2022 10:50am
13,Club 21,"(YC),(D),(S)",(Looks promising) (Disco),117 1/2 21st St. N.,Bars/Clubs,Birmingham,AL,1988,,,,1/27/2022 8:53pm
14,Gizmo,"(D),(W),(SM)",,909 S. 22nd St.,Bars/Clubs,Birmingham,AL,1988,,,,1/31/2022 11:21pm
15,Lodestar Books,(L),(Some L),2020 11th Ave. S.,Book Store,Birmingham,AL,1988,,,,1/25/2022 8:35pm
16,M.C.C,(MCC),,2024 8th Ct. S.,Religious Institution,Birmingham,AL,1988,,,,2/10/2022 8:51pm
17,Mabel's Beauty Shop & Chain Saw Repair,"(C&W),(*)",(Bar),318 S. 14th St.,Bars/Clubs,Birmingham,AL,1988,,,,1/25/2022 8:50pm
18,Neon's ,,(Cards & Gifts),2835 Highland Ave,Business,Birmingham,AL,1988,,,,1/25/2022 8:51pm
19,Pleasure Books,,,7606 1st Ave. N.,Book Store,Birmingham,AL,1988,,,,1/25/2022 8:52pm
20,Steak 'n' Egg ,"(M),(R),(C),(AH)",,1717 10th Ave. S.,Restaurant,Birmingham,AL,1988,,,,1/25/2022 8:53pm
22,The Rage,"(P),(D),(*)",(Disco) (Quiet Bar),620 29th St. S.,Bars/Clubs,Birmingham,AL,1988,,,,1/25/2022 8:57pm
24,Western Super Market ,Cruisy Area,(Late Sat. nights),2230 Highland Ave,Cruising Areas,Birmingham,AL,1988,,,,1/25/2022 9:00pm
39,Electric Cowboy,(R),,111 E. Limestone,Restaurant,Florence,AL,1988,,,,1/29/2022 6:02pm
43,Fat's,"(P),(M),(YC),(WE),(*),(S)","(Some M, YC) (S-WE)",315 S. 2nd St.,Bars/Clubs,Gadsden,AL,1988,,,,1/29/2022 6:02pm
44,Atlantis ,"(YC),(L),(D),(S),(*)","(Some YC,L)",2572 Sparkman Dr.,Bars/Clubs,Huntsville,AL,1988,,,,1/29/2022 6:03pm
51,Club Park Avenue,"(YC),(D),(P),(*)","(Video downstairs, Disco-D-upstairs) (Patio)",7 S. Joachim,Bars/Clubs,Mobile,AL,1988,,,,1/28/2022 3:35pm
52,Corral,"(W),(OC),(L),Cruisy Area,(*)","(Some W, OC, L) (Late*)",54 S. Conception,Bars/Clubs,Mobile,AL,1988,,,,2/10/2022 8:54pm
55,Society Lounge ,"(L),(B)","(L, B)",53 Conception,Bars/Clubs,Mobile,AL,1988,,,,2/10/2022 8:55pm
56,Troopers ,(D),(Disco),215 Conti St.,Bars/Clubs,Mobile,AL,1988,,,,1/28/2022 3:43pm
64,RGee's ,"(P),(D),(PT),(AH)",(Also AH),211 Lee St.,Bars/Clubs,Montgomery,AL,1988,,,,1/28/2022 3:58pm
65,Rumors,"(D),(AH),(*)",(Disco),207 Dexter Ave.,Bars/Clubs,Montgomery,AL,1988,,,,1/28/2022 3:59pm
66,Skeeters ,"(D),(L),(AH),(*)",(Some L) (AH-Weekdays*),150 Lee St.,Bars/Clubs,Montgomery,AL,1988,,,,1/28/2022 4:00pm
73,Chucker's,"(YC),(M),(PT),(*)",,2121 6th St.,Bars/Clubs,Tuscaloosa,AL,1988,,,,1/28/2022 4:09pm
79,French Quarter,,(Books),4028 Mountain View,Book Store,Anchorage,AK,1988,,,,1/28/2022 4:37pm
82,M.C.C,(MCC),,602 W. 10th Ave.,Religious Institution,Anchorage,AK,1988,,,,6/13/2022 9:12am
83,One in Ten ,,(Publication),"328 Bonaface Pkwy #2499, 99504",Publications,Anchorage,AK,1988,,,,1/29/2022 6:05pm
84,Raven,"(*),(YC),(W),(SM),(D),(PT)","(Enter through parking lot on 6th) (YC,W,SM)",618 Gambell,Bars/Clubs,Anchorage,AK,1988,,,,1/29/2022 6:07pm
85,Swinger Book Store ,,,710 W. Northern Lights Blvd.,Book Store,Anchorage,AK,1988,,,,1/29/2022 6:08pm
86,The Village,"(YC),(D),(*),(L)",(Disco) (Some L),225 E. 5th Ave.,Bars/Clubs,Anchorage,AK,1988,,,,1/29/2022 6:10pm
87,Video X,(V),(Books),1431 Muldoon Rd.,Book Store,Anchorage,AK,1988,,,,1/29/2022 6:10pm
88,Women's Resource Center Books,,,111 W. 9th St.,Book Store,Anchorage,AK,1988,,,,2/10/2022 8:50pm
94,International Book Store,"(F&S),Cruisy Area",,106 Old Richardson Hwy.,Book Store,Fairbanks,AK,1988,,,,1/29/2022 6:17pm
97,Red Dog Saloon,"(*),(M)",,175 S. Franklin St.,Bars/Clubs,Juneau,AK,1988,,,,1/29/2022 6:21pm
98,Summit Hotel Bar,(M),(Rear),455 S. Franklin ,"Bars/Clubs,Hotel",Juneau,AK,1988,,,,6/12/2022 12:33pm
104,St. Elmo's,"(M),(W),(PT),(E),(WE)",(E-WE),36 Brewery Gulch Ave.,Bars/Clubs,Bisbee,AZ,1988,,,,6/12/2022 12:21pm
111,Apollo's,"(SM),(PT),(*)",(Some SM),5749 N. 7th St.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 6:46pm
114,Barney's Books ,,,1421 E. McDowell Rd.,Book Store,Phoenix,AZ,1988,,,,1/29/2022 6:51pm
115,Book Cellars ,,"(Books, etc.) & other locations",2103 W. Camelback Rd.,Book Store,Phoenix,AZ,1988,,,,2/10/2022 9:00pm
116,Casa de Christo ,(MCC),M.C.C.,1029 E. Tunney,Religious Institution,Phoenix,AZ,1988,,,,2/10/2022 9:03pm
117,Castle Adult Books,,(Cruisy),5501 E. Washington,"Book Store,Cruising Areas",Phoenix,AZ,1988,,,,2/10/2022 9:03pm
118,Cattleman's Exchange,"(OC),(N)",,138 W. Camelback Rd.,Bars/Clubs,Phoenix,AZ,1988,,,,6/12/2022 10:59am
119,Charlie's,"(C&W),(D),(PT),(*)",(Square-D) (Cruisy),727 W. Camelback,"Bars/Clubs,Cruising Areas",Phoenix,AZ,1988,,,,2/10/2022 9:04pm
120,Connection ,"(W),(YC),(V),(PT),(AH),(*),Cruisy Area",(Some W) (Disco),4211 N. 7th St.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:18pm
121,Cruisin Central,"(OC),(AYOR)","(Some OC, Hustlers)",1011 N. Central Ave,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:19pm
123,Dime Store,"(V),(PT)",,1810 E. McDowell,Bars/Clubs,Phoenix,AZ,1988,,,,6/12/2022 12:11pm
124,Durant's,"(M),(R)",(Cocktail hour),2611 N. Central Ave.,Restaurant,Phoenix,AZ,1988,,,,1/29/2022 7:23pm
125,Erotica Motel & Book Store,(H),,5200 E. Van Buren,Book Store,Phoenix,AZ,1988,,,,1/29/2022 7:24pm
126,Farrah's ,"(L),(YC),(D),(PT)","(Some L,YC) (Disco)",4158 Grand Ave.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:27pm
127,First Travel ,(IGTA),,5150 N. 7th St.,Travel Service,Phoenix,AZ,1988,,,,1/29/2022 7:29pm
128,Flex/Club Phoenix,(P),,1517 S. Black Canyon Rd.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:30pm
131,Goog's ,"(R),(AH)",,1812 E. Camelback Rd.,Restaurant,Phoenix,AZ,1988,,,,1/29/2022 7:33pm
132,"Humanspace Books, Inc.",,,1617 N. 32nd St.,Book Store,Phoenix,AZ,1988,,,,1/29/2022 7:35pm
133,Incognito Lounge,"(L),(D),(*)",,2424 E. Thomas Rd.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:36pm
135,Little Jim's 307,"(OC),(PT)",(Hustlers),222 E. Roosevelt,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:38pm
136,M.C.C ,(MCC),(Casa de Cristo),1029 Turney,Religious Institution,Phoenix,AZ,1988,,,,2/10/2022 9:06pm
137,New Camel Club ,"(R),(S),(E)",,5105 N. 43rd Ave.,Restaurant,Phoenix,AZ,1988,,,,1/29/2022 7:40pm
138,New Moon,"(L),(D)",(Disco),3108 E. McDowell Rd.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:42pm
139,Nu Towne ,"(PT),(YC),(*)",(Tue*),5002 E. Van Buren ,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:43pm
141,Ramrod,"(SM),(W),(PT),(*)",(Sun. beer bust*) (Patio),395 N. Black Canyon Rd.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:45pm
142,Royal Villa Motel ,, (Pool) (602) 266-6883,1102 E. Turney Ave.,Hotel,Phoenix,AZ,1988,,,,2/10/2022 9:06pm
143,Stixx ,,,3015 N. 16th St.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:48pm
144,Taylor's,(E),(DW'sR & Nickelodeon-E),4223 N. 7th St.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:51pm
145,The Network,"(WE),(D),(*)",(S-WE),3025 N. 24th St.,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:52pm
146,Tommy's,"(*),(M),(YC),(D),(AH)","(M,YC) (Disco)",921 W. Camelback,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:54pm
147,Trax,"(D),(PT),(*),(AH),(WE),(W),(YC)",(AH-WE),1724 E. McDowell,Bars/Clubs,Phoenix,AZ,1988,,,,1/29/2022 7:55pm
148,Tuff Stuff,,"(Leather, Toys, etc.)",1714 E. McDowell,Erotic Shop,Phoenix,AZ,1988,,,,1/29/2022 7:56pm
150,Winks ,(E),(Sun. brunch),5707 N. 7th St.,Restaurant,Phoenix,AZ,1988,,,,1/29/2022 7:58pm
159,Brazil ,"(N),(YC)",(Hi-tech),7232 First St.,Bars/Clubs,Scottsdale,AZ,1988,,,,1/29/2022 8:09pm
160,J.R.'s Hideaway ,(N),(Fun) (In alley),7125 5th Ave.,Bars/Clubs,Scottsdale,AZ,1988,,,,1/29/2022 8:09pm
161,Zorba's Book Shop ,(*),,2924 N. Scottsdale Rd.,Book Store,Scottsdale,AZ,1988,,,,1/29/2022 8:10pm
163,Marie's 1st Place,"(M),(R)",,709 S. Mill Ave.,Restaurant,Tempe,AZ,1988,,,,1/29/2022 8:11pm
164,Modern World Adult Books ,,,1812 E. Apache,"Book Store,Erotic Shop",Tempe,AZ,1988,,,,6/8/2022 10:52am
170,Blue Willow,"(M),(R)",(R & Gifts),2616 N. Campbell,Restaurant,Tucson,AZ,1988,,,,1/29/2022 8:16pm
171,Books Brothers ,(*),,3242 E. Speedway,Book Store,Tucson,AZ,1988,,,,1/29/2022 8:17pm
172,Bookstore Southwest,,(24hrs.),1400 S. Alvernon,Book Store,Tucson,AZ,1988,,,,1/29/2022 8:18pm
174,Caesar's Book Store ,(F&S),,2540 N. Miracle Mile,Book Store,Tucson,AZ,1988,,,,1/29/2022 8:20pm
175,Collette's,"(D),(P),(V),(L)",,3143 E. Speedway,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:20pm
176,Congress,"(M),(OC),(RT)",,311 E. Congress,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:21pm
178,El Toreso,"(M),(R)",(Mexican),231 E 26th St.,Restaurant,Tucson,AZ,1988,,,,1/29/2022 8:23pm
179,Fineline,"(YC),(D),(AH)",(Disco),101 W. Drachman,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:24pm
181,Graduate,"(D),(*)",,23 W. University,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:25pm
182,It's Bout Time,(D),(Disco),616 N. 4th Ave.,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:26pm
183,Joshua Tree,"(YC),(D)",(Disco) ('Back Pocket' & patio in rear)(Cruisy),2921 N. 1st Ave.,"Bars/Clubs,Cruising Areas",Tucson,AZ,1988,,,,2/10/2022 9:10pm
184,M.C.C,(MCC),,560 S. Stone Ave.,Religious Institution,Tucson,AZ,1988,,,,2/10/2022 9:10pm
185,Rita's Rendezvous,"(R),(D)",(Sun. brunch) (Disco),3455 E. Grant Rd.,"Restaurant,Bars/Clubs",Tucson,AZ,1988,,,,2/10/2022 9:11pm
186,Rumorhazzit,"(V),(D)",(Dynasty),2222 N. Stone,Bars/Clubs,Tucson,AZ,1988,,,,1/29/2022 8:30pm
187,Speedway Arcade & Books,"(F&S),(*)","(off Alvernon, nr. Aviation Hwy.) (Also at Joshua Tree)",3660 E. Speedway,Book Store,Tucson,AZ,1988,,,,1/29/2022 8:32pm
188,Stables,(P),(Baths),3820 E. 40th St.,Bathhouses,Tucson,AZ,1988,,,,1/29/2022 8:34pm
189,The Bookstore Southwest ,(F&S),,1400 S. Alvernon,Book Store,Tucson,AZ,1988,,,,1/29/2022 8:36pm
198,Bargain Box,"(M),(*)",(Books & flicks) (Cruisy*),240 E. 16th St.,"Book Store,Cruising Areas",Yuma,AZ,1988,,,,2/10/2022 9:13pm
199,J.P.'s Cameo Lounge,"(L),(PT),(*)",(Some L) (Cruisy),232 S. 4th Ave.,"Bars/Clubs,Cruising Areas",Yuma,AZ,1988,,,,2/10/2022 9:13pm
200,Owl Bookstore,(M),,4th Ave. at 24th St.,Book Store,Yuma,AZ,1988,,,,1/29/2022 8:48pm
205,St. John's Disco ,"(P),(YC)",,214 N. W. Ave.,Bars/Clubs,Fayetteville,AR,1988,,,,1/29/2022 9:01pm
209,M.C.C.,(MCC),,1007 S. 25th St.,Religious Institution,Ft. Smith,AR,1988,,,,2/10/2022 9:14pm
210,Village Landing,"(L),(D)",(Disco),3028 N. 6th St.,Bars/Clubs,Ft. Smith,AR,1988,,,,1/29/2022 9:03pm
217,Our House Lounge,"(D),(*)",(Upstairs disco),336 Central Ave.,Bars/Clubs,Hot Springs,AR,1988,,,,1/29/2022 9:08pm
220,American Arcade,,(Cruisy),4524 Asher,"Business,Cruising Areas",Little Rock,AR,1988,,,,6/12/2022 12:25pm
222,Chaps,"(P),(C&W)",,1701 University,Bars/Clubs,Little Rock,AR,1988,,,,1/29/2022 9:13pm
223,Christopher's,"(R),(D)",,601 Center St. ,Restaurant,Little Rock,AR,1988,,,,1/29/2022 9:14pm
225,Discovery II,"(YC),(D),(S),(P),(AH)",(Disco) (Wed-Sun) (Riverfront Dr. off Cantrell Rd.),1020 Jessie Rd. ,Bars/Clubs,Little Rock,AR,1988,,,,1/29/2022 9:18pm
226,Fifth Gear ,"(*),(L),(D),(S),(PT),(V)",(Some L) (Side entrance),3519 Old Cantrell Rd.,Bars/Clubs,Little Rock,AR,1988,,,,1/29/2022 9:19pm
227,Little Rock Inn,(H),,601 Center St.,Hotel,Little Rock,AR,1988,,,,1/29/2022 9:20pm
229,Sgt. Preston's,"(P),(YC),(D),(PT),(R)",(Disco) (Liqour),5618 Asher,"Restaurant,Bars/Clubs",Little Rock,AR,1988,,,,6/13/2022 9:19am
230,Silver Dollar,(L),,2710 Asher Ave.,Bars/Clubs,Little Rock,AR,1988,,,,6/12/2022 12:01pm
241,Adult Book Store,(P),,414 State Line Ave.,"Book Store,Erotic Shop",Texarkana,AR,1988,,,,6/8/2022 10:48am
246,Maxi Tan ,,(Tanning salon),631A N. Euclid Ave.,Business,Anaheim,CA,1988,,,,1/29/2022 9:43pm
247,Sidelines,"(M),(PT),(D)",,732 9th St.,Bars/Clubs,Arcata,CA,1988,,,,1/29/2022 9:44pm
249,Awful Annie's Cafe ,"(M),(R)",,160 Sacramento,Restaurant,Auburn,CA,1988,,,,1/29/2022 9:46pm
251,M.C.C & Women's Support Groups,(MCC),,2415 Alta Vista Dr.,Religious Institution,Bakersfield,CA,1988,,,,6/13/2022 9:12am
252,Top Hat,(AYOR),(Bookstore) (cruisy),1524 Golden State Ave.,"Book Store,Cruising Areas",Bakersfield,CA,1988,,,,6/12/2022 12:27pm
254,Trade Winds,"(M),(D),(L)",(Disco),1209 20th St.,Bars/Clubs,Bakersfield,CA,1988,,,,1/31/2022 11:02pm
255,Wildcat Books,,,2620 Chester,Book Store,Bakersfield,CA,1988,,,,1/31/2022 11:03pm
263,Gay Men's Health Collective ,,(Berkeley Free Clinic),2339 Durant Ave.,Health Clinic,Berkeley,CA,1988,,,,1/31/2022 11:11pm
264,Steam Works,(*),(Baths) (Hot tub) (Gym) (1 block off University Ave.),2107 4th St.,Bathhouses,Berkeley,CA,1988,,,,1/31/2022 11:13pm
277,Nine Hundred Cherry,"(YC),(PT),(*)",(Disco),900 Cherry St.,Bars/Clubs,Chico,CA,1988,,,,1/31/2022 11:26pm
281,'F' St. Book Store,,,1141 3rd Ave.,Book Store,Chula Vista,CA,1988,,,,1/31/2022 11:29pm
282,Blue Fish Cove Resort ,"(L),(H)",(Clear Lake Oaks),10573 E. Hwy. 20,Hotel,Clear Lake,CA,1988,,,,1/31/2022 11:31pm
283,Carbaret Bar,"(D),(E),(PT),Cruisy Area,(*)",(Glenhaven),9435 E. Hwy. 20,Bars/Clubs,Clear Lake,CA,1988,,,,1/31/2022 11:32pm
284,Cracked Skillet,(R),(Clear Lake Oaks),10561 E. Hwy. 20,Restaurant,Clear Lake,CA,1988,,,,1/31/2022 11:35pm
285,Lake Place Resort ,"(H),(WE),(*)",(Trailers) (Hot tub) (WE*) (Glenhaven),9515 Harbor Dr.,Hotel,Clear Lake,CA,1988,,,,1/31/2022 11:37pm
287,Sunset Point Resort ,(H),(Bunkhouse-RVS's) (Clear Lake Oaks) (Supposedly reopening),12307 Hwy. 20,Hotel,Clear Lake,CA,1988,,,,1/31/2022 11:40pm
294,Lions Den,"(*),(D),(PT)",(Disco)(Cruisy),719 W. 19th St.,"Bars/Clubs,Cruising Areas",Costa Mesa,CA,1988,,,,2/10/2022 9:20pm
295,M.C.C ,(MCC),,148 E. 22nd St.,Religious Institution,Costa Mesa,CA,1988,,,,2/10/2022 9:19pm
296,Newprt Station,"(D),(PT),(V),(YC),(W),(E),(*)",(Disco) (Closed Sun. & Mon.),1945 Placentia,Bars/Clubs,Costa Mesa,CA,1988,,,,1/31/2022 11:47pm
299,Silver Fox,(OC),,10095 Saich Way,Bars/Clubs,Cupertino,CA,1988,,,,1/31/2022 11:51pm
305,'F' Street Bookstore,(*),,158 E. Main,Book Store,El Cajon,CA,1988,,,,1/31/2022 11:59pm
313,Eddie's ,(PT),,4101 N. Arden Dr.,Bars/Clubs,El Monte,CA,1988,,,,2/1/2022 12:12am
314,'F' Street Bookstore,(*),,237 E. Grand,Book Store,Escondido,CA,1988,,,,2/1/2022 12:14am
315,Panchali's,,,831 S. Escondido,Bars/Clubs,Escondido,CA,1988,,,,2/1/2022 12:15am
318,Old Town Bar & Grill,"(M),(R)",,327 2nd St.,Restaurant,Eureka,CA,1988,,,,2/1/2022 12:21am
319,Rainbow Balloons,,"(Gifts, etc.)",527 4th St.,Business,Eureka,CA,1988,,,,2/1/2022 12:22am
328,Cap 'n' Capps Country Inn,(H),,32980 Gibney Lane,Hotel,Fort Bragg,CA,1988,,,,2/1/2022 12:34am
332,Answers ,,(Publication),2613 E. Ashlan,Publications,Fresno,CA,1988,,,,2/1/2022 12:38am
333,Cool Adult Store ,,(24 Hrs.),3601 E. Ventura Ave.,Erotic Shop,Fresno,CA,1988,,,,2/1/2022 12:39am
334,Denny's,"(M),(R),(C),(AH)",,3120 N. Blackstone,Restaurant,Fresno,CA,1988,,,,2/1/2022 12:40am
335,Fresno Express ,"(D),(*),(V)",(Disco) (Game Room-PT-Snacks),708 N. Blackstonr,Bars/Clubs,Fresno,CA,1988,,,,2/1/2022 12:51am
336,Gordick's Books ,,,6015 N. Palma #101,Book Store,Fresno,CA,1988,,,,2/1/2022 12:52am
337,High Energy,"(L),(D),(*)",(Unisex) (Some L) (Disco),2250 N. Weber,Bars/Clubs,Fresno,CA,1988,,,,2/1/2022 12:53am
338,M.C.C ,(MCC),(Unitarian Church),4144 N. Millbrook,Religious Institution,Fresno,CA,1988,,,,2/10/2022 9:20pm
340,Olive Tower Cafe,"(M),(R)",,936 E. Olive,Restaurant,Fresno,CA,1988,,,,2/1/2022 12:55am
341,Palace Saloon,"(L),(D),(PT)",,4030 E. Belmont,Bars/Clubs,Fresno,CA,1988,,,,2/1/2022 12:56am
342,Red Lantern ,"(W),(SM),(OC),(PT),(WE),(*)","(Some W,SM,OC) (WE*)(Cruisy)",4618 E. Belmont,"Bars/Clubs,Cruising Areas",Fresno,CA,1988,,,,2/10/2022 9:20pm
344,Wild Cat Book Store,,,1535 Fresno St.,Book Store,Fresno,CA,1988,,,,2/1/2022 12:59am
349,Tricks ,,,113 N. Harbor Blvd.,Bars/Clubs,Fullerton,CA,1988,,,,2/1/2022 1:01am
350,D.O.K West ,"(YC),(L),(D),(WE),(*)",(Some L) (Disco) (WE*),12889 Garden Grove Blvd.,Bars/Clubs,Garden Grove,CA,1988,,,,2/1/2022 1:02am
351,Fraternity House,"(*),(YC),(D)",(Macho) (Disco)(Cruisy),8112 Garden Grove Blvd.,"Bars/Clubs,Cruising Areas",Garden Grove,CA,1988,,,,6/12/2022 12:26pm
353,Happy Hour ,"(L),(R),(PT)",,12081 Garden Grove Blvd.,Restaurant,Garden Grove,CA,1988,,,,2/3/2022 2:29pm
354,Hip Pocket ,,(Books),12686 Garden Grove Blvd.,Book Store,Garden Grove,CA,1988,,,,2/3/2022 2:29pm
355,Maneuvers,"(W),(SM),(PT),(*)","(W,SM,Uniforms)(Cruisy)",11086 Garden Grove Blvd.,"Bars/Clubs,Cruising Areas",Garden Grove,CA,1988,,,,6/12/2022 12:26pm
356,Mug ,,,8612 Garden Grove Blvd.,Bars/Clubs,Garden Grove,CA,1988,,,,2/3/2022 2:32pm
357,Tiki Hut,"(PT),(M),(OC),(*)",,9042 Garden Grove Blvd.,Bars/Clubs,Garden Grove,CA,1988,,,,2/3/2022 2:33pm
361,El Capitan,,,13825 S. Hawthorne,Bars/Clubs,Hawthorne,CA,1988,,,,2/3/2022 2:37pm
362,Big Mama's ,,,22615 Mission Blvd.,Bars/Clubs,Hayward,CA,1988,,,,2/3/2022 2:46pm
363,Driftwood Lounge ,"(L),(PT),(D)",,22170 Mission Blvd.,Bars/Clubs,Hayward,CA,1988,,,,2/3/2022 2:47pm
364,Golden Gate Adult Books,"(F&S),(*)",,22553 Main St.,"Book Store,Erotic Shop",Hayward,CA,1988,,,,6/8/2022 10:51am
365,Lorettas',"(PT),(N),(OC),(*)",,22525 Mission Blvd.,Bars/Clubs,Hayward,CA,1988,,,,2/3/2022 2:48pm
366,Spoiled Brat,"(YC),(D),(*)",(Disco),22648 Mission Blvd.,Bars/Clubs,Hayward,CA,1988,,,,2/3/2022 2:49pm
367,Turf Club,(*),(Something for everyone) (Patio),22517 Mission Blvd.,Bars/Clubs,Hayward,CA,1988,,,,2/3/2022 2:50pm
369,Beach Travel,(IGTA),,309 Pier Ave.,Travel Service,Hermosa Beach,CA,1988,,,,2/3/2022 2:51pm
370,Fantasy Book Store,,,544 Pacific Coast Hwy.,"Book Store,Erotic Shop",Hermosa Beach,CA,1988,,,,2/10/2022 9:22pm
373,Gladiator,"(W),(SM),(OC),(PT),(*)","(Some W,SM,OC)",7810 Santa Fe Ave.,Bars/Clubs,Huntington Park,CA,1988,,,,2/3/2022 2:55pm
374,Islander ,"(D),(PT)",(Some Latins),6907 Santa Fe,Bars/Clubs,Huntington Park,CA,1988,,,,2/3/2022 2:55pm
377,Annex ,,,835 S. La Brea,Bars/Clubs,Inglewood,CA,1988,,,,2/3/2022 2:58pm
378,Papa Bear's,,,1101 S. Prairie,Bars/Clubs,Inglewood,CA,1988,,,,2/3/2022 2:58pm
379,A Different Drum,,(Books),1027 N. Coast Hwy.,Book Store,Laguna Beach,CA,1988,,,,2/3/2022 2:59pm
380,Beach Men,,(Clothing) (Enter next to Boom Boom Room off Mountain Rd.),1401 S. Coast Hwy.,Business,Laguna Beach,CA,1988,,,,2/3/2022 3:00pm
381,Boom Boom Room ,"(YC),(*),(D)",(Game room) (Small Disco) (Enter thru side door or thru Tap Room)(Cruisy) Coast Inn,1401 S. Coast Hwy.,"Bars/Clubs,Cruising Areas,Hotel",Laguna Beach,CA,1988,,,,6/13/2022 9:22am
382,Carriage House,"(M),(B&B)",,1322 Catalina,Bars/Clubs,Laguna Beach,CA,1988,,,,2/3/2022 3:02pm
383,Coast Inn,"(M),(R),(H)",,1401 S. Coast Hwy.,"Restaurant,Hotel",Laguna Beach,CA,1988,,,,2/10/2022 9:22pm
384,Cottage ,"(M),(R)",,308 N. Coast Hwy,Restaurant,Laguna Beach,CA,1988,,,,2/3/2022 3:04pm
385,Dizz's As Is,"(M),(R)",,2794 S. Coast Hwy.,Restaurant,Laguna Beach,CA,1988,,,,2/3/2022 3:04pm
386,Festive Tours,(IGTA),,1220 N. Coast Hwy.,Travel Service,Laguna Beach,CA,1988,,,,2/3/2022 3:05pm
387,Little Shrimp,"(R),(E),(*)",(Piano bar- patio in summer),1305 S. Coast Hwy.,"Restaurant,Bars/Clubs",Laguna Beach,CA,1988,,,,2/10/2022 9:23pm
388,Main Street ,"(E),(OC),(L)","(Some OC,L)",1460 S. Coast Hwy.,Bars/Clubs,Laguna Beach,CA,1988,,,,2/3/2022 3:07pm
390,Ron's in Laguna ,"(M),(R),(OC),(E)",,1464 S. Coast Hwy.,Restaurant,Laguna Beach,CA,1988,,,,2/3/2022 3:08pm
392,Coast Inn,,,1401 S. Coast Hwy.,Hotel,Laguna Beach,CA,1988,,,,2/3/2022 3:10pm
393,Today's Man ,,(Clothing),168 Mountain Rd.,Business,Laguna Beach,CA,1988,,,,6/12/2022 12:06pm
399,Michael's Brasserie,(R),,6737 La Jolla Blvd.,Restaurant,La Jolla,CA,1988,,,,2/3/2022 3:14pm
403,Back Door ,"(PT),(D)",,1255 West Ave. I ,Bars/Clubs,Lancaster,CA,1988,,,,2/3/2022 3:19pm
404,Buddies Saloon,"(PT),(D)",(Enter thru rear),1235 W. Avenue 1,Bars/Clubs,Lancaster,CA,1988,,,,2/3/2022 3:20pm
406,Brit,(PT),(Liquor),1744 E. Broadway,Bars/Clubs,Long Beach,CA,1988,,,,2/4/2022 8:15pm
407,Broadway,(E),,1100 E. Broadway,Bars/Clubs,Long Beach,CA,1988,,,,2/3/2022 3:21pm
408,Casbah,(R),(Liquor),969 Broadway,Restaurant,Long Beach,CA,1988,,,,2/4/2022 8:15pm
409,Details,(R),(Liquor),740 E. Broadway,Restaurant,Long Beach,CA,1988,,,,2/4/2022 8:15pm
411,Dodd's Book Store ,(M),,4818 E. 2nd St.,Book Store,Long Beach,CA,1988,,,,2/3/2022 3:24pm
412,Executive Suite,"(*),(L),(D)",(Liquor) (Disco),3428 Pacific Coast Hwy.,Bars/Clubs,Long Beach,CA,1988,,,,2/4/2022 8:15pm
413,Floyd's ,"(C&W),(PT),(*)",,2913 E. Anaheim St.,Bars/Clubs,Long Beach,CA,1988,,,,2/3/2022 3:26pm
414,Hoop's Coop,"(PT),(L)",,2718 E. Anaheim Blvd.,Bars/Clubs,Long Beach,CA,1988,,,,2/3/2022 3:26pm
415,Hot Stuff,(M),"(Cards,gifts,etc.)",2121 E. Broadway,Business,Long Beach,CA,1988,,,,2/3/2022 3:27pm
416,Inspirations,"(D),(S),(PT),(WE),(AH),(*)",(WE-AH*),5211 N. Atlantic ,Bars/Clubs,Long Beach,CA,1988,,,,2/3/2022 3:28pm
