ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
262,Le Hai Club ,,944 Hamilton St. ,Allentown ,PA,"(YC),(D),(S),(*)",Bars/Clubs,1973,,,,2/21/2020 11:17pm,3/28/2020 8:57pm
204,Le Hai Kai ,,944 Hamilton St. ,Allentown ,PA,"(YC),(D),(*)",Bars/Clubs,1972,,,,2/21/2020 11:17pm,3/28/2020 8:58pm
1,Midtown ,,60 S 6th St. ,Allentown ,PA,"(M),(RT)",Bars/Clubs,1965,,,,2/18/2020 4:32pm,3/28/2020 8:58pm
29,Midtown ,,60 S. 6th St. ,Allentown ,PA,"(M),(RT)",Bars/Clubs,1966,,,,2/18/2020 4:35pm,3/28/2020 8:58pm
56,Midtown ,,60 S. 6th St. ,Allentown ,PA,"(M),(RT)",Bars/Clubs,1968,,,,2/18/2020 4:55pm,3/28/2020 8:58pm
82,Midtown ,,50 S 6th St. ,Allentown ,PA,"(M),(RT)",Bars/Clubs,1969,,,,2/21/2020 1:50pm,3/28/2020 8:58pm
160,Rendezvous ,,23 N. 6th St. ,Allentown ,PA,(M),Bars/Clubs,1971,,,,2/21/2020 1:50pm,3/28/2020 8:58pm
205,Rendezvous ,,23 N. 6th St. ,Allentown ,PA,(M),Bars/Clubs,1972,,,,2/21/2020 11:17pm,3/28/2020 8:58pm
939,Stonewall ,(Disco),2830 N. 10th St. ,Allentown ,PA,"(YC),(D),(*)",Bars/Clubs,1979,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
549,Ten Downing ,(Disco)(New name of Stonewall) ,28-30 N. 10th St. ,Allentown ,PA,"(YC),(D),(S),(*)",Bars/Clubs,1976,,,,2/27/2020 3:34pm,3/28/2020 8:58pm
58,Twenty-Three Club ,,23 N 6th St. ,Allentown ,PA,(M),Bars/Clubs,1968,,,,2/18/2020 4:55pm,3/28/2020 8:58pm
84,Twenty-Three Club ,,23 N 6th St. ,Allentown ,PA,(M),Bars/Clubs,1969,,,,2/21/2020 1:50pm,3/28/2020 8:58pm
121,Twenty-Three Club ,,23 N. 6th St. ,Allentown ,PA,"(B),(M)",Bars/Clubs,1970,,,,2/21/2020 1:50pm,3/28/2020 8:58pm
816,Arc ,(Steelton),329 So. Front St. ,Harrisburg,PA,,Bars/Clubs,1978,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
1191,C-1 ,(Disco)(Closed- may be reopeing or locating elsewhere),4400 Huffman,Harrisburg,PA,,Bars/Clubs,1980,,,,3/6/2020 9:57pm,3/28/2020 8:58pm
3,Clock ,,400 N 2nd St. ,Harrisburg,PA,(*),Bars/Clubs,1965,,,,2/18/2020 4:34pm,3/28/2020 8:58pm
31,Clock ,,400 N 2nd St. ,Harrisburg,PA,(*),Bars/Clubs,1966,,,,2/18/2020 4:35pm,3/28/2020 8:58pm
818,D-Gem Lounge ,(Many guys- WE) ,4425 Front St. ,Harrisburg,PA,"(D),(G),(W),(*)",Bars/Clubs,1978,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
956,D-Gem Lounge ,(many G),4425 Front St. ,Harrisburg,PA,"(*),(G),(D)",Bars/Clubs,1979,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
1133,D-Gem Lounge ,(many L),4425 Front St. ,Harrisburg,PA,"(*),(L),(D)",Bars/Clubs,1980,,,,3/6/2020 8:55pm,3/28/2020 8:58pm
684,Dandelion Tree ,(some G),400 N. 2nd St. ,Harrisburg,PA,"(YC),(D),(G),(*)",Bars/Clubs,1977,,,,2/28/2020 10:32pm,3/28/2020 8:58pm
817,Dandelion Tree ,(Some G) ,400 No. 2nd ,Harrisburg,PA,"(YC),(D),(G)",Bars/Clubs,1978,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
269,English Tavern ,,2947 N. 7th St. ,Harrisburg,PA,(D),Bars/Clubs,1973,,,,2/21/2020 11:17pm,3/28/2020 8:58pm
380,English Tavern ,,2947 N. 7th St. ,Harrisburg,PA,"(RT),(D),(B)",Bars/Clubs,1974,,,,2/24/2020 11:04pm,3/28/2020 8:58pm
447,English Tavern ,,2947 N. 7th St. ,Harrisburg,PA,"(RT),(B),(D)",Bars/Clubs,1975,,,,2/24/2020 11:43pm,3/28/2020 8:58pm
564,English Tavern ,,2947 N. 7th St. ,Harrisburg,PA,"(RT),(B),(D)",Bars/Clubs,1976,,,,2/27/2020 3:34pm,3/28/2020 8:58pm
685,English Tavern ,(Some G) ,2947 N. 7th St. ,Harrisburg,PA,"(M),(RT),(G),(D)",Bars/Clubs,1977,,,,2/28/2020 10:32pm,3/28/2020 8:58pm
270,Four Hundred,,400 N. 2nd St. ,Harrisburg,PA,"(YC),(D),(*)",Bars/Clubs,1973,,,,2/21/2020 11:17pm,3/28/2020 8:58pm
381,Four Hundred,,400 N. 2nd ,Harrisburg,PA,"(YC),(D),(*)",Bars/Clubs,1974,,,,2/24/2020 11:04pm,3/28/2020 8:58pm
211,Four Hundred Bar ,,400 N. 2nd St. ,Harrisburg,PA,(*),Bars/Clubs,1972,,,,2/21/2020 11:17pm,3/28/2020 8:58pm
163,Four Hundred bar ,,400 N. 2nd St. ,Harrisburg,PA,(*),Bars/Clubs,1971,,,,2/21/2020 1:50pm,3/28/2020 8:58pm
687,Golden Coach ,(some B)(Disco),4309 Linglestown Rd. ,Harrisburg,PA,"(M),(HIP),(YC),(B),(D),(*)",Bars/Clubs,1977,,,,2/29/2020 10:22pm,3/28/2020 8:58pm
959,La Rose Rouge ,"(Some RT, G)",400 N. 2nd ,Harrisburg,PA,"(RT),(G)",Bars/Clubs,1979,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
448,Neptune Lounge ,,268 North St. ,Harrisburg,PA,(*),Bars/Clubs,1975,,,,2/24/2020 11:43pm,3/28/2020 8:58pm
565,Neptune Lounge ,,268 North St. ,Harrisburg,PA,(*),Bars/Clubs,1976,,,,2/27/2020 3:34pm,3/28/2020 8:58pm
688,Neptune Lounge ,,268 North St. ,Harrisburg,PA,"(W),(*),Cruisy Area",Bars/Clubs,1977,,,,2/29/2020 10:22pm,3/28/2020 8:58pm
820,Neptune Lounge ,"(Some W, YC)",268 North St. ,Harrisburg,PA,"Cruisy Area,(W),(YC)",Bars/Clubs,1978,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
961,Neptune Lounge ,"(Some YC, W) ",268 North St. ,Harrisburg,PA,"(*),(YC),(W),Cruisy Area",Bars/Clubs,1979,,,,3/2/2020 11:45pm,3/28/2020 8:58pm
689,Plaza Bar ,,423 North Ave. ,Harrisburg,PA,"(M),(B),(RT)",Bars/Clubs,1977,,,,2/29/2020 10:22pm,3/28/2020 8:58pm
449,Silhouette ,,4425 N. Front St. ,Harrisburg,PA,"(YC),(D),(*)",Bars/Clubs,1975,,,,2/24/2020 11:43pm,3/28/2020 8:58pm
566,Silhouette ,,4425 N. Front St. ,Harrisburg,PA,"(G),(D),(*)",Bars/Clubs,1976,,,,2/27/2020 3:34pm,3/28/2020 8:58pm
