Auto#,title,amenityfeatures,description,streetaddress,type,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
6555,Baby Boomers,(GF),"605/226-2140  1pm-2am, clsd Sun, more gay late",208 S Main St,Bars,Aberdeen,SD,,,,2003,4/17/2024 4:43pm
3469,Triangle Artworks,(GO),"(at Van Buren) 785/263-7849 clsd Sun-Mon, gallery & gifts, ask about gay discount",1605 NW 3rd St,Retail Shops,Abilene,KS,,,,2003,12/7/2023 3:13pm
6687,Adult Etc IV,,915/672-5380  24hrs,3305 Hwy 80 E,Erotica,Abilene,TX,,,,2003,4/19/2024 5:17pm
3957,Bush River Books & Video,,"(Rte 40), 410/676-9051 24hrs",3909 Pulaski Hwy,Erotica,Abingdon,MD,,,,2003,12/22/2023 9:17pm
3971,Acton Jazz Cafe,"(E),(NS),($)","Rte 2-A 978/263-6161 5:30pm-10pm, Sun brunch & lunch seasonal, clsd Mon, full bar",452 Great Rd,Restaurants,Acton,MA,,,,2003,12/22/2023 9:36pm
6168,The Barnyard Inn,"(GF),(NS)","Reinholds 717/484-1111, 888/738-6624  150-yr-old restored German school house, full brkfst, petting zoo",2145 Old Lancaster Pike,Accommodations,Adamstown,PA,,,,2003,5/20/2024 5:33pm
5103,King Hendrick Motel,"(GF),(SW),(WC)","Lake George 518/792-0418, 866/521-6883  cabins available",1602 State Rte 9,Accommodations,Adirondack Mtns.,NY,,,,2003,5/20/2024 5:33pm
5101,Country Road Lodge B&B,"(GF),(NS)","Warrensburg 518/623-2207  full brkfst, secluded retreat",115 Hickory Hill Rd,Accommodations,Adirondack Mtns.,NY,,,,2003,5/20/2024 5:33pm
5104,Rainbow Woods Campgrounds,"(M),(SW)","(at Rte 9), Schoon Lake  518/532-9728  also inn, jacuzzi",134 Rte 74,Accommodations,Adirondack Mtns.,NY,,,,2003,3/22/2024 7:37pm
1614,The Homestead,"(GF),(NS)",Ahwahnee 559/683-0495 cottages,41110 Rd 600,Accommodations,Ahwahnee,CA,,,,2003,11/6/2023 7:52pm
2918,Suzie's,,2nd flr (in Aiea Shopping Center) 808/487-6969 24hrs,98115 Kamehameha Hwy,Erotica,Aiea,HI,,,,2003,11/28/2023 6:01pm
2919,Video Warehouse,,"(at Hekaha St) 808/487-1750 24hrs, booths",98-019 Kamehameha Hwy,Erotica,Aiea,HI,,,,2003,5/20/2024 5:44pm
6483,Marlboro Station,"(MW),(D),(S),(18+)","803/644-6485  8pm-5am, till 3am Sat, clsd Mon-Tue",141 Marlboro St,Nightclubs,Aiken,SC,,,,2003,4/12/2024 5:32pm
5718,Akron Pride Center,,"(off E Market St)  330/253-2220  10am-5:30pm, 2pm-9pm Tue,  11am-9pm Th, call for wknd hrs",71 N Adams St,Info Lines & Services,Akron,OH,,,,2003,4/4/2024 7:11pm
5720,Club Amsterdam,"(MW),(NH)","330/535-6776  4pm-2:30am, from 11am Sun",358 S Main St,Bars,Akron,OH,,,,2003,4/4/2024 7:17pm
5719,Adams Street Bar,"(*),(M),(D),(DS),(P),(S)","330/434-9794  4:30pm-2:30am, from 9pm Sun, piano bar Wed, also 'Pecs' (DS,S)",77 N Adams St,Bars,Akron,OH,,,,2003,4/4/2024 7:14pm
5722,Lydia's,"(MW),(NH),(E)","(in Arlington Plaza)  330/773-3001  5pm-2:30am, from 6pm Mon, from 8pm Tue-Th, live blues Th",1348 S Arlington St,Bars,Akron,OH,,,,2003,4/4/2024 7:20pm
5721,Cocktails,"(M),(D),(DS),(V)","330/376-2625  4:30pm-2:30am, drag shows Fri, 'The Crossinf' (D) upstairs",1009 S Main St,Bars,Akron,OH,,,,2003,4/4/2024 7:19pm
5726,Angel Falls Coffee Company,"(WC),(GO)",(btwn S Highland & Grand)  330/376-5282  patio,792 W Market St,Cafes,Akron,OH,,,,2003,4/4/2024 7:25pm
5723,Tear-Ez,"(MW),(NH),(DS),(S),(WC)","(near Exchange St)  330/376-0011  11am-2:30am, from noon Sun, male strippers Mon & Wed",360 S Main ,Bars,Akron,OH,,,,2003,4/4/2024 7:21pm
5724,Babylon,"(M),(D),(E),(DS),(S),(V),(WC),(GO)",(btwn Portage Pass & Rhodes Ave)  330/252-9000  4pm-2:30am,820 W Market St,Nightclubs,Akron,OH,,,,2003,4/4/2024 7:23pm
5725,Interbelt,"(MW),(D),(S),(V)","(near Perkins & Main)  330/253-5700  9:30pm-2:30am, from 2pm Sun, clsd Tue, patio",70 N Howard St,Nightclubs,Akron,OH,,,,2003,4/4/2024 7:24pm
5728,Bruegger's Bagels,,"330/867-8394  6am-7pm, 7am-4pm Sun",1821 Merriman Rd,Restaurants,Akron,OH,,,,2003,4/4/2024 7:26pm
5727,Aladdin's Eatery,,"330/535-0110  11am-10:30pm, till 11:30pm Fri-Sat, till 9pm Sun, Middle Eastern",782 W Market St,Restaurants,Akron,OH,,,,2003,4/4/2024 7:26pm
5729,Two Amigos Mexican Grill,,"330/762-8226  11:30am-9pm, till 10pm Fri-Sat, till 7:30pm Sun, clsd Mon",804 W Market St,Restaurants,Akron,OH,,,,2003,4/4/2024 7:27pm
5730,Akron Steam & Sauna,(PC),"(near River)  330/784-0777  noon-midnight, till 6am Fri-Sat",41 S Case,Men's Clubs,Akron,OH,,,,2003,4/4/2024 7:28pm
5732,XTC Video & Theatre,(MW),"NE 330/633-7311  24hrs, also magazine & toys",1167 Brittain Rd,Erotica,Akron,OH,,,,2003,5/20/2024 5:33pm
5000,Best Western Desert Aire Motor Inn,"(GF),(SW),(WC)",505/437-2110,1021 S White Sands Blvd,Accommodations,Alamogordo,NM,,,,2003,3/21/2024 3:35pm
1619,Cottonwood Inn,"(GF),(NS)","719/589-3882, 800/955-2623 full brkfst",123 San Juan Ave,Accommodations,Alamosa,CO,,,,2003,11/6/2023 8:00pm
5006,Steve Benoit,,"505/245-7653, 800/658-6149  associate realtor: buyer's agent, seller's agent, relocation specialist",609 11th St NW,Info Lines & Services,Albuquerque,NM,,,,2003,3/21/2024 3:41pm
5005,MPower Community Center,,"505/232-2990  for gay & bi men 18-29, weekly & monthly events",120 Morningside NE,Info Lines & Services,Albuquerque,NM,,,,2003,3/21/2024 3:40pm
5007,Brittania & W E Mauger Estate B&B,"(GF),(NS)","(at 7th) 505/242-8755, 800/719-9189  intimate Queen Anne house, full brkfst",701 Roma Ave NW,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:43pm
5009,Casitas at Old Town,"(GS),(NS),(GO)","505/843-7479  classic adobe bldg, private patios",1604 Old Town Rd NW,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:45pm
5008,Casa de Algeria B&B,"(GS),(NS),(WC),(GO)","(at Old Church Rd), Corrales  505/890-0176, 888/320-3456  full brkfst, hot tub",5 Algeria Ln,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:44pm
5011,Golden Guesthouse,"(MW),(NS)","505/344-9205, 888/201-GOLD",2645 Decker NW,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:49pm
5012,Hacienda Antigua B&B,"(GS),(SW),(NS),(GO)","(close to corner of 2nd & Osuna)  505/345-5399, 800/201-2986  full brkfst, hot tub",6708 Tierra Dr NW,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:50pm
5015,Wyndham Albuquerque Hotel,"(GF),(SW)","(at Gibson)  505/843-7000, 800/227-1117  4-star hotel, also 'Rojo Bar & Grill'",2910 Yale Blvd SE,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:54pm
5013,La Hacienda Grande,"(GF),(F),(NS)","(off Camino del Pueblo), Bernalillo  505/867-1887, 800/353-1887  historic adobe home btwn Santa Fe & Albuquerque ",21 Baros Ln,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:52pm
5014,Nuevo Dia,"(GF),(WC)","(at Browning)  505/856-7910  guest house, hot tub",11110 San Rafael Ave Ne,Accommodations,Albuquerque,NM,,,,2003,3/21/2024 3:53pm
5016,Albuquerque Mining Co (AMC),"(*),(M),(D),(S),(V),(WC),(GO)","(at Louisiana)  505/255-4022  3pm-2am, till midnight Sun, also 'Pit Bar' (M,L)",7209 Central Ave NE,Bars,Albuquerque,NM,,,,2003,3/21/2024 3:57pm
5019,The Ranch,"(M),(D),(CW),(B),(L),(WC)","(at Wyoming)  505/275-1616  11am-2am, till midnight Sun",8900 Central SE,Bars,Albuquerque,NM,,,,2003,3/21/2024 4:00pm
5018,Foxes Lounge,"(M),(D),(S)","(btwn Wisconsin & Wyoming)  505/255-3060  10am-2am, noon-midnight Sun",8521 Central Ave NE,Bars,Albuquerque,NM,,,,2003,3/21/2024 3:59pm
5017,Albuquerque Social Club,"(*),(MW),(D),(PC)","(enter rear)  505/255-0887  3pm-midnight, till 2am Fri-Sat",4021 Central Ave NE,Bars,Albuquerque,NM,,,,2003,3/21/2024 3:58pm
5023,Flying Star Cafe,(WC),"(2 blks W of Carlisle)  505/255-6633  6am-midnight, till 1am wknds",3416 Central SE,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:11pm
5020,Pulse,"(*),(M),(D),(A),(E),($)","(at Montclaire, in Nob Hill)  505/255-3334  9pm-2am, clsd Sun-Tue, 18+ Th",4100 Central Ave SE,Nightclubs,Albuquerque,NM,,,,2003,3/21/2024 4:07pm
5024,Frontier,,"(at Cornell)  505/266-0550  24hrs, good brkfst burritos",2400 Central SE,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:12pm
5021,Artichoke Cafe,,"505/243-0200  lunch Mon-Fri & dinner Mon-Sat, bistro",424 Central Ave,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:09pm
5022,Chef du Jour,(WC),"(at Central)  505/247-8998  lunch Mon-Fri, dinner Fri-Sat",119 San Pasquale SW,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:10pm
5027,Hugs & Hot Air Ballooning,"(GF),(GO)",Cedar Crest 505/450-8692  scenic balloon rides,12272 N Hwy SE,Entertainment & Recreation,Albuquerque,NM,,,,2003,5/20/2024 5:33pm
5026,Sadie's Cocinita,(*),"(near Osuna)  505/345-5339  11am-10pm, till 9pm Sun, New Mexican",6230 4th St NW,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:14pm
5028,Bird Song,,"(near Central)  505/268-7204  11am-7pm, used, lgbt section",139 Harvard SE,Bookstores,Albuquerque,NM,,,,2003,3/22/2024 5:42pm
5025,Romano's Macaroni Grill,,"(at Winrock Mall)  505/881-3400  lunch & dinner, Italian",2100 Louisiana NE,Restaurants,Albuquerque,NM,,,,2003,3/21/2024 4:13pm
5031,In Crowd,"(WC),(GO)","(at Richmond)  505/268-3750  10am-6pm, noon-4pm Sun, local & folk art",3106 Central SE,Retail Shops,Albuquerque,NM,,,,2003,3/22/2024 5:46pm
5029,Page One,,"505/294-2026, 800/521-4122 7am-11pm",11018 Montgomery NE,Bookstores,Albuquerque,NM,,,,2003,3/22/2024 5:43pm
5030,Sisters & Brothers Bookstore,,"(btwn Morningside & Montclair)  505/266-7317, 800/687-3480 (orders only)  10:30am-7pm, till 6pm Sun, clsd Mon, lgbt",4011 Silver Ave SE,Bookstores,Albuquerque,NM,,,,2003,3/22/2024 5:44pm
5033,Betty's Bath & Day Spa,,"505/341-3456  full-service spa, men's night Tue",1835 Candelaria NW,Gyms & Health Clubs,Albuquerque,NM,,,,2003,3/22/2024 5:48pm
5037,Castle Superstore,,(at San Mateo)  505/262-2266,5110 Central Ave SE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 5:57pm
5034,Pride Gym,"(MO),(18+),(N),(PC)",(at exit 158 after I-40)  505/242-7810  after-hours parties,1803 3rd St NW,Gyms & Health Clubs,Albuquerque,NM,,,,2003,3/22/2024 5:49pm
5039,Not Too Naughty,,"505/881-2112, 415/934-8524  toys, videos, DVD's, magazine, men's sexy clothing, fetish items",5319 Menual Blvd NE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 5:59pm
5038,Mr Peepers,,(at Candeleria)  505/343-8063  24hrs,4300 Edith Blvd NE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 5:58pm
5041,Video Maxxx,,"(at I-25)  505/341-4000  leather, novel-ties, books, etc",810 Comanche NE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 6:02pm
5040,Too Naughty,,"505/293-3507, 415/934-8524  toys, videos, DVD's, magazines, men's sexy clothing, fetish items",9134 Central Ave SE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 6:01pm
5042,Viewpoint,(*),(at San Pedro)  505/268-6373  24hrs,6406 Central Ave SE,Erotica,Albuquerque,NM,,,,2003,3/22/2024 6:06pm
1919,Embassy Suites Alexandria,"(GS),(SW)","703/684-5900, 800/362-2779 full brkfst",1900 Diagonal Rd,Accommodations,Alexandria,VA,,,,2003,11/9/2023 3:56pm
3619,Unique Bar & Lounge,"(*),(MW),(D),(TG),(S),(WC)","318/448-0555 9pm-2am, clsd Mon-Tue",1919 N MacArthur Dr,Publications,Alexandria,LA,,,,2003,12/18/2023 12:49am
6170,Moose Lounge/ Stonewall,"(*),(MW),(D),(F),(E),(K),(S),(V)","(at Hamilton)  610/432-0706  7pm-2am, clsd Mon",28-30 N 10th St,Bars,Allentown,PA,,,,2003,4/10/2024 6:28pm
6169,Candida's,"(MW),(NH),(F),(K)",(at Chew)  610/434-3071  2pm-2am,247 N 12th St,Bars,Allentown,PA,,,,2003,4/10/2024 6:27pm
6171,Adult World,,Quakerstown 215/538-1522,80 S West End Blvd/ Rte 309,Erotica,Allentown,PA,,,,2003,5/20/2024 5:33pm
6172,Leather Masters,,610/434-3626  clsd Sun-Mon,1023 Hamilton St,Erotica,Allentown,PA,,,,2003,4/10/2024 6:30pm
3018,Bubby & Sissy's,"(MW),(D),(DS),(WC)","(at 6th)  618/465-4773 3pm-2am, till 3am Fri-Sat drag Sun",602 Belle ,Nightclubs,Alton,IL,,,,2003,11/29/2023 6:32pm
6178,Rumors,"(MW),(D),(F),(GO)","(enter rear)  814/941-0803  9pm-2am, clsd Sun-Tue, patio",1413 11th Ave,Nightclubs,Altoona,PA,,,,2003,4/10/2024 6:37pm
6179,Michael's Cafe,(GO),"814/941-0803  11am-9pm, from 2pm Mon, clsd Sun, upscale, full bar",1413 11th Ave,Restaurants,Altoona,PA,,,,2003,4/10/2024 6:45pm
6177,Escapade,"(MW),(D),(GO)",Rte 36 814/946-8195  8pm-2am,2523 Union Ave,Nightclubs,Altoona,PA,,,,2003,5/20/2024 5:33pm
309,Imperial Hotel,"(GF),(GO)","(at Water St) 209/267-9172, 800/242-5594 B&B brick Victorian hotel from Gold Rush era, full brkfst",14202 Hwy 49,Accommodations,Amador City,CA,,,,2003,10/13/2023 2:36pm
6690,Sassy's,"(MW),(D),(K)",806/374-3029  3pm-2am,309 W 6th St,Bars,Amarillo,TX,,,,2003,4/19/2024 5:19pm
6689,212 Club,"(MW),(NH),(D),(WC)",(at Taylor)  806/372-7997  2pm-2am,212 W 6th St,Bars,Amarillo,TX,,,,2003,4/19/2024 5:19pm
6693,Italian Delight,"(BW),(WC)","(at Georgia)  806/372-5444  lunch & dinner, clsd Sun",2710 W 10th Ave,Restaurants,Amarillo,TX,,,,2003,4/19/2024 5:23pm
6692,Open Mind,"(GS),(D),(E),(WC)",(at Buchanan)  806/374-2435  8pm-2am Th-Sun,519 E 10th St,Nightclubs,Amarillo,TX,,,,2003,4/19/2024 5:21pm
6691,Whiskers,"(MW),(NH)",806/371-8482  6pm-2am,1219 W 10th Ave,Bars,Amarillo,TX,,,,2003,4/19/2024 5:20pm
6695,Boulevard Book Store & Video,,(at Eastern)  806/379-9002  24hrs,601 N Eastern,Erotica,Amarillo,TX,,,,2003,4/19/2024 5:24pm
6696,Studio One,,806/372-0648  24hrs,9000 Triangle Dr,Erotica,Amarillo,TX,,,,2003,4/19/2024 5:25pm
2025,Ash Street Inn,"(GS),(SW),(GO)","(at Ash St) 904/277-6660, 800/277-6660 B&B, full brkfst, jacuzzi",102 S 7th St,Accommodations,Amelia Island,FL,,,,2003,11/13/2023 7:37pm
2024,The Amelia Island Williams House B&B,"(GF),(WC)","904/277-2383, 800/414-9257 jacuzzi, fireplace",103 S 9th St,Accommodations,Amelia Island,FL,,,,2003,11/13/2023 7:36pm
2027,Bretts,,"904/261-2660 lunch Mon-Sat, dinner nightly",1 Front St,Restaurants,Amelia Island,FL,,,,2003,11/13/2023 7:37pm
3380,Studio Cafe,"(MW),(D),(F),(K),(S),(V),(WC)","515/663-0929 5pm-1am, till 2am Fri-Sat, clsd Sun, Internet access, also gift store, patio",604 E Lincoln Wy,Bars,Ames,IA,,,,2003,12/6/2023 5:55pm
3381,Lucallen's,,"(at Kellogg) 515/232-8484 11am-9pm, till 10pm Fri-Sat, Italian, full bar",400 Main St,Restaurants,Ames,IA,,,,2003,12/6/2023 5:55pm
3382,Pleasure Palace II,,(at Lincoln Wy) 515/232-7717 24hrs,117 Kellogg,Erotica,Ames,IA,,,,2003,12/6/2023 6:06pm
3972,Ivy House B&B,"(GS),(GO)",413/549-7554 full brkfst ,1 Sunset Ct,Accommodations,Amherst,MA,,,,2003,12/22/2023 9:36pm
3974,Food for Thought,(WC),"(at Main) 413/253-5432 10am-6pm, till 8pm Wed-Fri, noon-5pm Sun, progressive bookstore",106 N Pleasant St,Bookstores,Amherst,MA,,,,2003,12/22/2023 9:40pm
3973,Amber Waves,(WC),"413/253-9200 11:30am-9pm, till 10pm Th-Sat, from 12:30pm Sun, Thai",63 Main St,Restaurants,Amherst,MA,,,,2003,12/22/2023 9:39pm
310,Bravo,"(MW),(D)",714/533-2291 gay wknds only,1490 S Anaheim Blvd,Nightclubs,Anaheim,CA,,,,2003,10/13/2023 2:37pm
2848,Aliomanu Palms- A Kauai Beachfront B&B,"(GS),(GO)","(at Kuhio Hwy), Anahola 808/822-1021 B&B, located on the beach",4880 Aliomanu Rd,Accommodations,Anahola,HI,,,,2003,11/28/2023 4:23pm
2849,Mahina Kai Ocean Villa,"(*),(GS),(SW),(N),(NS),(GO)","808/822-9451, 800/337-1134 B&B villa, hot tub, near gay beach",4933 Aliomanu Rd,Accommodations,Anahola,HI,,,,2003,11/28/2023 4:23pm
51,AA Gay/Lesbian,,907/344-2474 7pm Mon,3103 Spenard Rd,Info Lines & Services,Anchorage,AK,,,,2003,10/13/2023 2:59pm
54,Alaska Bear Company B&B,(GS),(at Fairbanks),535 E 6th Ave,Accommodations,Anchorage,AK,,,,2003,10/13/2023 2:59pm
56,Aurora Winds B&B Resort,"(GS),(SW),(WC),(GO)","907/346-2533 full brkfst, hot tub",7501 Upper O'Malley,Accommodations,Anchorage,AK,,,,2003,10/13/2023 2:59pm
55,Alaska's Jewel Lake,"(GS),(GO)","(at Rasberry) 907/245-7321 B&B, full brkfst, some shared baths",8125 Jewel Lake Rd,Accommodations,Anchorage,AK,,,,2003,10/13/2023 2:59pm
57,Gallery B&B,"(GS),(WC),(GO)",(at 12th) 907/274-2567,1229 'G' St,Accommodations,Anchorage,AK,,,,2003,10/13/2023 2:59pm
58,Susitna Sunsets,"(GF),(NS),(GO)","907/346-1067 B&B, private-entry garden suite",7820 Port Orford Dr,Accommodations,Anchorage,AK,,,,2003,10/13/2023 2:59pm
59,Mad Myrna's,"(MW),(NH),(D),(F),(S),(CW)","(at Fairbanks) 907/276-9762 3pm-3am, noon-close Sun, CW dancing on Sun",530 E 5th Ave,Bars,Anchorage,AK,,,,2003,10/13/2023 2:59pm
61,At Last a Deli,,"#16 (at Arctic Blvd) 907/563-3354 6:30am-6pm, till 4pm Sat, clsd Sun",701 W 36th Ave,Restaurants,Anchorage,AK,,,,2003,10/13/2023 2:59pm
60,Raven,"(MW),(NH),(WC)",907/276-9672 1pm-3am,708 E 4th Ave,Bars,Anchorage,AK,,,,2003,10/13/2023 2:59pm
65,O'Brady's Burgers & Brew,,"(in Chugach Sq) 907-338-1080 11am-midnight, noon-10pm Sun",6901 E Tudor Rd,Restaurants,Anchorage,AK,,,,2003,10/13/2023 2:59pm
67,Simon & Seafort's,,"(btwn 4th & 5th) 907/274-3502 lunch weekdays, dinner nightly, seafood & prime rib, full bar",420 'L' St,Restaurants,Anchorage,AK,,,,2003,10/13/2023 2:59pm
66,O'Brady's Burgers & Brew,,"(in Diamond Ctr), 907/344-8033",800 E Diamond,Restaurants,Anchorage,AK,,,from above entry,2003,10/13/2023 2:59pm
68,Cyrano's Bookstore & Cafe,"(F),(S),(BW),(WC)","(btwn 4th & 5th) 907/274-2599 noon-midnight, clsd Mon-Wed in winter, also playhouse & resident theater company",413 'D' St,Bookstores,Anchorage,AK,,,,2003,10/13/2023 2:59pm
69,Stonewall'd,,"(btwn Eagle & Fairbanks St) 907/276-1992 11am-7pm, noon-5pm wknds, clsd Mon, cards, gifts, T-shirts, adult items, fetish & more",528 E 5th Ave,Retail Shops,Anchorage,AK,,,,2003,10/13/2023 2:59pm
73,Swingers Books & Gifts,,(at Arctic) 907/561-5039,710 W Northern Lights Blvd,Erotica,Anchorage,AK,,,,2003,10/13/2023 2:59pm
72,Ace's,,907/522-1987,305 W Dimond Blvd,Erotica,Anchorage,AK,,,,2003,10/13/2023 2:59pm
6484,The Cove II lounge & Club,"(MW),(D),(S),(PC),(WC)","(1/2 mile N of Wal-Mart)  864/224-9050  8pm-2am, from 6pm Sun, clsd Mon-Tue, patio",818 Hwy 28 Bypass S,Nightclubs,Anderson,SC,,,,2003,4/12/2024 5:34pm
7077,The Inn At High View,"(GS),(F),(SW),(NS),(GO)",802/875-2724  full brkfst,753 E Hill Rd,Accommodations,Andover,VT,,,,2003,4/26/2024 3:38pm
5106,Jones Pond Campground,"(MO),(SW),(N),(GO)","716/567-8100  May-Oct 15, theme wknds, campsites & RV",9835 Old State Rd,Accommodations,Angelica,NY,,,,2003,3/22/2024 7:48pm
4289,\'aut\ Bar,"(*),(MW),(NH),(F),(WC)","(at Catherine)  734/994-3677  4pm-2am, from 10am Sun (brunch), 2 flrs, patio, also restaurant, Americam/ Mexican",315 Braun Ct,Bars,Ann Arbor,MI,,,,2003,3/8/2024 10:36am
4292,Dominick's,(WC),"(at Tappan Ave)  734/662-5414  10am-10pm, Italian, full bar",812 Monroe St,Restaurants,Ann Arbor,MI,,,,2003,3/8/2024 10:40am
4291,The Nectarine,"(MW),(D),(V),(18+),(YC)",734/994-5436 9pm-2am Tue & Fri only,516 E Liberty  ,Nightclubs,Ann Arbor,MI,,,,2003,3/8/2024 10:38am
4293,The Earle,"(BW),(WC)","(at Ashley)  734/994-0211  6pm-10pm, till midnight Fri-Sat, clsd Sun (summer), Cont'l",121 W Washington ,Restaurants,Ann Arbor,MI,,,,2003,3/8/2024 10:41am
4294,Seva,,"734/662-1111 9am-9pm, vegetarian, also cafe & wine bar",314 E Liberty,Restaurants,Ann Arbor,MI,,,,2003,3/8/2024 10:42am
4295,The Ark,"(GF),(S)",(btwn William & Liberty)  734/761-1451 concert house,316 S Main St,Entertainment & Recreation,Ann Arbor,MI,,,,2003,3/8/2024 10:43am
4296,Common Language,(WC),"(at Liberty)  734/663-0036  open daily, lgbt",215 S 4th Ave,Bookstores,Ann Arbor,MI,,,,2003,3/8/2024 10:44am
4297,Crazy Wisdom Books,,"(btwn Huron & Washington) 734/665-2757  10am-10pm, till 11pm Wed -Sat, 11am-7pm Sun, holistic & metaphysical",114 S Main ,Bookstores,Ann Arbor,MI,,,,2003,3/8/2024 10:46am
4298,Nicola's Books,,"(at Maple, in Westgate)  734/662-4110",2513 Jackson Rd ,Bookstores,Ann Arbor,MI,,,,2003,3/8/2024 10:47am
3911,Two-O-One B&B,"(GS),(NS),(GO)",(at Maryland Ave) 410/268-8053 full brkfst,201 Prince George St,Accommodations,Annapolis,MD,,,,2003,12/22/2023 6:02pm
3910,AA Gay/Lesbian,,(at St Anne's Parish) 410/268-5441 8pm Tue,199 Duke of Gloucester St,Info Lines & Services,Annapolis,MD,,,,2003,12/22/2023 6:01pm
3912,William Page Inn,"(GS),(NS),(GO)","410/626-1506 , 800/364-4160 renovated 1908 home, full brkfst, jacuzzi",8 Martin St,Info Lines & Services,Annapolis,MD,,,,2003,12/22/2023 6:03pm
97,The Airport Video (Adult Resort),"(MW),(SW),(AYOR)","(exit Crismon Rd off I-60 E, 30 min from Phoenix) 480-380-9843 24hrs, sauna",10145 E Apache Tr,Erotica,Apache Junction,AZ,,,,2003,10/13/2023 2:59pm
7478,Eldorado's,,(at Hwys 47 & 441)  920/830-0042,2545 S Memorial Dr,Erotica,Appleton,WI,,,,2003,5/3/2024 6:08pm
7477,Rascals Bar & Grill,"(MW),(F)","(at Meade)  920/954-9262  4pm-2am, from noon Sun, patio",702 E Wisconsin Ave,Bars,Appleton,WI,,,,2003,5/3/2024 6:08pm
319,Wildflower Bakery & Cafe,,"707/822-0360 8am-8pm, 9am-1pm Sun, vegetarian",1064 G St,Restaurants,Arcata,CA,,,,2003,10/13/2023 2:47pm
320,Northtown Books,,"707/822-2834 10am-7pm, till 9pm Fri, til 6pm Sat, noon-5pm Sun, lgbt section",957 H St,Bookstores,Arcata,CA,,,,2003,10/13/2023 2:48pm
413,Folie Deuce,"(WC),(BW)","707/822-1042 dinner only, clsd Sun-Mon, bistro",1551 G St,Restaurants,Arcata,CA,,,,2003,10/16/2023 7:05pm
5540,Southeastern Fantasy & Video,,828/684-2821  toys,2317 Henderson Rd,Erotica,Arden,NC,,,,2003,3/30/2024 8:18pm
6698,Arlington 651,"(M),(D),(K),(S),(18+),(WC)",(at Fielder)  817/275-9651  4pm-2am,1851 W Division,Nightclubs,Arlington,TX,,,,2003,4/19/2024 5:26pm
6699,The Players Club,"(MW),(D),(DS),(18+)","817/460-1650  Wed-Sun, trheme nights",1900 W Division,Nightclubs,Arlington,TX,,,,2003,4/19/2024 5:28pm
7149,Best Western Arlington Hotel,"(GF),(SW),(WC)","(at 24th St)  703/979-4400, 800/486-6228  restaurant & lounge",2480 S Glebe Rd,Accommodations,Arlington,VA,,,,2003,4/26/2024 5:36pm
7150,Java Shack,(MW),"(at Wilson Blvd & N Barton)  703/527-9556  7am-10pm, from 8am wknds",2507 N Franklin Rd,Cafes,Arlington,VA,,,,2003,4/26/2024 5:38pm
4042,Unicorn Books,,"(at Appleton) 781/646-3680 10am-9pm, till 5pm wknds, from noon Sun, spiritual",1210 Massachusetts Ave,Bookstores,Arlington Heights,MA,,,,2003,12/23/2023 5:39pm
4921,Paradise,"(MW),(D),(E),(P),(SW)","(at Ocean Ave)  732/988-6663  4pm-2am, 2 dance flrs, also piano bar & tiki/ pool bar in summer",101 Asbury Ave,Nightclubs,Asbury Park,NJ,,,,2003,3/20/2024 8:07pm
4920,Georgie's,"(MW),(NH),(K)","(at Main)  732/988-1220  1pm-2am, from noon wknds",810 5th Ave,Bars,Asbury Park,NJ,,,,2003,3/20/2024 8:06pm
4922,Insomnia,,732/968-9666 clsd Mon-Tue,620 Mattison Ave,Cafes,Asbury Park,NJ,,,,2003,3/20/2024 8:08pm
4919,Anybodys,"(M),(NH),(B),(L),(MR),(TG),(18+),(GO)","(at Cookman Ave)  4pm-2am, patio, vollyball",108 St James Pl,Bars,Asbury Park,NJ,,,,2003,3/20/2024 8:05pm
4923,Moonstruck,,"(at Grand) 732/988-0123  dinner only, clsd Mon, also bar",517 Lake Ave,Restaurants,Asbury Park,NJ,,,,2003,3/20/2024 8:09pm
4924,The Talking Bird Restaurant,"(*),(MW),(GO)","(at St James Place)  midnight-4am, Fri-Sat only, popular 'after-closing' spot, near gay bars",224 Cookman Ave,Restaurants,Asbury Park,NJ,,,,2003,3/20/2024 8:11pm
5543,1889 WhiteGate Inn & Cottage,"(*),(GS),(GO)","828/253-2553, 800/485-3045  full-service B&B, 3-course brkfst",173 E Chestnut St,Accommodations,Asheville ,NC,,,,2003,3/30/2024 8:22pm
