ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
HI001,French Quarter ,(strip shows),1112 Maunakea,Honolulu,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:32am,"1112 Maunakea, Honolulu, HI",-157.8628067,21.3124877,"1112 maunakea st, honolulu, hi 96817, usa",Geocoded
HI002,Glade ,(off limits) ,152 N. Hotel St. ,Honolulu,HI,(S),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa",Geocoded
HI003,Swiss Chalet ,,52 Oneawa,Kailua,HI,"(M),(R)",Restaurant,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"52 Oneawa, Kailua, HI",-157.7442985,21.3957657,"52 oneawa st, kailua, hi 96734, usa",Geocoded
HI004,Kaneohe Rice Bowl ,,46-014 Kamehameha Hwy,Kaneohe,HI,(*),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"46-014 Kamehameha Hwy, Kaneohe, HI",-157.8019206,21.4195136,"46 kamehameha hwy, kaneohe, hi 96744, usa",Geocoded
HI005,Betty Reilly's ,,1900 Kalakaua Ave. ,Waikiki,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"1900 Kalakaua Ave. , Waikiki, HI",-157.8338724,21.2877203,"1900 kalakaua ave, honolulu, hi 96815, usa",Geocoded
HI006,De Swamp ,,2478 Kalakaua Ave. ,Waikiki,HI,,Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"2478 Kalakaua Ave. , Waikiki, HI",-157.8242948,21.2744683,"2478 kalakaua ave, honolulu, hi 96815, usa",Geocoded
HI007,Embers ,,311 Lewers,Waikiki,HI,"(M),(*)",Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"311 Lewers, Waikiki, HI",-157.8293369,21.2802495,"311 lewers st, honolulu, hi 96815, usa",Geocoded
HI008,Forbidden City ,(strip shows),1736 Kalakaua Ave. ,Waikiki,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"1736 Kalakaua Ave. , Waikiki, HI",-157.8358542,21.2915169,"1736 kalakaua ave, honolulu, hi 96826, usa",Geocoded
HI009,Hofbrau,,2448 Kalakaua Ave. ,Waikiki,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"2448 Kalakaua Ave. , Waikiki, HI",-157.8244304,21.2753066,"2448 kalakaua ave, honolulu, hi 96815, usa",Geocoded
HI010,Little Dipper ,(off limits),124 Kapahulu Ave. ,Waikiki,HI,(*),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"124 Kapahulu Ave. , Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa",Geocoded
HI011,Queen's Surf ,,2709 Kalakaua Ave. ,Waikiki,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"2709 Kalakaua Ave. , Waikiki, HI",-157.8224446,21.2679075,"2709 kalakaua ave, honolulu, hi 96815, usa",Geocoded
HI012,Wagon Wheel ,,2070 Kalakaua Ave. ,Waikiki,HI,(M),Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"2070 Kalakaua Ave. , Waikiki, HI",-157.8312934,21.2833111,"2070 kalakaua ave, honolulu, hi 96815, usa",Geocoded
HI013,Yappy's ,(off limits),434 Kapahulu ,Waikiki,HI,,Bars/Clubs,1965,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"434 Kapahulu , Waikiki, HI",-157.8156922,21.2749945,"434 kapahulu ave, honolulu, hi 96815, usa",Geocoded
HI014,Apartment ,(new bar behing The Clouds & Little Dipper),nr. 124 Kapahulu,Waikiki,HI,,Bars/Clubs,1966,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"nr. 124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa",Geocoded
HI015,Dolphin,,Beretania Ave.,Waikiki,HI,(M),Bars/Clubs,1966,checked,NA,4/17/2020 11:50pm,4/18/2020 12:07am,"Beretania Ave., HI",-157.841718,21.301036,unclear_coded_by_hand,General Coordinates Used
HI016,Golden Panther ,,1913 DuDoit Lane ,Waikiki,HI,(*),Bars/Clubs,1968,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"1913 DuDoit Lane , Waikiki, HI",-157.834146,21.2863583,"1913 dudoit ln, honolulu, hi 96815, usa",Geocoded
HI017,Pink Panther ,,1913 DuDoit Lane ,Waikiki,HI,(*),Bars/Clubs,1969,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"1913 DuDoit Lane , Waikiki, HI",-157.834146,21.2863583,"1913 dudoit ln, honolulu, hi 96815, usa",Geocoded
HI018,Cocktail Center,(Ala Moana),435 Atkinson Dr.,Waikiki,HI,(*),Bars/Clubs,1970,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"435 Atkinson Dr., Waikiki, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa",Geocoded
HI019,Fernbody's ,(old Little Dipper),124 Kapahulu Ave. ,Waikiki,HI,,Bars/Clubs,1970,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"124 Kapahulu Ave. , Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa",Geocoded
HI020,The Glades,(off limits),152 N. Hotel St. ,Honolulu,HI,"(M),(S)",Bars/Clubs,1971,NA,NA,4/17/2020 11:50pm,7/27/2020 11:33am,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa",Geocoded
