"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"'B.A.' Beach","2 mi. E. on Rtw. 2","","Troy","NY","Cruisy Area","Cruising Areas",1979,"",-73.691785,42.728412,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-NY-0001"
"'B.A.' Beach","2 mi. E. on Rte. 2","","Troy","NY","Cruisy Area","Cruising Areas",1978,"",-73.691785,42.728412,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-NY-0002"
"'B.A.' Beach","2 mi. E. on Rte. 2","","Troy","NY","Cruisy Area","Cruising Areas",1980,"",-73.691785,42.728412,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-NY-0003"
"'B.A.' Beach","Rt. 2, 2 mi. E. of Troy","","Troy","NY","Cruisy Area","Cruising Areas",1977,"",-73.691785,42.728412,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-NY-0004"
"'BA' Beach","Rt. 2- 2mi. E. of Troy","","Troy","NY","Cruisy Area","Cruising Areas",1976,"",-73.691785,42.728412,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-NY-0005"
"'Hitch-hikers'","on Elmwood betw. North & Bryant","","Buffalo","NY","Cruisy Area","Cruising Areas",1980,"",-78.877111,42.902261,"Verified Location",NA,NA,NA,"1980-NY-0006"
"'Lollypop Heaven'","Rest Stop on Rte. 81 Northbound","","Binghamton","NY","Cruisy Area","Cruising Areas",1979,"",-75.917974,42.098687,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-NY-0007"
"'Old Town U.S.A.'","Thur. thru Sun. Niagara Falls Blvd.","","Amherst","NY","Cruisy Area","Cruising Areas",1976,"",-78.792272,42.979007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-NY-0008"
"'Rest Stop'","on I-87, nr. exit 28","","Lake George","NY","Cruisy Area","Cruising Areas",1979,"",-73.712341,43.426181,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-NY-0009"
"'Rest Stop'","on I-87 nr. Exit 20","","Lake George","NY","Cruisy Area","Cruising Areas",1977,"",-73.712341,43.426181,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-NY-0010"
"'Rest Stop'","on I-87, nr. exit 28","","Lake George","NY","Cruisy Area","Cruising Areas",1978,"",-73.712341,43.426181,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-NY-0011"
"'Rest Stops'","on Montauk Hwy. -both sides- just W. of Shinnecock Canal","","East Hampton","NY","Cruisy Area","Cruising Areas",1980,"",-72.184801,40.963434,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-NY-0012"
"'Turn around circle'","at end of Main & block from 1st to 2nd betw. Main & Catherine","","Utica","NY","Cruisy Area","Cruising Areas",1979,"",-75.223951,43.10199,"Verified Location",NA,NA,NA,"1979-NY-0013"
"'Turn around circle'","at E. end of Main & block from 1st to 2nd betw. Main & Catherine (by car)","","Utica","NY","Cruisy Area","Cruising Areas",1978,"",-75.223951,43.10199,"Verified Location",NA,NA,NA,"1978-NY-0014"
