Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
33456,DC002,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1973,,-77.056082,38.904951,Verified Location
33459,DC005,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,,-77.056082,38.904951,Verified Location
33458,DC004,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,,-77.056082,38.904951,Verified Location
33457,DC003,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,,-77.056082,38.904951,Verified Location
33455,DC001,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,"Cruisy Area,(AYOR)",Cruising Areas,1972,,-77.056082,38.904951,Verified Location
33460,DC006,'Black Forest',walking area under bridge at 27th & Pennsylvania N.W.,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1977,,-77.056082,38.904951,Verified Location
33461,DC007,'P' St. 'Beach' ,(Georgetown),,Washington,District of Columbia,Cruisy Area,Cruising Areas,1974,,-77.049748,38.90945,Verified Location
33462,DC008,'P' St. 'Beach' in Georgetown,,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,,-77.049748,38.90945,Verified Location
33463,DC009,"'P' St. ""Beach""",(Georgetown),,Washington,District of Columbia,Cruisy Area,Cruising Areas,1972,,-77.049748,38.90945,Verified Location
33464,DC010,'P' St. Beach,(Georgetown),,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,,-77.049748,38.90945,Verified Location
33465,DC011,'P' Street Beach (Georgetown),,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1978,,-77.049748,38.90945,Verified Location
33467,DC013,'P' Street Beach (Georgetown),,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,,-77.049748,38.90945,Verified Location
33466,DC012,'P' Street Beach (Georgetown),,,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,,-77.049748,38.90945,Verified Location
33468,DC014,"""P"" Street Beach (Georgetown)",,,Washington,District of Columbia,"Cruisy Area,(AYOR)",Cruising Areas,1977,Pin placed in middle of block,-77.049748,38.90945,Verified Location
33469,DC015,"""The Block"" ","from 30th to 31st, betw. 'O' & Dumbarton (Georgetown)",,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,,-77.061198,38.90797,Verified Location
33470,DC016,"""The Block"" ","from 30th to 31st, betw. 'O' & Dumbarton (Georgetown)",,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,Pin placed in middle of block,-77.061198,38.90797,Verified Location
33471,DC017,69th Precinct,(Baths & health club) (Looks promising),7001 Blair Rd. NW,Washington,District of Columbia,Cruisy Area,Baths,1979,NA,-77.0182723,38.9747863,Google Verified Location
33472,DC018,Bachelors Mill,(Some L),500 8th St. SE,Washington,District of Columbia,"Cruisy Area,(L)",Bars/Clubs,1980,NA,-76.9947048,38.8825789,Google Verified Location
33473,DC019,Barbary Coast,,2200 Wisconsin Ave. N.W.,Washington,District of Columbia,Cruisy Area,Bars/Clubs,1978,NA,-77.0709494,38.9191704,Google Verified Location
33479,DC025,Barn,(Above Louie's) (S-WE*),305 9th St. ,Washington,District of Columbia,"(S),(WE),(*)",Bars/Clubs,1978,NA,-77.0236663,38.8923768,Google Verified Location
