Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
267,MT082,Import Depot,,Old Milwaukee Road,Great Falls,MT,"(M),(YC),(R),(D)","Restaurant,Bars/Clubs",1980,,-111.308691,47.507084,Verified Location
256,MT071,Import Depot,,Old Milwaukee Road R.R. Depot,Great Falls,MT,"(M),(YC),(R),(D)",Restaurant,1979,,-111.308691,47.507084,Verified Location
246,MT061,Intermountain Bus Depot,,,Great Falls,MT,Cruisy Area,Cruising Areas,1978,,-111.300771,47.505285,Location could not be verified. General city or location coordinates used.
237,MT052,Jack's Sauna Baths,(WE*),18 N. 27th,Billings,MT,"(WE),(*)",Baths,1976,NA,-108.5038439,45.7819721,Google Verified Location
216,MT031,Jack's Sauna Baths,,18 N. 27,Billings,MT,,Baths,1974,NA,-108.5038439,45.7819721,Google Verified Location
227,MT042,Jack's Sauna Baths,(good weekends*),18 N. 27,Billings,MT,(*),Baths,1975,NA,-108.5038439,45.7819721,Google Verified Location
287,MT102,Marquis Club,"(Some W, YC, G) (Disco)",204 1st Ave,Great Falls,MT,"(W),(YC),(G),(*),(D),(S)",Bars/Clubs,1979,NA,-111.3041458,47.5064242,Google Verified Location
293,MT108,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1971,NA,-108.4894808,45.7918716,Google Verified Location
196,MT011,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1969,NA,-108.4894808,45.7918716,Google Verified Location
201,MT016,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1970,NA,-108.4894808,45.7918716,Google Verified Location
191,MT006,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1968,NA,-108.4894808,45.7918716,Google Verified Location
217,MT032,Northern Hotel Bar,,28th & 1st Ave,Billings,MT,"(M),(PE)","Bars/Clubs,Hotel",1966,,-108.505746,45.782093,Verified Location
238,MT053,Northern Hotel Bar,,Broadway & 1st Ave No.,Billings,MT,(M),"Hotel,Bars/Clubs",1978,,-108.505746,45.782093,Verified Location
252,MT067,Northern Hotel Bar,,Broadway & 1st Ave N.,Billings,MT,(M),"Bars/Clubs,Hotel",1979,,-108.505746,45.782093,Verified Location
189,MT004,Ocean Bar,,71 E. Park Plaza,Butte,MT,,Bars/Clubs,1966,NA,-112.5340398,46.0132278,Google Verified Location
198,MT013,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1969,NA,-112.5340398,46.0132278,Google Verified Location
203,MT018,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1970,NA,-112.5340398,46.0132278,Google Verified Location
193,MT008,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1968,NA,-112.5340398,46.0132278,Google Verified Location
195,MT010,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Hotel,Bars/Clubs",1968,NA,-111.3056364,47.5049743,Google Verified Location
190,MT005,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Bars/Clubs,Hotel",1966,NA,-111.3056364,47.5049743,Google Verified Location
188,MT003,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Hotel,Bars/Clubs",1965,NA,-111.3056364,47.5049743,Google Verified Location
296,MT111,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Bars/Clubs,Hotel",1971,NA,-111.3056364,47.5049743,Google Verified Location
200,MT015,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Hotel,Bars/Clubs",1969,NA,-111.3056364,47.5049743,Google Verified Location
205,MT020,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Hotel,Bars/Clubs",1970,NA,-111.3056364,47.5049743,Google Verified Location
272,MT087,Placer Hotel - Basement T-Room,,,Helena,MT,Cruisy Area,"Hotel,Cruising Areas",1980,See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.,-112.038844,46.587345,Verified Location
234,MT049,Placer Hotel Basement T-Room,,,Helena,MT,Cruisy Area,"Cruising Areas,Hotel",1977,See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.,-112.038844,46.587345,Verified Location
262,MT077,Placer Hotel Basement T-Room,,,Helena,MT,Cruisy Area,Cruising Areas,1979,See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.,-112.038844,46.587345,Verified Location
244,MT059,Placer Hotel Basement T-Room,,,Helena,MT,Cruisy Area,Cruising Areas,1978,See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.,-112.038844,46.587345,Verified Location
187,MT002,Ranch House,,32 E. Broadway,Butte,MT,(M),Bars/Clubs,1965,NA,-112.5345917,46.0135764,Google Verified Location
265,MT080,Red Lion Motor Inn Lodge,(Very M)(Disco),Hwy 2. W.,Kalispell,MT,"(M),(YC),(D)",Bars/Clubs,1979,,-114.317644,48.198893,Verified Location
281,MT096,Red Lion Motor Inn Lodge,(Very M) (Disco),Hwy 2. W.,Kalispell,MT,"(M),(YC),(D)","Bars/Clubs,Hotel",1980,,-114.317644,48.198893,Verified Location
209,MT024,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1972,NA,-112.0369746,46.5912468,Google Verified Location
206,MT021,Royal Room,,123 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1970,NA,-112.0390463,46.5877561,Google Verified Location
215,MT030,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1973,NA,-112.0369746,46.5912468,Google Verified Location
297,MT112,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1971,NA,-112.0369746,46.5912468,Google Verified Location
222,MT037,Royal Room ,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1974,NA,-112.0369746,46.5912468,Google Verified Location
232,MT047,Sambo's,,3rd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1977,,-111.316696,47.507802,Verified Location
271,MT086,Sambo's,,3rd & Central,Great Falls,MT,"(M),(R),(C),(AH)","Bars/Clubs,Restaurant",1980,,-111.316696,47.507802,Verified Location
258,MT073,Sambo's,,3rd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1979,,-111.316696,47.507802,Verified Location
250,MT065,Sambo's ,,3rd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1978,NA,-111.316696,47.507802,Verified Location
210,MT025,Scotch 'n' Soda  ,,319 1st Ave. N.,Great Falls,MT,"(*),(M)",Bars/Clubs,1980,NA,-111.3012566,47.5065592,Google Verified Location
218,MT033,Silk 'n' Saddle,,20 N. 3rd,Great Falls,MT,"(M),(R)",Restaurant,1974,NA,-111.2729171,47.5084639,Google Verified Location
213,MT028,Silk 'n' Saddle ,,20 N. 3rd,Great Falls,MT,"(M),(R)",Restaurant,1973,NA,-111.2729171,47.5084639,Google Verified Location
207,MT022,Silk n' Saddle,,20 N. 3rd,Great Falls,MT,"(R),(M)",Restaurant,1972,NA,-111.2729171,47.5084639,Google Verified Location
275,MT090,Sportsman's Club,"(Some W, YC, G)",2014 1st Ave So. ,Great Falls,MT,"(P),(*),(D),(S),(W),(YC),(G)",Bars/Clubs,1978,NA,-111.272087,47.503731,Google Verified Location
186,MT001,Stockman's,,2811 Montana ,Billings,MT,(M),Bars/Clubs,1965,NA,-108.5055588,45.7811546,Google Verified Location
235,MT050,Top Hat,,100 block of Front street near Higgins,Missoula,MT,(M),Bars/Clubs,1977,,-113.995489,46.870365,Verified Location
212,MT027,Top Hat,(Best bet),134 Front St.,Missoula,MT,(M),Bars/Clubs,1980,NA,-113.9960609,46.8706744,Google Verified Location
292,MT107,Top Hat,(Best bet),134 Front St.,Missoula,MT,(M),Bars/Clubs,1979,NA,-113.9960609,46.8706744,Google Verified Location
283,MT098,Top Hat,,134 Front St. ,Missoula,MT,"(M),(*)",Bars/Clubs,1978,NA,-113.9960609,46.8706744,Google Verified Location
208,MT023,Town Baths,(best weekends),203 Central Ave,Great Falls,MT,,Baths,1972,NA,-111.3040749,47.5055328,Google Verified Location
277,MT092,Town Baths,(WE*),203 Central ,Great Falls,MT,"(WE),(*)",Baths,1978,NA,-111.3040749,47.5055328,Google Verified Location
229,MT044,Town Baths,(best weekends),203 Central,Great Falls,MT,,Baths,1975,NA,-111.3040749,47.5055328,Google Verified Location
214,MT029,Town Baths,(best weekends),203 Central Ave.,Great Falls,MT,,"Cruising Areas,Baths",1973,NA,-111.3040749,47.5055328,Google Verified Location
289,MT104,Town Baths,(WE*),203 Central,Great Falls,MT,"(WE),(*)",Baths,1979,NA,-111.3040749,47.5055328,Google Verified Location
259,MT074,Town Baths,(WE*),203 Central,Great Falls,MT,"(WE),(*)",Bars/Clubs,1977,NA,-111.3040749,47.5055328,Google Verified Location
220,MT035,Town Baths,,203 Central,Great Falls,MT,,Baths,1974,NA,-111.3040749,47.5055328,Google Verified Location
240,MT055,Town Baths,(best WE),203 Central ,Great Falls,MT,(WE),Baths,1976,NA,-111.3040749,47.5055328,Google Verified Location
211,MT026,Town Baths,(Scruffy)(WE*),203 Central,Great Falls,MT,"(WE),(*)",Baths,1980,NA,-111.3040749,47.5055328,Google Verified Location
290,MT105,Tracy's ,(Best bet),2nd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1979,NA,-111.304235,47.505309,Google Verified Location
279,MT094,Travelodge - Downstairs T-Room,,,Helena,MT,Cruisy Area,"Hotel,Cruising Areas",1980,,-112.039106,46.589145,Location could not be verified. General city or location coordinates used.
257,MT072,Travelodge downstairs T-Room,,,Helena,MT,Cruisy Area,"Cruising Areas,Hotel",1979,,-112.039106,46.589145,Location could not be verified. General city or location coordinates used.
248,MT063,Travelodge downstairs T-Room,,,Helena,MT,Cruisy Area,"Cruising Areas,Hotel",1978,,-112.039106,46.589145,Location could not be verified. General city or location coordinates used.
230,MT045,Travelodge downstairs T-Room,,,Helena,MT,Cruisy Area,"Cruising Areas,Hotel",1977,,-112.039106,46.589145,Location could not be verified. General city or location coordinates used.
280,MT095,Twin Creek Ranch,,"Rte. 1, Box 54",Ronan,MT,,Business,1980,,-114.101501,47.528823,Location could not be verified. General city or location coordinates used.
268,MT083,Twin Creeks Ranch,,Box 54,Roman,MT,(H),Hotel,1977,NA,-114.101501,47.528823,Location could not be verified. General city or location coordinates used.
266,MT081,Twin Creeks Ranch,Tel: (406) 676-5058,"Rte 1, Box 54",Ronan,MT,,Business,1979,,-114.101501,47.528823,Location could not be verified. General city or location coordinates used.
286,MT101,Warbonnet Inn,,2900 Cornell,Butte,MT,(M),"Bars/Clubs,Hotel",1979,NA,-112.5020592,45.985253,Google Verified Location
294,MT109,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1971,NA,-108.5026212,45.7823426,Google Verified Location
197,MT012,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1969,NA,-108.5026212,45.7823426,Google Verified Location
192,MT007,Ye Old Mint Bar,,1613 Montana Ave,Billings,MT,(M),Bars/Clubs,1968,NA,-108.4905963,45.7884734,Google Verified Location
202,MT017,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1970,NA,-108.5026212,45.7823426,Google Verified Location
