"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"'B.A.' Beach","nr. Evergreen Floating Bridge","","Seattle","WA","Cruisy Area","Cruising Areas",1979,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-WA-0001"
"'B.A.' Beach nr. Evergreen Pt. Floating Bridge","","","Seattle","WA","Cruisy Area","Cruising Areas",1978,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-WA-0002"
"'B.A' Beach nr. Evergreen Floating Bridge","","","Seattle","WA","Cruisy Area","Cruising Areas",1980,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-WA-0003"
"'Penny's Corner'","","2nd Ave. Betw. Pike & Union","Seattle","WA","Cruisy Area","Cruising Areas",1974,"",-122.338982,47.609254,"Verified Location",NA,NA,NA,"1974-WA-0004"
"""BA"" beach near Evergreen Point Floating Bridge","","","Seattle","WA","Cruisy Area","Cruising Areas",1977,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-WA-0005"
"1st Ave. Movie Arcades","(HOT)","","Seattle","WA","(HOT),Cruisy Area","Cruising Areas",1975,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1975-WA-0006"
"1st Ave. Movie Arcades","(HOT)","","Seattle","WA","(HOT),Cruisy Area","Cruising Areas",1976,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-WA-0007"
"107 Club ","('Twinkies'- No booze)","107 Occidental Ave.","Seattle","WA","(AH)","Bars/Clubs",1979,NA,-122.3332349,47.6014249,"Google Verified Location",NA,NA,NA,"1979-WA-0008"
"2024 Tavern","(Good Sundays)","2024 Westlake","Seattle","WA","(PT),(*)","Bars/Clubs",1980,NA,-122.3376442,47.6160875,"Google Verified Location",NA,NA,NA,"1980-WA-0009"
"2024 Tavern ","(Good Sundays)","2024 Westlake","Seattle","WA","(PT),(*)","Bars/Clubs",1979,NA,-122.3376442,47.6160875,"Google Verified Location",NA,NA,NA,"1979-WA-0010"
"A Different Drummer ","(Book store)","420 Broadway E. ","Seattle","WA","(L)","Book Store",1980,NA,-122.3205332,47.6226349,"Google Verified Location",NA,NA,NA,"1980-WA-0011"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1975,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1975-WA-0012"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1979,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1979-WA-0013"
"Adult Book Store ","","1415 1st. Ave. ","Seattle","WA","","Book Store",1980,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1980-WA-0014"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1978,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1978-WA-0015"
"Adult Book Store ","","E. 1820 Sprauge ","Spokane","WA","","Book Store",1978,NA,-117.3833778,47.6569851,"Google Verified Location",NA,NA,NA,"1978-WA-0016"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1972,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1972-WA-0017"
"Adult Book Store ","","1820 E. Sprague ","Spokane","WA","","Book Store",1980,NA,-117.3833778,47.6569851,"Google Verified Location",NA,NA,NA,"1980-WA-0018"
"Adult Book Store ","","1415 First Ave. ","Seattle","WA","","Book Store",1976,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1976-WA-0019"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1973,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1973-WA-0020"
"Adult Book Store ","","1415 1st Ave. ","Seattle","WA","","Book Store",1974,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1974-WA-0021"
"Adult Book Store ","","1820 E. Sprague ","Spokane","WA","","Book Store",1979,NA,-117.3833778,47.6569851,"Google Verified Location",NA,NA,NA,"1979-WA-0022"
"Adult Book Store ","","1415 First Avenue ","Seattle","WA","","Book Store",1977,NA,-122.3397798,47.6082134,"Google Verified Location",NA,NA,NA,"1977-WA-0023"
"Alki Beach","","","Seattle","WA","Cruisy Area","Cruising Areas",1979,"",-122.405701,47.581499,"Verified Location",NA,NA,NA,"1979-WA-0024"
"Alki Beach","","","Seattle","WA","Cruisy Area","Cruising Areas",1977,"",-122.405701,47.581499,"Verified Location",NA,NA,NA,"1977-WA-0025"
"Alki Beach","","","Seattle","WA","Cruisy Area","Cruising Areas",1980,"",-122.405701,47.581499,"Verified Location",NA,NA,NA,"1980-WA-0026"
"Alki Beach","","","Seattle","WA","Cruisy Area","Cruising Areas",1978,"",-122.405701,47.581499,"Verified Location",NA,NA,NA,"1978-WA-0027"
"Anchor ","opp Ferry Dock ","154 1st St. ","Bellingham","WA","(M)","Bars/Clubs",1978,NA,-122.4623683,48.7434427,"Google Verified Location",NA,NA,NA,"1978-WA-0028"
"Anchor Wash","1st St. opp. YMCA","","Bremerton","WA","","Bars/Clubs",1979,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-WA-0029"
"Anchor Wash","1st Street- opp. Y.M.C.A","","Bremerton","WA","","Bars/Clubs",1978,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-WA-0030"
"Anchor Wash","1st St. opp YMCA","","Bremerton","WA","","Bars/Clubs",1980,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-WA-0031"
"Annex ","(Liquor)","1914 8th Avenue ","Seattle","WA","(R),(*)","Restaurant",1977,NA,-122.335645,47.615491,"Google Verified Location",NA,NA,NA,"1977-WA-0032"
"Annex ","(Liquor)","1914 8th St. ","Seattle","WA","(R),(*)","Restaurant",1976,NA,-122.3673598,47.6364124,"Google Verified Location",NA,NA,NA,"1976-WA-0033"
"Atlas Bath ","","118 1/2 Occidental ","Seattle","WA","","Baths",1968,NA,-122.3332766,47.5995418,"Google Verified Location",NA,NA,NA,"1968-WA-0034"
"Atlas Baths","(Fourth floor) ","1318 2nd Ave. ","Seattle","WA","","Baths",1972,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1972-WA-0035"
"Atlas Baths ","(fourth floor) ","1318 2nd Ave","Seattle","WA","","Baths",1971,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1971-WA-0036"
"Atlas Baths ","(4th floor)","1318 2nd Ave. ","Seattle","WA","(*)","Baths",1975,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1975-WA-0037"
"Atlas Baths ","(4th floor)","1318 2nd Avenue ","Seattle","WA","(*)","Baths",1977,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1977-WA-0038"
"Atlas Baths ","","118 1/2 Occidental ","Seattle","WA","","Baths",1965,NA,-122.3332766,47.5995418,"Google Verified Location",NA,NA,NA,"1965-WA-0039"
"Atlas Baths ","(4th floor)","1318 2nd Ave. ","Seattle","WA","(*)","Baths",1976,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1976-WA-0040"
"Atlas Baths ","(4th floor) ","1318 2nd Ave.","Seattle","WA","","Baths",1973,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1973-WA-0041"
"Atlas Baths ","(take elevator to 4th floor)","1318 2nd Ave. ","Seattle","WA","(*),(P)","Baths",1979,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1979-WA-0042"
"Atlas Baths ","","118 1/2 Occidental ","Seattle","WA","","Baths",1970,NA,-122.3332766,47.5995418,"Google Verified Location",NA,NA,NA,"1970-WA-0043"
"Atlas Baths ","","118 1/2 Occidental ","Seattle","WA","","Baths",1969,NA,-122.3332766,47.5995418,"Google Verified Location",NA,NA,NA,"1969-WA-0044"
"Atlas Baths ","(4th floor)","1318 2nd Ave. ","Seattle","WA","","Baths",1974,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1974-WA-0045"
"Atlas Baths ","(Semi-P)(4th floor)","1318 2nd Ave. ","Seattle","WA","(*)","Baths",1978,NA,-122.337261,47.6074858,"Google Verified Location",NA,NA,NA,"1978-WA-0046"
"Atlas Baths ","","118 1/2 Occidental ","Seattle","WA","","Baths",1966,NA,-122.3332766,47.5995418,"Google Verified Location",NA,NA,NA,"1966-WA-0047"
"BA Beach nr. Greenpoint Floating Bridge","","","Seattle","WA","Cruisy Area","Cruising Areas",1976,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-WA-0048"
"Barbary Coast ","(Liquor)(Disco)(Cruisy)(Adj. Hotel)(Open daily from 11am)","1554 Jefferson ","Tacoma","WA","(*),(R),(YC),(D)","Restaurant,Cruising Areas",1980,NA,-122.4388825,47.246559,"Google Verified Location",NA,NA,NA,"1980-WA-0049"
"Barbary Coast ","(Liquor)(Disco)","1715 Jefferson","Tacoma","WA","(R),(YC),(D),(*)","Restaurant",1977,NA,-122.4381912,47.2461307,"Google Verified Location",NA,NA,NA,"1977-WA-0050"
"Barbary Coast ","","1554 S. Jefferson","Tacoma","WA","","Bars/Clubs",1973,NA,-122.4388825,47.246559,"Google Verified Location",NA,NA,NA,"1973-WA-0051"
"Barbary Coast ","(Liquor)(Cruisy)","1552 Jefferson ","Tacoma","WA","(*),(R),(YC),(D)","Restaurant,Cruising Areas",1979,NA,-122.4388822,47.2465571,"Google Verified Location",NA,NA,NA,"1979-WA-0052"
"Barbary Coast ","(liquor)(Cruisy)(Maybe be adding (H) rooms above) ","1552 Jefferson","Tacoma","WA","(*),(R),(YC),(D),(H)","Restaurant,Cruising Areas",1978,NA,-122.4388822,47.2465571,"Google Verified Location",NA,NA,NA,"1978-WA-0053"
"Barbary Coast ","","1554 S. Jefferson","Tacoma","WA","","Bars/Clubs",1974,NA,-122.4388825,47.246559,"Google Verified Location",NA,NA,NA,"1974-WA-0054"
"Beach Tavern","1st St.","","Bremerton","WA","(M)","Bars/Clubs",1976,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-WA-0055"
"Beach Tavern","1st St.","","Bremerton","WA","(M)","Bars/Clubs",1974,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1974-WA-0056"
"Beach Tavern","1st St.","","Bremerton","WA","(M)","Bars/Clubs",1973,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1973-WA-0057"
"Beach Tavern","1st St.","","Bremerton","WA","(M)","Bars/Clubs",1975,"",-122.626977,47.565007,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1975-WA-0058"
"Black Knight","Near Greyhound Bus Depot","","Seattle","WA","","Bars/Clubs",1970,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1970-WA-0059"
"Blain Amusements ","(books & arcade) ","481 1/2 Peace Portal Way ","Blaine","WA","","Book Store",1979,NA,-122.7527059,48.9962558,"Google Verified Location",NA,NA,NA,"1979-WA-0060"
"Blain Books ","","715 Peace Portal Way ","Blaine","WA","","Book Store",1979,NA,-122.751907,48.993822,"Google Verified Location",NA,NA,NA,"1979-WA-0061"
"Blaine Amusements ","(Books & Arcade)","481 1/2 Peace Portal Way ","Blaine","WA","","Book Store",1980,NA,-122.7527059,48.9962558,"Google Verified Location",NA,NA,NA,"1980-WA-0062"
"Blaine Books ","","715 Peace Portal Way ","Blaine","WA","","Book Store",1980,NA,-122.751907,48.993822,"Google Verified Location",NA,NA,NA,"1980-WA-0063"
"Blaine's Books ","","715 Peace Portal Way ","Blaine","WA","","Book Store",1978,NA,-122.751907,48.993822,"Google Verified Location",NA,NA,NA,"1978-WA-0064"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1973,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1973-WA-0065"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1974,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1974-WA-0066"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1977,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1977-WA-0067"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(YC),(M)","Bars/Clubs",1972,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1972-WA-0068"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1976,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1976-WA-0069"
"Blue Moon ","","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1975,NA,-122.3200307,47.6614719,"Google Verified Location",NA,NA,NA,"1975-WA-0070"
"Book Project ","(Books)","1502 E. Olive Way","Seattle","WA","","Book Store",1980,NA,-122.32631,47.6178971,"Google Verified Location",NA,NA,NA,"1980-WA-0071"
"Boren Street","(Disco)(Unisex)(Very M)","2015 Boren at Virginia","Seattle","WA","(YC),(D),(M)","Bars/Clubs",1980,"",-122.334878,47.617842,"Verified Location",NA,NA,NA,"1980-WA-0072"
"Boren Street","(Unisex)(Disco)","2015 Boren at Virgina","Seattle","WA","(YC),(D)","Bars/Clubs",1979,"",-122.334878,47.617842,"Verified Location",NA,NA,NA,"1979-WA-0073"
"Boren Street","(Disco)(Seattle's 'top' disco)","2015 Boren St. at Virginia","Seattle","WA","(YC),(D),(*)","Bars/Clubs",1978,"",-122.334878,47.617842,"Verified Location",NA,NA,NA,"1978-WA-0074"
"Brass Door ","('Humpy Jocks')(Disco)","722 E. Pike St. ","Seattle","WA","(*),(YC),(D)","Bars/Clubs",1979,NA,-122.3223938,47.614182,"Google Verified Location",NA,NA,NA,"1979-WA-0075"
"Brass Door ","('Humpy jocks')(Disco)(Cruisy)","722 E. Pike St. ","Seattle","WA","(*),(YC),(D)","Bars/Clubs,Cruising Areas",1980,NA,-122.3223938,47.614182,"Google Verified Location",NA,NA,NA,"1980-WA-0076"
"Broadway Playfield","(Capitol Hill)","","Seattle","WA","Cruisy Area","Cruising Areas",1978,"Now Cal Anderson Park. See https://www.flickr.com/photos/seattlemunicipalarchives/5105258038",-122.319127,47.617019,"Verified Location",NA,NA,NA,"1978-WA-0077"
"Broadway Playfield (Capitol Hill)","(Capitol Hill)","","Seattle","WA","Cruisy Area","Cruising Areas",1977,"Now Cal Anderson Park. See https://www.flickr.com/photos/seattlemunicipalarchives/5105258038",-122.319127,47.617019,"Verified Location",NA,NA,NA,"1977-WA-0078"
"Broadway Playfield- Capitol Hill","","","Seattle","WA","Cruisy Area","Cruising Areas",1980,"Now Cal Anderson Park. See https://www.flickr.com/photos/seattlemunicipalarchives/5105258038",-122.319127,47.617019,"Verified Location",NA,NA,NA,"1980-WA-0079"
"Bud's Cow Place","'on-again - off-again' Inquire locally","","Spokane","WA","(AH),Cruisy Area","Cruising Areas",1976,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-WA-0080"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1977,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1977-WA-0081"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1978,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1978-WA-0082"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1974,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1974-WA-0083"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1979,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1979-WA-0084"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1975,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1975-WA-0085"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1976,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1976-WA-0086"
"Bus Depot","","","Spokane","WA","(AYOR),Cruisy Area","Cruising Areas",1980,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1980-WA-0087"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1973,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1973-WA-0088"
"Bus Depot","","","Spokane","WA","Cruisy Area","Cruising Areas",1972,"",-117.426046,47.65878,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1972-WA-0089"
"Busy Bee","(Liquor) 2nd Av, S of Yesler Way","","Seattle","WA","(R)","Restaurant",1966,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1966-WA-0090"
"Busy Bee","(Liquor)(Moving-inquire locally)","","Seattle","WA","","Bars/Clubs",1969,"",-122.332071,47.60621,"Location could not be verified. General city or location coordinates used.",NA,NA,NA,"1969-WA-0091"
"Busy Bee ","(liquor)","417 2nd Ave ","Seattle","WA","","Bars/Clubs",1968,NA,-122.3596403,47.6226169,"Google Verified Location",NA,NA,NA,"1968-WA-0092"
"Caper ","(Fri & Sat nights- after hrs.- semi private- 2nd floor, Morrison Hotel)","517 1/2 3rd Ave","Seattle","WA","(BYOB),(D),(*)","Bars/Clubs,Hotel",1971,NA,-122.3482766,47.6168581,"Google Verified Location",NA,NA,NA,"1971-WA-0093"
"Caper ","('new dance'--after hours Fri & Sat; semi-private; bring your own booze. 2nd fl, Morrison Hotel)","517 3rd Ave","Seattle","WA","(*)","Bars/Clubs,Hotel",1966,NA,-122.3313474,47.6024509,"Google Verified Location",NA,NA,NA,"1966-WA-0094"
"Caper ","(D- semi-private BYOB Fri & Sat nites, 2nd floor Morrison Hotel)","517 3rd Ave","Seattle","WA","(*),(D),(BYOB)","Bars/Clubs,Hotel",1968,NA,-122.3313474,47.6024509,"Google Verified Location",NA,NA,NA,"1968-WA-0095"
"Caper ","(semi-private- BYOB, Fri.- Sat. nites after hours, 2nd floor) Morrison Hotel ","517 1/2 3rd Ave. ","Seattle","WA","(BYOB)","Bars/Clubs,Hotel",1970,NA,-122.3482766,47.6168581,"Google Verified Location",NA,NA,NA,"1970-WA-0096"
"Caper ","(semi-private, BYOB, Fri-Sat nites after bars close, 2nd floor) Morrison Hotel ","517 3rd Ave. ","Seattle","WA","(*),(D),(BYOB)","Bars/Clubs,Hotel",1969,NA,-122.3313474,47.6024509,"Google Verified Location",NA,NA,NA,"1969-WA-0097"
"Carcinogen ","(books, etc.)","611 Pike Street ","Seattle","WA","","Book Store",1977,NA,-122.3341647,47.611269,"Google Verified Location",NA,NA,NA,"1977-WA-0098"
"Carcinogen Books ","(HOT)","611 Pike St. ","Seattle","WA","(M),(HOT)","Book Store",1979,NA,-122.3341647,47.611269,"Google Verified Location",NA,NA,NA,"1979-WA-0099"
"Carcinogen Books ","","611 Pike St. ","Seattle","WA","(M)","Book Store",1978,NA,-122.3341647,47.611269,"Google Verified Location",NA,NA,NA,"1978-WA-0100"
"Carcinogen Books ","","611 Pike St. ","Seattle","WA","(M),(AYOR)","Book Store",1980,NA,-122.3341647,47.611269,"Google Verified Location",NA,NA,NA,"1980-WA-0101"
"Carriage House ","","110 S. Madison ","Spokane","WA","(M),(R),(C),(AH)","Restaurant",1979,NA,-117.4283123,47.6562305,"Google Verified Location",NA,NA,NA,"1979-WA-0102"
"Carriage House ","","110 S. Madison ","Spokane","WA","(M),(R),(C),(AH)","Restaurant",1980,NA,-117.4283123,47.6562305,"Google Verified Location",NA,NA,NA,"1980-WA-0103"
"Carriage House ","Otis Hotel ","110 So. Madison ","Spokane","WA","(M),(R),(C),(AH)","Restaurant,Hotel",1978,NA,-117.4283123,47.6562305,"Google Verified Location",NA,NA,NA,"1978-WA-0104"
"Casbah","","919 W. Sprague ","Spokane","WA","(*)","Bars/Clubs",1970,NA,-117.4260106,47.6570103,"Google Verified Location",NA,NA,NA,"1970-WA-0105"
"Casbah","","919 W. Spague ","Spokane","WA","(*)","Bars/Clubs",1965,NA,-117.4260106,47.6570103,"Google Verified Location",NA,NA,NA,"1965-WA-0106"
"Casbah ","","919 W. Sprague","Spokane","WA","(*)","Bars/Clubs",1968,NA,-117.4260106,47.6570103,"Google Verified Location",NA,NA,NA,"1968-WA-0107"
"Casbah ","","919 W. Sprague ","Spokane","WA","(*)","Bars/Clubs",1966,NA,-117.4260106,47.6570103,"Google Verified Location",NA,NA,NA,"1966-WA-0108"
"Casbah ","","919 Sprague ","Spokane","WA","(*)","Bars/Clubs",1969,NA,-117.4260106,47.6570103,"Google Verified Location",NA,NA,NA,"1969-WA-0109"
"Cascades ","(Disco)(3 floors)(Opening Fall '78)","77 S. Main ","Seattle","WA","(D),(R),(E)","Restaurant",1979,NA,-122.3351999,47.599883,"Google Verified Location",NA,NA,NA,"1979-WA-0110"
"Casino","","2nd & Yessler (Also known as The Dance or Mrs.P's. Very popular after bars close on Fri & Sat. Admission charge. Bring your own booze)","Seattle","WA","","Bars/Clubs",1965,"",-122.332958,47.60183,"Verified Location",NA,NA,NA,"1965-WA-0111"
"Cavalier","","Occidental & Yessler","Seattle","WA","(D),(S)","Bars/Clubs",1971,"",-122.33279,47.601715,"Verified Location",NA,NA,NA,"1971-WA-0112"
"Cavalier Inn","","119 Yessler Way at Occidental","Seattle","WA","(D),(S)","Bars/Clubs",1972,"",-122.333208,47.601541,"Verified Location",NA,NA,NA,"1972-WA-0113"
"Centurion Book Store","","903 Pine St. ","Seattle","WA","","Book Store",1969,NA,-122.3315297,47.6135179,"Google Verified Location",NA,NA,NA,"1969-WA-0114"
"Champ Aracade ","(Books & movies)","1413 1st St. ","Seattle","WA","(*)","Book Store",1980,NA,-122.2088937,47.6867387,"Google Verified Location",NA,NA,NA,"1980-WA-0115"
"Champ Arcade ","(books & arcade)(HOT)","1413 1st St. ","Seattle","WA","(HOT)","Business,Book Store",1979,NA,-122.2088937,47.6867387,"Google Verified Location",NA,NA,NA,"1979-WA-0116"
"Champ Arcade ","(books & movies)(HOT)","1413 1st Ave. ","Seattle","WA","(HOT)","Business,Book Store",1978,NA,-122.3395527,47.60828,"Google Verified Location",NA,NA,NA,"1978-WA-0117"
"Chez Paul ","(French R)","1107 Dexter Avenue North ","Seattle","WA","(M),(PE),(R)","Restaurant",1977,NA,-122.342637,47.6292287,"Google Verified Location",NA,NA,NA,"1977-WA-0118"
"Chez Paul ","(French R)","1107 Dexter Ave. No. ","Seattle","WA","(PE),(R)","Restaurant",1978,NA,-122.342637,47.6292287,"Google Verified Location",NA,NA,NA,"1978-WA-0119"
