"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","8th Ave. at 125 St.","","Uptown","NY","(B)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","8th Ave at 125th St.","","Uptown","NY","(B)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","8th Avenue between 16th and 17th Streets","","Greenwich Village","NY","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(""action"" (S) & ""wild back room"") 10th Avenue at 14th Street","","Greenwich Village","NY","(SM),(W),(FFA),(*),(S)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","('Action' (S) &'wild back room') 14th St. betw. 10th & 11th Ave.","","Greenwich Village","NY","(P),(FFA),(SM),(S),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Lake George","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","Broadway & 44th ","","Manhattan","NY","(PE)","Bars/Clubs,Hotels",1965,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","East Hampton","NY","(YC),(D),(*)","Bars/Clubs",1975,"All Hamptons- Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","East Hampton","NY","(D),(*)","Bars/Clubs",1976,"All Hamptons- Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","East Hampton","NY","(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Hwy.","","East Hampton","NY","(D)","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"Found","(Some W, SM) Christopher & West Sts.","","Greenwich Village","NY","(W),(SM)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","West St. at Christopher","","Greenwich Village","NY","","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(which has replaced 'the trucks')","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Extremely dangerous- murders, beatings, muggings, etc.)","","Greenwich Village","NY","Cruisy Area,(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Extremely dangerous- murders, muggings, punk kids in cars attacking single gays)","","Greenwich Village","NY","(AYOR),Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Extremely dangerous- murders, beatings, muggings, etc. AYOR)","","Greenwich Village","NY","Cruisy Area,(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","52nd Street at 1st Avenue","","Midtown","NY","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","52nd St. at 1st Ave.","","Midtown","NY","","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","13th St. at 9th Ave. (wild back room)","","Greenwich Village","NY","(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","Rego Park","","Queens","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","9th Ave. bet. 41st & 42nd","","Manhattan","NY","(SM)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","","","Fire Island","NY","","Bars/Clubs",1969,"All Fire Island- Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Fire Island","NY","","Bars/Clubs",1970,"All fire island long island",NA,NA,NA,NA,NA,NA
"Found","(Inquire locally)","","Fire Island","NY","","Bars/Clubs",1971,"All Fire Island, long island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","1/2 blk E of Citgo Sta N of Southern St Pky","","Bayville","NY","","Baths",1966,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","1/2 blk E of Citgo Sta N of Southern St Pky","","Bayville","NY","","Baths",1968,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","1/2 nlk E of Citgo St N of Southern St Pkwya Shore House Ludlim Ave","","Bayville","NY","","Baths",1969,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","at end of 2-Mile Hollow Rd.- beach days- 'Meat Rack' at night","","The Hamptons","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","at end of 2-Mile Hollow Rd. (Go left)","","East Hampton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Beach days- 'Meat rack' at night","","The Hamptons","NY","Cruisy Area","Cruising Areas",1978,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Beach days 'Meat rack' at night","","The Hamptons","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Beach days, meatrack at night","","The Hamptons","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","beach days- 'Meat Rack' at night.","","The Hamptons","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","Midland Beach","","Staten Island","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","Midland Beach","","Staten Island","NY","(M)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1965,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1966,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1968,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1969,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","","Hotels",1970,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1971,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1972,"All Fire Island- long island",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1973,"All Fire Island- long island",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1974,"All Fire Island Long Island",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1976,"All Fire Island- Long Island",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(H)","Hotels",1977,"All Fire Island- Long Island",NA,NA,NA,NA,NA,NA
"Found","Cherrry Grove","","Fire Island","NY","(H)","Hotels",1978,"All Fire Island listed under Long Island",NA,NA,NA,NA,NA,NA
"Found","","597-6600 Cherry Grove","Fire Island","NY","(H)","Hotels",1979,"All Fire Island- Long Island",NA,NA,NA,NA,NA,NA
"Found","(516) 597-6600 Cherry Grove","","Fire Island","NY","(H)","Hotels",1980,"",NA,NA,NA,NA,NA,NA
"Found","6th Av & 11th St.","","Manhattan","NY","","Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 9W","","Nyack","NY","(R),(D)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 9W","","Nyack","NY","(R),(D)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Main St. nr. Goodell","","Buffalo","NY","(YC),(D),(*)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Old Mistique) 49th St., W. of 2nd Ave.","","Manhattan","NY","(P),(D),(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","Brown & King Sts","","Rochester","NY","(P),(D),(G)","Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA
"Found","Brown & King St","","Rochester","NY","(P),(D),(G)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","Brown & King Sts","","Rochester","NY","(*)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco)  Montauk Hwy.","","Watermill","NY","(M),(R),(*)","Restaurant,Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Montauk Hwy.","","Watermill","NY","(M),(R),(D),(*)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Montauk Hwy.","","Watermill","NY","(M),(R),(D)","Restaurant",1980,"The Hamptons Long Island",NA,NA,NA,NA,NA,NA
"Found","('Tea Dance' afternoons 5:30- 7:30 is a must) The Pines","","Fire Island","NY","(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","('Tea Dance"" afternoons/5:30 to 7:30 is a ""must"") The Pines","","Fire Island","NY","(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Tea dance*) The Pines","","Fire Island","NY","","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Disco 'Tea Dance' 4:30- 7:30*) Boatel Motel","","Fire Island","NY","","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","(H)","Hotels",1965,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","(H)","Hotels",1968,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","(H)","Hotels",1969,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Hotels",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","(H)","Hotels",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","(H)","Hotels",1966,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","597-6500 The Pines","","Fire Island","NY","(H)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1965,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1966,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Hotels,Bars/Clubs",1968,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1969,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","The Pines","","Fire Island","NY","","Bars/Clubs,Hotels",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(516) 597- 6500 The Pines","","Fire Island","NY","(H),(*)","Bars/Clubs,Hotels",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Books) E. Chippewa","","Buffalo","NY","","Book Store",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Rochester","NY","Cruisy Area,(HOT)","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Rochester","NY","Cruisy Area,(HOT)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1977,"Cruisy areas noted (All are HOT and should be visited strictly AYOR)",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1978,"At end of cruisy areas: (NOTE: All are (HOT) and should be visited stricly AYOR)",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1979,"All Rochester Cruisy areas noted all are HOT and should be cisited strictly AYOR)",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montrose Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montrose Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montague","","Brooklyn","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montague Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montague Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montague Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Montague Ave.","","Brooklyn","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","800 blk Lake Av","","Rochester","NY","(M)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","800 blk Lake Ave","","Rochester","NY","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","800 Blk Lake Ave.","","Rochester","NY","(M)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","800 blk. Lake Ave.","","Rochester","NY","(M)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","800 block Lake Ave.","","Rochester","NY","(M)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","800 block Lake Ave.","","Rochester","NY","(M)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","800 block Lake Ave","","Rochester","NY","(M)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","Lodi St.","","Syracuse","NY","(M)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","(looks promising) Lodi at Butternut Sts.","","Syracuse","NY","","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","T-Room Cornell U.","","Ithaca","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Rt. 9W (Upper Nyack)","","Nyack","NY","(YC),(R),(D),(*)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (Occ.S) Rte. 9W (Upper Nyack)","","Nyack","NY","(YC),(D),(R),(*)","Bars/Clubs,Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some OC) (Occ. S) Rte. 9W, .5 mi. N. of N.Y. State Thruway (Upper Nyack)","","Nyack","NY","(R),(D),(OC)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some OC) (Occ. S) Rte. 9W, .5 mi. N. of N.Y. State Thruway (Upper Nyack)","","Nyack","NY","(R),(D),(OC),(*),(AH)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","(above Tool Box) West St. at Jane","","Greenwich Village","NY","(P),(SM)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","Hudson & Perry","","Greenwich Village","NY","(R)","Restaurant",1969,"",NA,NA,NA,NA,NA,NA
"Found","Hudson & Perry","","Greenwich Village","NY","(R)","Restaurant",1970,"",NA,NA,NA,NA,NA,NA
"Found","Hudson & Perry","","Greenwich Village","NY","(R)","Restaurant",1971,"",NA,NA,NA,NA,NA,NA
"Found","Bank & Washington Sts.","","Greenwich Village","NY","(SM)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","(""wild back room"") Bank & Washington","","Greenwich Village","NY","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Smithtown Ave.","","Bohemia","NY","(D),(*)","Hotels,Bars/Clubs",1976,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Smithtown Ave.","","Bohemia","NY","(YC),(D),(*)","Hotels,Bars/Clubs",1975,"Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","Bethesda Fountain and 'Rambles'","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","Bethesda Fountain and the 'Rambles'- use caution","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","Bethesda Fountain","","Uptown","NY","(AYOR),Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","betw. 72nd & 78th Sts.","","Uptown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","betw. 72nd & 78th Sts.","","Uptown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","betw. 72nd & 78th Sts.","","Uptown","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","betw. 72nd & 78th Sts.","","Uptown","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","(AYOR)","","Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","(AYOR),Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","use caution","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","2nd Ave at 93rd St.","","Manhattan","NY","(G),(D)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","2nd Ave. at 93rd St.","","Manhattan","NY","(G),(D)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","2nd Ave. at 93rd St.","","Manhattan","NY","(G),(D)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
