"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","Woodward & Calvert (Foster's)","","Detroit","MI","(B),(D),(*)","Bars/Clubs",1975,NA,NA,NA,NA,NA,NA,NA
"Found","Washington & Grand Circus Park ","","Detroit","MI","(M),(PE)","Bars/Clubs,Hotels",1966,NA,NA,NA,NA,NA,NA,NA
"Found","Washington & Grand Circus Park ","","Detroit","MI","(M),(PE)","Bars/Clubs,Hotels",1965,NA,NA,NA,NA,NA,NA,NA
"Found","Washington & Grand Circus Pk.","","Detroit","MI","(M),(PE)","Bars/Clubs,Hotels",1969,NA,NA,NA,NA,NA,NA,NA
"Found","Washington & Grand Circus Pk. ","","Detroit","MI","(M),(PE)","Bars/Clubs,Hotels",1970,NA,NA,NA,NA,NA,NA,NA
"Found","Park & Washington","","Detroit","MI","(M),(PE)","Bars/Clubs,Hotels",1972,NA,NA,NA,NA,NA,NA,NA
"Found","Conant bet. 7 & 8 Mi. Rd. ","","Detroit","MI","","Bars/Clubs",1970,NA,NA,NA,NA,NA,NA,NA
"Found","Conant bet. 7 & 8 Mi. Rds. ","","Detroit","MI","","Bars/Clubs",1971,NA,NA,NA,NA,NA,NA,NA
"Found","Woodwoord at 10 mi Rd. ","","Detroit","MI","(M),(YC)","Bars/Clubs",1969,NA,NA,NA,NA,NA,NA,NA
"Found","Woodward at 10 Mi. Rd. ","","Detroit","MI","(M),(YC)","Bars/Clubs",1970,NA,NA,NA,NA,NA,NA,NA
"Found","Woodward at 10 mi. Rd. ","","Detroit","MI","(YC),(M)","Bars/Clubs",1971,NA,NA,NA,NA,NA,NA,NA
"Found","Woodward at 6 Mile Rd. ","","Detroit","MI","","Theatre",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(good reports- includes bar & (R) also (P) baths) W. 8 Mile Rd. ","","Detroit","MI","(R),(P)","Restaurant,Baths,Bars/Clubs",1976,NA,NA,NA,NA,NA,NA,NA
"Found","McNichols & James Couzins","","Detroit","MI","","Baths",1973,NA,NA,NA,NA,NA,NA,NA
"Found","McNichols & James Couzens Hwy. ","","Detroit","MI","","Baths",1974,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","I-96 E. of Metro Beach","","Detroit","MI","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","I-96 E. of Metro Beach ","","Detroit","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","I-96 E. of Metro Beach ","","Detroit","MI","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Flint","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Flint","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Flint","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Flint","MI","","Bars/Clubs",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Flint","MI","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(inquire locally) ","","Flint","MI","","Bars/Clubs",1966,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(Inquire locally) ","","Flint","MI","","Bars/Clubs",1965,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","on Hwy. 131- just so. of 54th St. ","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","just So. of 54th St. ","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Just S. of 54th St. ","","Grand Rapids","MI","(AYOR),Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","just south of 54th Street ","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","Cruisy Area","Cruising Areas,Book Store",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","'Rest stop' - Hwy 131, just S. of 54th St. ","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","Cruisy Area","Cruising Areas,Book Store",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","Cruisy Area","Cruising Areas,Book Store",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Call (616)344-7629","","Grand Rapids","MI","(G)","Restaurant",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Inquire Locally ","","Grand Rapids","MI","(*),(D)","Bars/Clubs",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Grand Rapids","MI","","Bars/Clubs",1965,NA,NA,NA,NA,NA,NA,NA
"Found","opp. Y.M.C.A.","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"Found","opp. Y.M.C.A.","","Grand Rapids","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(Sure suicide- massive arrests) Hidden cameras! ","","Kalamazoo","MI","(AYOR),Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Kalamazoo","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Kalamazoo","MI","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(inquire locally)","","Kalamazoo","MI","(P),(D),(YC)","Bars/Clubs",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Inquire locally","","Kalamazoo","MI","(P),(D),(YC)","Bars/Clubs",1974,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(inquire locally) ","","Kalamazoo","MI","(*)","Bars/Clubs",1966,NA,NA,NA,NA,NA,NA,NA
"Found","Church & Water Sts. ","","Kalamazoo","MI","(*)","Bars/Clubs",1969,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Kalamazoo","MI","","Bars/Clubs",1965,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Located in Portage,  a suburb","","Kalamazoo","MI","","Bars/Clubs",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","opp. Joe Covello's ","","Lansing","MI","","Book Store",1976,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","E. Michigan- opp. Joe Covello's ","","Lansing","MI","","Bars/Clubs,Book Store",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(after hours- inquire locally)","","Lansing","MI","(M),(R),(C)","Restaurant",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","E. Michigan ","","Lansing","MI","(M),(R),(C),(AH)","Restaurant",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Student Union Bldg.","","Lansing","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","T-Room","","Lansing","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","T-Room","","Lansing","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Lansing","MI","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Student Union Building ","","Lansing","MI","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","(*)","Bars/Clubs",1968,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","(*)","Bars/Clubs",1969,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","","Bars/Clubs",1970,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","","Bars/Clubs",1971,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","","Bars/Clubs",1972,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Michigan Ave. ","","Lansing","MI","","Bars/Clubs",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Lansing","MI","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Southbound betw. Bay City and Saginaw ","","Saginaw","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saginaw","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saginaw","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saginaw","MI","(AYOR),Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(H)","Hotels",1972,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(H)","Hotels",1973,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(H)","Hotels",1974,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(H)","Hotels",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main Street ","","Saugatuck","MI","(H)","Hotels",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(M),(H)","Hotels",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(M),(H)","Hotels",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(M),(H)","Hotels",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(Sauna)(This looked promising last summer, but may have been sold. P.O. Box 384, Saugatuck on Blue Star Highway. Telephone: (616)857-9983","","Saugatuck","MI","(P),(H)","Bars/Clubs,Hotels,Baths",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(& campsites) Blue Star Hwy. (Hwy 31)","","Saugatuck","MI","(H)","Hotels",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","& Campsites (in need of renovation) Blue Star Hwy. (Hwy. 31)","","Saugatuck","MI","(H)","Hotels",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","& Campsites (In need of renovation) Blue Star Hwy. (Hwy 31)","","Saugatuck","MI","(H)","Hotels",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Blue Star Hwy. (Hwy 31)","","Saugatuck","MI","(H)","Hotels",1974,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Blue Star Hwy. (Hwy. 31) ","","Saugatuck","MI","(H)","Hotels",1975,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","& Campsites- Blue Star Hwy (Hwy. 31)","","Saugatuck","MI","(*),(H)","Hotels",1978,NA,NA,NA,NA,NA,NA,NA
"","(interesting beach nearby) ","","Saugatuck","MI","(D),(*)","Bars/Clubs",1971,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(an interesting beach nearby)","","Saugatuck","MI","(M)","Bars/Clubs",1965,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(interesting beach nearby) ","","Saugatuck","MI","(*)","Bars/Clubs",1966,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(interesting beach nearby) ","","Saugatuck","MI","(*)","Bars/Clubs",1968,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(interesting beach nearby) ","","Saugatuck","MI","(*)","Bars/Clubs",1969,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(interesting beach nearby) ","","Saugatuck","MI","(D),(*)","Bars/Clubs",1970,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Main St. ","","Saugatuck","MI","(D),(*)","Bars/Clubs",1972,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","(Adm. chg. on weekends) Culver nr. Griffith ","","Saugatuck","MI","(*),(D)","Bars/Clubs",1973,NA,NA,NA,NA,NA,NA,NA
"Found","","","Saugatuck","MI","(H)","Hotels",1965,NA,NA,NA,NA,NA,NA,NA
"Found","","","Saugatuck","MI","(H)","Hotels",1966,NA,NA,NA,NA,NA,NA,NA
"Found","","","Saugatuck","MI","(H)","Hotels",1968,NA,NA,NA,NA,NA,NA,NA
"Found","","","Saugatuck","MI","(H)","Hotels",1969,NA,NA,NA,NA,NA,NA,NA
"Found","","134 Butler ","Saugatuck","MI","","Bars/Clubs,Hotels",1970,NA,NA,NA,NA,NA,NA,NA
"Found","","312 Francis ","Saugatuck","MI","(M),(H)","Hotels",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","Opposite Blue Star Inn on Blue Star Highway","","Saugatuck","MI","(M),(R),(C)","Restaurant",1977,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saugatuck","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saugatuck","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saugatuck","MI","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mi. walk N. of parking area","","Saugatuck","MI","Cruisy Area","Cruising Areas",1972,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mi. N. of parking area","","Saugatuck","MI","Cruisy Area","Cruising Areas",1973,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mile N. of parking area","","Saugatuck","MI","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mile N. of parking area ","","Saugatuck","MI","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mile north of parking lot","","Saugatuck","MI","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA,NA,NA
"Found","1/2 mi. No. of parking lot through straight beach","","Saugatuck","MI","(P),Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
"Found","(Adm. chg.) 1/2 mi. N. of parking lot- beyond straight beach","","Saugatuck","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"Found","(Adm. chg.) 1/2 mi. N. of parking lot beyond straight beach","","Saugatuck","MI","(P),Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saugatuck","MI","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Found","","","Saugatuck","MI","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA,NA,NA
