"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","","10th & Oak","Kansas City","MO","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","10th & Oak","Kansas City","MO","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","10th & Oak","Kansas City","MO","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","10th & Oak","Kansas City","MO","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on I-70 Jct. K.C. & Columbia ","","Kansas City","MO","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","on I-44 & Old US 66 - W. of town","","Joplin","MO","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","on I-44 & Old US 66 - W. of Town","","Joplin","MO","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","on I-44 & Old US 66 - W. of town","","Joplin","MO","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Kansas City","MO","Cruisy Area","Cruising Areas,Hotels",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Kansas City","MO","Cruisy Area","Cruising Areas,Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Kansas City","MO","Cruisy Area","Cruising Areas,Hotels",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Kansas City","MO","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","(Uncertain operation - torn between S and a straight disco)","37th & Broadway","Kansas City","MO","(S)","Bars/Clubs",1977,"Approximate - looks like 37th no longer goes through to Broadway.",NA,NA,NA,NA,NA,NA
"Found","downtown","","Kansas City","MO","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","(semi-private)","12th & Jefferson","Kansas City","MO","(*)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","(key club - keys available)","12th & Jefferson ","Kansas City","MO","(*)","Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA
