ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,status,lat,lon,Year,uncleartype,notes,dateadded,lastmodified
7465,AA Gay/Lesbian,752-9000,,Worcester,MA,,Info Lines & Services,checked,General Coordinates Used,42.262593,-71.802293,1997,,,,12/24/2023 9:41am
9797,AA Gay/Lesbian,831-1050,,Nashville,TN,,Info Lines & Services,checked,General Coordinates Used,36.162664,-86.781602,1997,,,,12/30/2023 2:40pm
5008,AA Gay/Lesbian,"297-3555, many mtgs. call for info",,San Jose,CA,,Info Lines & Services,checked,General Coordinates Used,37.33874,-121.885252,1997,,,,12/19/2023 3:52pm
7865,AA Gay/Lesbian,"(at MCC location), 245-7066, 8pm Sat",,Billings,MT,,Info Lines & Services,checked,General Coordinates Used,45.783286,-108.50069,1997,,,,12/24/2023 2:22pm
10731,AA Gay/Lesbian,771-9119 ,,Milwaukee,WI,,Info Lines & Services,checked,General Coordinates Used,43.038903,-87.906474,1997,,,,12/30/2023 4:55pm
4399,AA Gay/Lesbian,"324-4880, call for mtg schedule",,Palm Springs,CA,,Spiritual Groups,checked,General Coordinates Used,33.830296,-116.545292,1997,,,,12/19/2023 3:32pm
4716,AA Gay/Lesbian,621-1326,,San Francisco,CA,,Info Lines & Services,checked,General Coordinates Used,37.77493,-122.419415,1997,,,,12/19/2023 3:44pm
9024,AA Gay/Lesbian,222-2211,,Dayton,OH,,Info Lines & Services,checked,General Coordinates Used,39.758948,-84.191607,1997,,,,12/30/2023 12:16pm
4144,AA Gay/Lesbian,"(213) 936-4343/993-7400, call for meeting times & locations",,Los Angeles,CA,,Info Lines & Services,checked,General Coordinates Used,34.052234,-118.243685,1997,,,,12/19/2023 3:18pm
9530,AA Gay/Lesbian,471-7472,,Pittsburgh,PA,,Info Lines & Services,checked,General Coordinates Used,40.440625,-79.995886,1997,,,,12/30/2023 1:25pm
5187,AA Gay/Lesbian,"322-4440, many meetings",,Denver,CO,,Info Lines & Services,checked,General Coordinates Used,39.739236,-104.990251,1997,,,,12/19/2023 4:32pm
9682,AA Gay/Lesbian,"254-5301, call for times & locations",,Columbia,SC,,Info Lines & Services,checked,General Coordinates Used,34.00071,-81.034814,1997,,,,12/30/2023 2:19pm
10699,AA Gay/Lesbian,255-4297,,Madison,WI,,Info Lines & Services,checked,General Coordinates Used,43.072166,-89.40075,1997,,,,12/30/2023 4:54pm
9204,AA Gay/Lesbian,773-4848,,Medford,OR,,Info Lines & Services,checked,General Coordinates Used,42.326515,-122.875595,1997,,,,12/30/2023 12:51pm
8198,AA Gay/Lesbian,527-1803,,Las Cruces,NM,,Info Lines & Services,checked,General Coordinates Used,32.31994,-106.763654,1997,,,,12/27/2023 1:06pm
6865,AA Gay/Lesbian,"234-7814, call for locations",,Lafayette,LA,,Info Lines & Services,checked,General Coordinates Used,30.22409,-92.019843,1997,,,,12/24/2023 11:55am
7911,AA Gay/Lesbian,"63rd & 'A' (Unitarian Church), 438-5214, 7:30pm Th",,Lincoln,NE,,Info Lines & Services,checked,Found,40.799279,-96.806196,1997,,,,12/24/2023 2:31pm
8624,AA Gay/Lesbian,232-6720,,Rochester,NY,,Info Lines & Services,checked,Found,43.154541,-77.614187,1997,,,,12/27/2023 1:36pm
9428,AA Gay/Lesbian,862-0327/574-6900 (AA#),,New Hope,PA,,Info Lines & Services,checked,General Coordinates Used,40.369499,-74.953453,1997,,,,12/30/2023 1:17pm
7925,AA Gay/Lesbian,345-9916 (AA#) ,,Omaha,NE,,Info Lines & Services,checked,General Coordinates Used,41.256537,-95.934503,1997,,,,12/24/2023 2:36pm
9446,AA Gay/Lesbian,574-6900,,Philadelphia,PA,,Info Lines & Services,checked,General Coordinates Used,39.946719,-75.168902,1997,,,,12/30/2023 1:18pm
4603,AA Gay/Lesbian,"825-4700, numerous mtgs for Inland Empire, call for times",,San Bernardino,CA,,Info Lines & Services,checked,General Coordinates Used,34.108345,-117.289765,1997,,,,12/19/2023 3:39pm
6336,AA Gay/Lesbian,"23rd & Woodlawn (First Cong. Church), (208) 344-6611, 8pm Sun & Tue",,Boise,ID,,Info Lines & Services,checked,Found,43.627786,-116.218333,1997,,,,12/22/2023 9:59am
7102,AA Gay/Lesbian,433-4843,,Baltimore,MD,,Info Lines & Services,checked,General Coordinates Used,39.290385,-76.612189,1997,,,,12/24/2023 8:55am
8316,AA Gay/Lesbian,"(at the Fire House), Cherry Grove, 654-1150",,Fire Island,NY,,Info Lines & Services,checked,Found,40.659936,-73.090747,1997,,,,12/27/2023 1:19pm
5071,AA Gay/Lesbian,"457-2559, call for mtgs",,Santa Cruz,CA,,Info Lines & Services,checked,General Coordinates Used,36.974117,-122.030796,1997,,,,12/19/2023 3:53pm
9613,AA Gay/Lesbian,"438-8860, call for various mtgs.",,Providence,RI,,Info Lines & Services,checked,General Coordinates Used,41.823989,-71.412834,1997,,,,12/30/2023 1:47pm
8664,AA Gay/Lesbian,463-5011,,Syracuse,NY,,Info Lines & Services,checked,General Coordinates Used,43.048122,-76.147424,1997,,,,12/27/2023 1:37pm
10366,AA Gay/Lesbian ,355-1212,,Richmond,VA,,Info Lines & Services,checked,General Coordinates Used,37.540725,-77.436048,1997,,,,12/30/2023 3:44pm
6592,AA Gay/Lesbian ,632-7864,,Indianapolis,IN,,Info Lines & Services,checked,General Coordinates Used,39.768403,-86.158068,1997,,,,12/22/2023 11:13am
8393,AA Gay/Lesbian Intergroup,"647-1680, many mtgs. at Lesbian/Gay Community Center",,New York City,NY,,Info Lines & Services,checked,Found,40.740044,-74.007318,1997,,,,12/27/2023 1:28pm
10259,AA Gay/Lesbians,"St. Paul's Church on Cherry St., 658-4221, 7pm Th",,Burlington,VT,,Info Lines & Services,checked,General Coordinates Used,44.475883,-73.212072,1997,,,,12/30/2023 3:12pm
8864,AA Intergroup,253-8181,,Akron,OH,,Info Lines & Services,checked,General Coordinates Used,41.081445,-81.519005,1997,,,,12/30/2023 12:12pm
10111,AA Lambda,"828-3316, 8pm Mon at MCC",,Lubbock,TX,,Info Lines & Services,checked,General Coordinates Used,33.577863,-101.855166,1997,,,,12/30/2023 2:52pm
6382,AA Lesbian/Gay,549-4633,,Carbondale,IL,,Info Lines & Services,checked,General Coordinates Used,37.727273,-89.21675,1997,,,,12/22/2023 10:24am
3907,AA Live & Let Live Group,"756-8367, 7pm Tue",,Fayetteville,AR,,Info Lines & Services,checked,General Coordinates Used,36.066242,-94.157853,1997,,,,12/19/2023 2:47pm
3678,AA/ Gay/Lesbian,"922-8964, 8pm Wed, 11am Sat, 6pm Sun",,Birmingham,AL,,Info Lines & Services,checked,General Coordinates Used,33.518589,-86.810357,1997,,,,12/19/2023 2:01pm
8413,Aaah! Bed & Breakfast,"PO Box 2093, 10108, 246-4000/(800) 362-8585 reservations agency",,New York City,NY,,Accommodations,checked,Found,40.740044,-74.007318,1997,,,,12/27/2023 1:28pm
6099,AALGA (African-American Lesbian/Gay Alliance),"PO Box 50374, 30302, 239-8184, 4pm 1st Sun, social/political group",,Atlanta,GA,,Info Lines & Services,checked,General Coordinates Used,33.748752,-84.387684,1997,,,,12/19/2023 6:04pm
9660,Acceptance Group (Gay AA),"St. Stephen's Episcopal Church (Anson St.), 762-2433, 8pm Tue &  6:30pm Sat, also meets at MCC 8pm Th",,Charleston,SC,,Info Lines & Services,checked,Found,32.784948,-79.931185,1997,,,,12/30/2023 2:17pm
6727,Access,"PO Box 1682, 50704, 232-6805, weekly info & support, newsletter",,Waterloo,IA,,Info Lines & Services,checked,General Coordinates Used,42.492786,-92.342577,1997,,,,12/24/2023 8:13am
10628,Action Books & Video,"Rte. 522 S., 258-2529",,Berkeley Springs,WV,,Erotica,checked,General Coordinates Used,39.62699,-78.227196,1997,,,,12/30/2023 4:24pm
8229,Adirondack GABLE,"PO Box 990, Saranac Lake, 12983, 359-7358, local contact for area",,Adirondack Mtns.,NY,,Info Lines & Services,checked,General Coordinates Used,44.329496,-74.131266,1997,,,,12/27/2023 2:43pm
5199,Adonis (Club America),"NW corner of the Tivoli, 534-1777 9pm-2am Sun only",,Denver,CO,"(M),(D),(A)",Bars,checked,General Coordinates Used,39.739236,-104.990251,1997,,,,12/19/2023 4:32pm
8084,Adult Book Barn,"Rte. 130 & Richey Ave., 854-4566",,Collingswood,NJ,,Erotica,checked,Found,39.917586,-75.089538,1997,,,,12/25/2023 2:51pm
9426,Adult World Book Store,"Rtes. 202 & 309, 362-9560",,Montgomeryville,PA,,Erotica,checked,General Coordinates Used,40.238557,-75.229839,1997,,,,12/30/2023 1:32pm
9855,Adventuring Outdoors,445-7216,,Austin,TX,,Info Lines & Services,checked,General Coordinates Used,30.267153,-97.743061,1997,,,,12/30/2023 2:44pm
6100,AEGIS (American Educational Gender Information Service),"P.O. Box 33724, Decatur, 33003-0724, 939-0244, transgender info & helpline",,Atlanta,GA,,Info Lines & Services,checked,General Coordinates Used,33.748752,-84.387684,1997,,,,12/19/2023 6:04pm
6609,Aesop's Tables,"631-0055 11am-9pm, til 10pm Fri-Sat, authentic Mediterranean",,Indianapolis,IN,"(BW),(WC)",Restaurants & Cafes,checked,General Coordinates Used,39.768403,-86.158068,1997,,,,12/22/2023 11:13am
7735,Affirmation,"PO Box 4362, 39296, 373-8610 x47",,Jackson,MS,,Spiritual Groups,checked,General Coordinates Used,32.298757,-90.18481,1997,,,,12/24/2023 2:13pm
9973,Affirmation (Methodist),"at North Haven United Methodist, 528-4913, 7:30pm 4th Mon",,Dallas,TX,,Spiritual Groups,checked,General Coordinates Used,32.776664,-96.796988,1997,,,,12/30/2023 2:48pm
10563,Affirmation (Mormon),"PO Box 23223, 98102, 820-5729",,Seattle,WA,,Spiritual Groups,checked,General Coordinates Used,47.633936,-122.299483,1997,,,,12/30/2023 4:03pm
3917,AGLFT (Arkansas Gay/Lesbian Task Force),"PO Box 45053, 72214",,Little Rock,AR,,Info Lines & Services,checked,General Coordinates Used,34.827811,-92.345685 ,1997,,,,12/19/2023 2:49pm
6517,Airie Crown Forest Preserve,summers,,La Grange,IL,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,41.768373,-87.87216,1997,,,,12/22/2023 10:51am
6330,Ala Moana Beach Park,"nr. Waikiki Yacht Club, Honolulu",,"Honolulu, Oahu",HI,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,21.289969,-157.847657,1997,,,,12/19/2023 6:29pm
3721,Alabama Bureau of Tourism & Travel,"PO Box 4309, 36103, 242-4169/(800) 252-2262",,Montgomery,AL,,Travel/Tour Operators,checked,General Coordinates Used,32.373798,-86.311007,1997,,,,12/19/2023 2:11pm
3758,Alaska Fishing Charters,"PO Box 2807, 99603, 235-6468/(800) 478-7777, deluxe cabin cruiser for big-game fishing (halibut)",,Homer,AK,,Travel/Tour Operators,checked,General Coordinates Used,59.648086,-151.529924,1997,,,,12/19/2023 2:25pm
3760,Alaska Tourism Marketing Council,"PO Box 110801, 99811, 465-2010, ask for vacation planner",,Juneau,AK,,Travel/Tour Operators,checked,General Coordinates Used,58.300493,-134.420131,1997,,,,12/19/2023 2:24pm
3750,Alaskan Tpeople,"P.O. Box 670349, 99567-0349, transgender group",,Chugiak,AK,,Info Lines & Services,checked,General Coordinates Used,61.388889,-149.481944,1997,,,,12/19/2023 2:27pm
5827,Alice Wainwright Park,,,Miami,FL,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,25.748332,-80.206401,1997,,,,12/19/2023 5:09pm
7437,All Provincetown,"487-9000/(800) 786-9699, rental hotline",,Provincetown,MA,,Travel/Tour Operators,checked,General Coordinates Used,42.054714,-70.184601,1997,,,,12/24/2023 9:29am
5173,Allaire Timbers Inn,,S Main St,Breckenridge,CO,"(GF),(WC)",Accommodations,checked,General Coordinates Used,39.481654,-106.038352,1997,,incomplete address in the guide,,12/19/2023 4:31pm
9856,ALLGO (Austin Latino/a Lesbian/Gay Organization),"PO Box 13501, 78711, 472-2001, 6:30pm 3rd Th",,Austin,TX,,Info Lines & Services,checked,General Coordinates Used,30.267153,-97.743061,1997,,,,12/30/2023 2:44pm
7569,Alliance for Lesbian/Gay Support,"PO Box 226, Student Service Bldg., 49008, 387-2123, 2pm Sun (Kiba Room)",,Kalamazoo,MI,,Info Lines & Services,checked,Found,42.281927,-85.618244,1997,,,,12/24/2023 11:45am
8888,Alternating Currents,"WAIF FM 88.3, 333-9243/961-8900, 3pm Sat, lesbigay public affairs radio program",,Cincinnati ,OH,,Info Lines & Services,checked,General Coordinates Used,39.103118,-84.51202,1997,,,,12/30/2023 12:22pm
6109,Alternative Accomodations,(800) 209-9408,,Atlanta,GA,(IGTA),Accommodations,checked,General Coordinates Used,33.748752,-84.387684,1997,,,,12/19/2023 6:04pm
7109,Alternative Accomodations,(800) 209-9408,,Baltimore,MD,,Accommodations,checked,General Coordinates Used,39.290385,-76.612189,1997,,,,12/24/2023 8:55am
8153,Alternative Erotic Lifestyles,345-6468 pansexual S/M group,,Albuquerque,NM,,Info Lines & Services,checked,General Coordinates Used,35.075459,-106.564133,1997,,,,12/27/2023 12:48pm
7241,Alyson Adventures,"P.O. Box 181223, 02118, 353-0595/(800) 825-9766 active travel & tours",,Boston,MA,,Travel/Tour Operators,checked,General Coordinates Used,42.360083,-71.05888,1997,,,,12/24/2023 9:12am
7248,Am Tikva,"PO Box 11, Cambridge, 02238, 926-2536, lesbigay Jewish group",,Boston,MA,,Spiritual Groups,checked,General Coordinates Used,42.360083,-71.05888,1997,,,,12/24/2023 9:12am
9843,Amarillo Lesbian/Gay Alliance Info Line,"373-5725, 7:30pm 1st Tue",,Abilene,TX,,Info Lines & Services,checked,General Coordinates Used,32.448736,-99.733144,1997,,,,12/30/2023 2:43pm
6994,Ambush,"PO Box 71291, 70171-1291, 522-8049, bi-weekly",,New Orleans,LA,,Publications,checked,General Coordinates Used,29.951066,-90.071532,1997,,,,12/24/2023 11:55am
5654,Ambush Room,"(at Melody Club), 376-3772 4pm-2am",,Gainesville,FL,"(*),(M),(CW)",Bars,checked,General Coordinates Used,29.651634,-82.324826,1997,,,,12/19/2023 4:50pm
9103,America's Crossroads B&B,"PO Box 270642, 73137, 495-1111, reservation service for private homes",,Oklahoma City,OK,,Accommodations,checked,General Coordinates Used,35.46756,-97.516428 ,1997,,,,12/30/2023 12:29pm
4598,American River Access,off La Rivera Dr. nr Howe Ave. & Watt Ave.,,Sacramento,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,38.565615,-121.382507,1997,,,,12/19/2023 3:39pm
8272,Amethyst,"PO Box 728 Westview Stn., 13905-0728, 723-5790, monthly",,Binghamton,NY,,Publications,checked,General Coordinates Used,42.098687,-75.917974,1997,,,,12/27/2023 1:17pm
7197,Amsterdammerje,"PO Box 865, 02103, 471-8454 full brkfst, Euro-American B&B",,Boston,MA,(MW),Accommodations,checked,General Coordinates Used,42.360083,-71.05888,1997,,,,12/24/2023 9:12am
3933,Anaheim Confidential Connection,"539-7000, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966",,Anaheim,CA,,Info Lines & Services,checked,General Coordinates Used,33.836593,-117.914301,1997,,,,12/19/2023 2:54pm
3728,Anchorage Confidential Connection,"563-MEET, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966",,Anchorage,AK,,Info Lines & Services,checked,General Coordinates Used,61.217576,-149.899678,1997,,,,12/19/2023 2:14pm
3729,Anchorage Gay/Lesbian Helpline,"PO Box 200070, 99520, 258-4777, 6-11pm, Wed-Sun",,Anchorage,AK,,Info Lines & Services,checked,General Coordinates Used,61.217576,-149.899678,1997,,,,12/19/2023 2:14pm
5697,Andrew's Inn,"Zero Whalton Lane, 294-7730/Fax: 294-0021 elegantrly restored rooms & garden cottages",,Key West,FL,"(*),(MW),(SW),(WC)",Accommodations,checked,Found,24.551231,-81.80012,1997,,,,12/19/2023 4:53pm
10181,Andy Bowle Beach,,,South Padre Island,TX,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,26.140921,-97.171766,1997,,,,12/30/2023 2:55pm
6259,Anfora's Dreams,"Box 74030, Los Angeles, CA, 90004, (213) 737-0731 rental condo nr. ocean, hot tub",,"Kihei, Maui",HI,"(M),(SW)",Accommodations,checked,General Coordinates Used,20.739941,-156.454187,1997,,,,12/22/2023 9:41am
6347,Ann Morrison Park,nr. baseball fields ,,Boise,ID,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,43.610906,-116.220551,1997,,,,12/22/2023 9:59am
7923,"Antelope, Pioneer, & Van Dorn Parks",,,Lincoln,NE,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,40.78253,-96.707529,1997,,,,12/24/2023 2:31pm
8334,Anywhere & Everywhere,esp. bushes btwn Cherry Grove & W. end of Pines,,Fire Island,NY,"Cruisy Area,(AYOR)",Cruising Areas,checked,General Coordinates Used,40.659792,-73.089962,1997,,,,12/27/2023 1:19pm
4371,Applegate Park,off 'M' St.,,Merced,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,37.313099,-120.479231,1997,,,,12/19/2023 3:28pm
10582,Arboretum,,,Seattle,WA,"Cruisy Area,(AYOR)",Cruising Areas,checked,General Coordinates Used,47.633936,-122.299483,1997,,,,12/30/2023 4:03pm
10279,Arcadia House,"PO Box 520, 05655, 888-9147",,Hyde Park,VT,,Accommodations,checked,General Coordinates Used,44.592528,-72.614841,1997,,,,12/30/2023 3:31pm
3780,Arizona Bed & Breakfast,"(800) 974-1474/274-1474, reservation service",,Phoenix,AZ,,Accommodations,checked,General Coordinates Used,33.448377,-112.074037,1997,,,,12/19/2023 2:28pm
3824,Arizona Office of Tourism,230-7733/(800) 842-8257,,Phoenix,AZ,,Travel/Tour Operators,checked,General Coordinates Used,33.448377,-112.074037,1997,,,,12/19/2023 2:28pm
3927,Arkansas Department of Tourism,"One Capital Mall, 72201, (800) 628-8725",,Little Rock,AR,,Travel/Tour Operators,checked,Found,34.752012,-92.282065,1997,,,,12/19/2023 2:49pm
10306,Arlington Gay/Lesbian Alliance,"PO Box 324, 22210, 522-7600",,Arlington,VA,,Info Lines & Services,checked,General Coordinates Used,38.87997,-77.10677,1997,,,,12/30/2023 3:42pm
7287,Around the World Travel,"Townshouse Square, 631-8620/(800) 733-4337",,Marblehead,MA,,Travel/Tour Operators,checked,General Coordinates Used,42.499958,-70.857802,1997,,,,12/24/2023 9:23am
7054,Arrows,"Berrick Rd. (1.8 mi W. of Center), 361-1100, 6pm-9pm Tue-Sun, clsd Dec-May",,Ogunquit,ME,,Restaurants & Cafes,checked,Found,43.248343,-70.621817,1997,,,,12/24/2023 12:15pm
3783,Arrowzona 'Private' Casitas,"PO Box 11253, Glendale, 85318, 561-1200/(800) 266-7829 hot tub",,Phoenix,AZ,"(MW),(IGTA)",Accommodations,checked,General Coordinates Used,33.538652,-112.185987,1997,,,,12/19/2023 2:28pm
7028,Arundel Meadows Inn,"Rte. 1, Arundel, 985-3770",,Kennebunkport,ME,(GF),Accommodations,checked,General Coordinates Used,43.361733,-70.476727,1997,,,,12/24/2023 12:45pm
7907,Ashley Park,,,Grand Island,NE,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,40.947086,-98.357449,1997,,,,12/24/2023 2:28pm
9207,Asian/Pacific Islander Lesbian/Gay/Bisexual Info Hotline,"PO Box 826, 97207, 232-6408, educational/social/support group",,Portland,OR,,Info Lines & Services,checked,General Coordinates Used,45.515232,-122.678385,1997,,,,12/30/2023 12:53pm
4146,Asian/Pacific Lesbians/Gays West Hollywood,"PO Box 433 Ste. 109, 90096, (213) 980-7874, call for events, Asian/Pacific Islanders & friends",,Los Angeles,CA,,Info Lines & Services,checked,General Coordinates Used,34.052234,-118.243685,1997,,,,12/19/2023 3:20pm
9531,Asians & Friends,"PO Box 16455, 15242, 681-1556",,Pittsburgh,PA,,Info Lines & Services,checked,General Coordinates Used,40.440625,-79.995886,1997,,,,12/30/2023 1:25pm
9921,Asians & Friends,"PO Box 9142, 75209, 480-5906",,Dallas,TX,,Info Lines & Services,checked,General Coordinates Used,32.776664,-96.796988,1997,,,,12/30/2023 2:47pm
5425,Asians & Friends,(202) 387-2742,,Washington,DC,,Info Lines & Services,checked,General Coordinates Used,38.907192,-77.036871,1997,,,,12/30/2023 5:21pm
8394,Asians & Friends of NY,"(at Lesbian/Gay Community Center), 8pm 3rd Sat",,New York City,NY,,Info Lines & Services,checked,Found,40.740044,-74.007318,1997,,,,12/27/2023 1:28pm
5145,Aspen Gay/Lesbian Community,"PO Box 3143, 81612, 925-9249, info/resources, outdoor activities, monthly events",,Aspen,CO,,Info Lines & Services,checked,General Coordinates Used,39.191098,-106.817539,1997,,,,12/19/2023 4:28pm
6101,Atlanta Confidential Connection,"870-8830, Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.",,Atlanta,GA,,Info Lines & Services,checked,General Coordinates Used,33.748752,-84.387684,1997,,,,12/19/2023 6:04pm
10182,Atol Beach,,,South Padre Island,TX,"Cruisy Area,(AYOR)",Cruising Areas,checked,General Coordinates Used,26.11184,-97.168126,1997,,,,12/30/2023 2:55pm
6790,Aubudon St. Park,summers,,Henderson,KY,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,37.881203,-87.564203,1997,,,,12/24/2023 8:49am
7725,Aurora Transgender Support for Central MS,"PO Box 1306, 39703, 373-8610 x60/845-1328",,Florence,MS,,Info Lines & Services,checked,General Coordinates Used,32.154416,-90.12394,1997,,,,12/24/2023 2:10pm
4527,Avalon,"4th & Mill, Guerneville, 869-9566",,Guerneville,CA,"(GF),(SW)",Accommodations,checked,Found,38.503173,-123.000295,1997,,,,12/19/2023 3:03pm
5130,Ave. 283 off Shirk Rd.,by Fwy. 99 evenings,,Visalia,CA,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,36.30546,-119.364537,1997,,,,12/19/2023 4:04pm
8336,Aviation Mall,trails in woods behind the mall,,Glen Falls,NY,"Cruisy Area,(AYOR)",Cruising Areas,checked,Found,43.326754,-73.67773,1997,,,,12/27/2023 2:27pm
8416,Axios,"(at Lesbian/Gay Community Center), 805-1952, 8pm 2nd Fri, Eastern & Orthodox Christians",,New York City,NY,,Spiritual Groups,checked,Found,40.740044,-74.007318,1997,,,,12/27/2023 1:28pm
