ID,title,status,description,streetaddress,Lat/lon,city,Year,state,amenityfeatures,type,unclearaddress,unclear type,notes,dateadded,lastmodified
237,Big H,Found,,4882 Lankershim,"34.159807,-118.371221",Los Angeles ,1973,CA,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,Listed under L.A.- Valley Area with no specific city listed,2/25/2020 11:42am,2/28/2020 1:12pm
244,Astrinsky's,General City Coordinates Used,3 miles south of town,,"40.209166,-123.786058","Philipsville, Humbolt County",1973,CA,"(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
254,Rest area,General City Coordinates Used,on N. side of I-10 bet. Fontana & Ontario,,"34.108345,-117.289765",San Bernardino,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
277,Legg's Ice Rink,Found,,,"37.775598,-122.418742 ",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
229,Barnsdale Park,Found,,,"34.101514,-118.294245",Hollywood,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
259,Balboa Park,Found,,,"32.734148,-117.144553 ",San Diego ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
226,"H.E.L.P., INC.",General City Coordinates Used,"P.O. Box 3007, Hollywood, 90028",,"34.092809,-118.328661",Hollywood,1973,CA,,Organizations,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
270,Lion Pub,Found,Sacramento & Divisadero,,"37.789009,-122.44061",San Francisco,1973,CA,"(HIP) - Heads frequent,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
243,Vicinity of City Hall,Found,,,"34.147692,-118.14327 ",Pasadena,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
217,Denny's,General City Coordinates Used,(after hrs.) So. Coast Hwy.,,"33.542719,-117.785357",Laguna Beach ,1973,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
248,Beach ,Found,near end of N. 10th & Richards at jct. of American & Sacramento Rivers,,"38.594811,-121.487184",Sacramento ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
245,Rathskeller,Found,(Thru parking lot & downstairs in rear of Mayfair Hotel) Garey & 3rd,," 34.056921,-117.750114",Pomona,1973,CA,"(HIP) - Heads frequent,(YC) - Young and/or collegiate types,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers,""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
219,Farfy's Cottages,Found,"(Beer & pizza) Hw. 89 at 12th St., 3/4 mi. N. of jct. U.S. Hwy. 50, P.O. Box 7013, So. Lake Tahoe; (916) 541-3490",," 38.920344,-120.014897",Lake Tahoe,1973,CA,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
215,Jack's Crackpot,General City Coordinates Used,2 1/2 mi. So. on Cal. 49,,"39.219061,-121.061061",Grass Valley,1973,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
282,Boardwalk,Found,by Amusement Park,,"36.964337,-122.018944",Santa Cruz,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
232,Griffith Park,Found,bet. Ferndale & The Observatory,,"34.136554,-118.2942",Hollywood,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
267,Downstairs at the Upstairs,General City Coordinates Used,O'Farrell & Jones (opening summer '72),,"37.785809,-122.412995",San Francisco,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
234,Queen of Hearts,Found,Lake at 11th St.,,"34.050775,-118.281929",Los Angeles ,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
258,Sky Room,Found,El Cortez Hotel 7th Ave. at Ash,,"32.719908,-117.15837",San Diego ,1973,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
212,Bidwell Park,Found,,,"39.734142,-121.830731",Chico,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
278,Polk St.,Found,bet. Post & Union,,"37.787538,-122.414642",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,Approximate. Location for middle of the several block radius between Polk and Union.,2/25/2020 11:42am,2/28/2020 1:12pm
253,San Franciscan,General City Coordinates Used,"(Burned, but may be reopening in spring of '72; Inquire locally)",,"34.108345,-117.289765",San Bernardino,1973,CA,,Bars/Clubs,checked,checked,,2/25/2020 11:42am,2/28/2020 1:12pm
262,Cal Western Beach,Found,('bare ass') End of Sunset Cliffs Blvd.,,"32.719782,-117.256428",San Diego ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
273,Castro & 18th Sts.,Found,,,"37.760891,-122.435026",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
276,Land's End,Found,,,"37.779858,-122.511617",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
214,Fran's Pine Lake Lodge,Found,(mosest (H) adjoins) Old Hwy 99 at Ashland,," 36.794337,-119.864118",Fresno ,1973,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Bars/Clubs,Hotels",checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
233,Robertson Blvd.,Found,bet. Beverly & Melrose,,"34.079078,-118.384466",Hollywood,1973,CA,Cruisy Area,Cruisy Areas,checked,,Approximate. Pin for middle of Robertson between Melrose and Beverly.,2/25/2020 11:42am,2/28/2020 1:12pm
227,"Latin Flame, ",Found,Melrose at Van Ness,,"34.083601,-118.316052",Hollywood,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
268,Febe's ,Found,11th & Folsom,,"37.771872,-122.414048",San Francisco,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
220,Art Museum,Found,,,"33.763461,-118.164814 ",Long Beach,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
265,Burke's Drive In,Found,14th & Market,,"37.767734,-122.428835",San Francisco,1973,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
272,Rendezvous,Found,(see Club Rendezvous),,"37.788919,-122.409587",San Francisco,1973,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
216,Chances R,Found,Manon & Tennyson,,"37.632956,-122.066143",Hayward,1973,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
284,Muscle Beach,Found,,," 33.985382,-118.472509",Santa Monica,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
231,Hollywood Blvd.,Found,bet. Highland & Vermont- but very 'hot',,"34.101748,-118.319752",Hollywood,1973,CA,Cruisy Area,Cruisy Areas,checked,,Approximate. Pin in middle of Hollywood between HIghland and Vermont.,2/25/2020 11:42am,2/28/2020 1:12pm
249,Del Paso Park,Found,,," 38.638461,-121.382773",Sacramento ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
280,Strand Theatre,Found,,,"37.779736,-122.413043",San Francisco,1973,CA,Cruisy Area,"Cruisy Areas,Theatre",checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
279,San Gregorio,Found,"Bare Ass beach, S. on Hwy 1",,"37.322999,-122.403308",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
221,Granada Beach & parking lot,Found,,,"33.754667,-118.139058",Long Beach,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
255,Brass Rail,Found,5th & Robinson,," 32.746961,-117.160405",San Diego ,1973,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
256,Jerry's Hole,Found,(Beer bar on corner- (C) after hours* in shed in back) San Diego Ave. & Washington,," 32.742835,-117.182044",San Diego ,1973,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
274,Devil's Slide,General City Coordinates Used,,,"37.774843,-122.437893",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
224,Arthur J's,Found,(after hours) Highland & Santa Monica,,"34.090711,-118.338612",Hollywood,1973,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
235,Silver Platter,Found,Rampart at 7th St.,," 34.059376,-118.283305",Los Angeles ,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
241,Lake Merritt,Found,,,"37.801239,-122.258299",Oakland,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
281,'Tenderloin',Found,Eddy & Mason,,"37.784363,-122.409332 ",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
251,'K' St. Mall,Found,,,"38.573139,-121.471161",Sacramento ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
275,Folsom ,Found,bet. 6th & 12th,,"37.774965,-122.409896",San Francisco,1973,CA,Cruisy Area,Cruisy Areas,checked,,Approximate. Location for middle of the several block radius between 6th and 12th,2/25/2020 11:42am,2/28/2020 1:12pm
1273,Del Monte Beach,Found,,,"36.605522,-121.868915",Monterey,1973,CA,Cruisy Area,Cruisy Areas,,,,2/28/2020 11:10am,2/28/2020 1:12pm
1274,Wharf #2,Found,,,"36.602037,-121.889784",Monterey,1973,CA,Cruisy Area,Cruisy Areas,,,,2/28/2020 11:10am,2/28/2020 1:12pm
1275,Main St.,Found,"'hustlers', downtown bet. 4th & 6th",,"34.046677,-118.248553",Los Angeles ,1973,CA,Cruisy Area,Cruisy Areas,,,Approximate. Pin in middle of block between 4th and 6th on main.,2/28/2020 11:10am,2/28/2020 1:12pm
287,Berkeley Aquatic Park,Found,,,"37.85695,-122.300121",Berkeley,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:43am,2/28/2020 1:12pm
323,Astrinsky's,"40.209166,-123.786058",3 mi. S. of town,,"40.209166,-123.786058",Philipsville,1974,CA,"(HIP) - Heads frequent,(M) - Mixed Crowds",Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
310,Alondra Park,Found,,,"33.886545,-118.342035",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
338,Cal Western 'B.A.' Beach,Found,end of Sunset Cliffs Blvd.,,"32.719782,-117.256428",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
309,Selma Ave.,General City Coordinates Used,"Very, Very hot!",Near Y.M.C.A.,"34.099708,-118.338695",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
325,Copper Shield,Found,(after hours) El Camino Real at Roosevelt,,"37.479098,-122.225575",Redwood City,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place."",""(C) - Coffee, soft drinks and sometimes snacks.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
308,Robertson Blvd,Found,'The Bushes' between Beverly & Melrose,Roberston Blvd.,"34.078873,-118.384534 ",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
354,Whispering Pines Motel,Found,"20 mi. W. on Hwy. 140 in Begintown. P.O. Box 90, Midpines, CA",,"37.577924,-119.955536",Yosemite ,1974,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
346,Lion Pub,Found,Sacramento & Divisadero,,"37.789009,-122.44061",San Francisco,1974,CA,"(HIP) - Heads frequent,(*) - Very popular,(D) - Dancing",Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
353,Wildwood Ranch,Found,"(A resort, 69 mi. N. of S.F. in Sonoma County - write P.O. Box 31384, S.F. Ca 94131)",," 38.404204,-122.540878",Sonoma,1974,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
331,Fremont Park,Found,,,"38.571085,-121.489042",Sacramento ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
348,Pine Tree,Found,Fulton & 8th Ave,,"37.773405,-122.465912 ",San Francisco,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
329,Beach nr. end of N. 10th & Richards at jct. of American & Sacramento,Found,,,"38.594811,-121.487184",Sacramento ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
289,Bear Wallow Ranch,General City Coordinates Used,"(BYOB) Call (707) 895 - 3435 for reservations & directions. P.O. Box 476, Boonville",," 39.008975,-123.367155",Boonville,1974,CA,"""(H) - Hotel, motel, or other overnight accomodations"",""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""","Hotels,Restaurant",checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
307,Hollywood Ranch Market,General City Coordinates Used,"Parking Lot
",Hollywood Ranch Market,"34.052234,-118.243685 ",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
341,Y.M.C.A.,Found,,,"32.716003,-117.167788",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
297,Beach & Boardwalk,Found,,Near junction of Coast Hwy. & Laguna Canyon Rd.,"33.541639,-117.782843",Laguna Beach ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
317,Windjammer Cove Inn,General City Coordinates Used,6 mi. S. in Albion,,"39.307674,-123.799459",Mendocino,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
313,Magnolia Park,Found,,Magnolia Park,"34.168273,-118.338889",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
344,Corner 'Longhorn' Saloon,Found,15th & Folsom Sts,,"37.766947,-122.415487",San Francisco,1974,CA,(W) - Western or cowboy types,Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
332,K St Mall,Found,,,"38.573139,-121.471161",Sacramento ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
301,H.E.L.P.,General City Coordinates Used,"P.O. Box 3007 LA 90028 (24 hour phone: 213-463-3146
",,"34.052234,-118.243685 ",Los Angeles ,1974,CA,,Organizations,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
340,Mission Beach,Found,Behding Belmont Amusement Park,Mission Beach,"32.770084,-117.253266",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
295,Jack's Crackpot,General City Coordinates Used,2.5 mi S. on Cal. 49,,"39.219061,-121.061061",Grass Valley,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
300,Daughters of Bilitis,General City Coordinates Used,"P.O. Box 3237 Hollywood 90027
",,"34.052234,-118.243685 ",Los Angeles ,1974,CA,"""(G) - Girls, but seldom exclusively""",Organizations,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
336,Broadway Pier,Found,,Broadway Pier,"32.715823,-117.173729",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
350,'Muscle Beach',Found,,," 33.985382,-118.472509",Santa Monica,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
311,Echo Park,Found,,Echo Park,"34.078159,-118.260557",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
315,Ventura Blvd.,Found,By car from Studio City to Sherman Oaks,,"34.145714,-118.418022",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
302,Barnsdall Park,Found,,Barnsdall Park,"34.101514,-118.294245",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
316,Sea Gull Inn ,Found,(downstairs) Lansing & Ukiah ,,"39.30633,-123.798553",Mendocino,1974,CA,(M) - Mixed Crowds,"Bars/Clubs,Hotels",checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
326,Coyote Pt. ,Found,Beach & Parking lots off Bayshore Fwy (US 101) betw. Burlingame & San Mateo,,"37.587268,-122.319101",Redwood City,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
296,Chances R,Found,Manon & Tennyson,,"37.632956,-122.066143",Hayward,1974,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy.",Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
312,Main St. 'Hustlers',Found,,Main Street,"34.046677,-118.248553",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,Approximate. Pin in middle of block between 4th and 6th on main.,2/25/2020 11:44am,2/28/2020 1:12pm
321,Harlow Heaven Motel,Found,,Indian Ave.,"33.835192,-116.545802",Palm Springs,1974,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
334,Balboa Park,Found,,Balboa Park,"32.734148,-117.144553 ",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
298,Farfy's Cottages,Found,"(beer & pizza) HWY. 89 at 12th St, 3/4 mi. N. of jct U.S. Hwy. 50 P.O. Box 7013 So. Lake Tahoe. Tel: (916) 541 - 3490",," 38.920344,-120.014897",Lake Tahoe,1974,CA,,Hotels,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
314,'Minni & Fang's',General City Coordinates Used,,,"34.052234,-118.243685 ",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
294,Chapultepec Park,General City Coordinates Used,,,"32.792,-115.563051",El Centro,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
288,Lake Temascal Regional Park & Beach,Found,,,"37.845729,-122.229449",Berkeley,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
343,Burke's Drive In,Found,14th & Market,,"37.767734,-122.428835",San Francisco,1974,CA,"""(C) - Coffee, soft drinks and sometimes snacks."",(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
293,Lido Bar,General City Coordinates Used,,,"32.624539,-115.452262",El Centro,1974,CA,,Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
290,Bidwell Park,Found,,,"39.734142,-121.830731",Chico,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
352,Juanita's ,Found,Fetter's Hot Springs Hotel 3 mi. N. of Boyce Hot Springs,,"38.32239,-122.489179",Sonoma,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
327,Truck stop on Bayshore Fwy.,General City Coordinates Used,Just S. of Burlingame (east side),,"37.57787,-122.34809",Redwood City,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
339,Fashion Valley Shopping Center,Found,,,"32.768118,-117.166728",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
304,Cahuenga 'Husters',Found,,Between Hollywood & Sunset," 34.0995,-118.329354",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,Approximate. Pin in the middle of the block on Cahuenga between Hollywood Blvd and Sunset.,2/25/2020 11:44am,2/28/2020 1:12pm
324,Beach opp. City Park,General City Coordinates Used,Beach opposite City Park,City Park,"33.845114,-118.388513",Redondo Beach,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
291,Manola's,General City Coordinates Used,,,"32.624539,-115.452262",El Centro,1974,CA,,Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
337,Broadway,Found,Plaza to the 'Y',,"32.715823,-117.173729",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
335,'Bare Ass Beach',Found,"a half hour walk from parking lot at Torrey Pines Beach St. Park to base of golf course
",,"32.889556,-117.253649",San Diego ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
292,Fran's Pine Lake Lodge,Found,(modest H adjoins) Old Hwy. 99 at Ashland,," 36.794337,-119.864118",Fresno ,1974,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
345,Febe's,Found,(Toy & Leather shop upstairs) 11th & Folsom St,,"37.771872,-122.414048",San Francisco,1974,CA,(*) - Very popular,Business,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
318,Del Monte Beach,Found,,,"36.605522,-121.868915",Monterey,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
322,Vicinity of City Hall,Found,,City Hall,"34.147692,-118.14327 ",Pasadena,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
320,Lake Merritt,Found,,,"37.801239,-122.258299",Oakland,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
305,Griffiith Park,Found,"between Ferndale & the Observatory
",Griffith Park,"34.118434,-118.30039",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
347,Pier 54,Found,China Basin Rd. at Pier 54,,"37.771907,-122.386605",San Francisco,1974,CA,"(M) - Mixed Crowds,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place.""",Restaurant,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
303,'Boy's Town',General City Coordinates Used,,North of Santa Monica Blvd near the 'Four Star,"34.052234,-118.243685 ",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
349,Rendezvous,Found,(see 'Club Rendezvous'),567 Sutter St,"37.788919,-122.409587",San Francisco,1974,CA,,Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
306,Hollywood Blvd.,Found,"Walking, hitchhiking or by car--between Highland & Vermont- but 'very hot'",Hollywood Blvd.,"34.101748,-118.319752",Los Angeles ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
351,The Boardwalk,Found,,Boardwalk,"34.009923,-118.496758",Santa Monica,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
328,Rest Stop on n. side of I-10,General City Coordinates Used,Rest Stop on n. side of I-10 between Fontana & Ontario,,"34.108345,-117.289765",San Bernardino,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
319,Wharf No. 2,Found,,,"36.602037,-121.889784",Monterey,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
299,The 'Bluffs',Found,On beach between Gaviota & Redondo,,"33.76225,-118.162909",Long Beach,1974,CA,Cruisy Areas,Cruising Areas,checked,,Location here is approximate for the middle of the beach between Gaviota st and Redondo. ,2/25/2020 11:44am,2/28/2020 1:12pm
333,Caravan,Found,Greyhound Bus Depot Galibon & Salinas,,"36.676038,-121.652417",Salinas,1974,CA,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds",Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
342,Bo Jangles,Found,Ellis & Larkin Sts,,"37.784248,-122.41774 ",San Francisco,1974,CA,"(B) - Blacks Frequent,(D) - Dancing",Bars/Clubs,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
330,Del Paso Park,Found,,," 38.638461,-121.382773",Sacramento ,1974,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
355,Central Park ,Found,21st & R St.,,"35.378109,-119.009455",Bakersfield,1976,CA,,Cruising Areas,checked,,,2/25/2020 11:44am,2/28/2020 1:12pm
404,Brass Rail ,Found,(Liquor) 5th and Robinson ,," 32.746961,-117.160405",San Diego ,1976,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:46am,2/28/2020 1:12pm
412,Presidio Park ,Found,,,"32.757704,-117.194589",San Diego ,1976,CA,,Cruising Areas,checked,,,2/25/2020 11:46am,2/28/2020 1:12pm
356,Weill Park ,Found,26th & Q St. ,,"35.383413,-119.011125",Bakersfield,1976,CA,,Cruising Areas,checked,,,2/25/2020 11:46am,2/28/2020 1:12pm
442,Zuma Beach ,Found,North of Malibu,,"34.021802,-118.83119",Santa Monica,1976,CA,,Cruising Areas,checked,,,2/25/2020 11:46am,2/28/2020 1:12pm
