"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","614 1st Ave. ","Seattle","WA","(YC),(S),(D),(*)","Bars/Clubs",1973,NA,"614 1st Ave. , Seattle, WA",-122.3336804,47.6023525,"614 1st ave, seattle, wa 98104, usa","Geocoded",NA,NA
"(Basement of Smith Tower)","506 2nd Ave. ","Seattle","WA","(M),(HIP),(RT)","Bars/Clubs",1973,NA,"506 2nd Ave. , Seattle, WA",-122.3317164,47.6019789,"506 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"(after hrs.)","125 Boren N. ","Seattle","WA","(M),(R),(C)","Restaurant",1973,NA,"125 Boren N. , Seattle, WA",-122.3358914,47.6188312,"125 boren ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"Pike Place Public Market ","91 Lower Pike St. ","Seattle","WA","(HIP),(M)","Bars/Clubs",1973,NA,"91 Lower Pike St. , Seattle, WA",-122.3339244,47.6113714,"pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"","919 W. Sprague ","Spokane","WA","(*)","Bars/Clubs",1973,NA,"919 W. Sprague , Spokane, WA",-117.4260106,47.6570103,"919 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","330 W. Riverside ","Spokane","WA","(*)","Bars/Clubs",1973,NA,"330 W. Riverside , Spokane, WA",-117.4173989,47.6582637,"330 w riverside ave, spokane, wa 99201, usa","Geocoded",NA,NA
"Davenport Hotel","807 W. Sprague ","Spokane","WA","(M),(PE),(R)","Restaurant,Hotels",1973,NA,"807 W. Sprague , Spokane, WA",-117.4236003,47.6570532,"807 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","1554 S. Jefferson","Tacoma","WA","","Bars/Clubs",1973,NA,"1554 S. Jefferson, Tacoma, WA",-122.4388825,47.246559,"1554 jefferson ave, tacoma, wa 98402, usa","Geocoded",NA,NA
"","1309 Commerce ","Tacoma","WA","(S),(*)","Bars/Clubs",1973,NA,"1309 Commerce , Tacoma, WA",-122.4388524,47.2511663,"1309 commerce st, tacoma, wa 98402, usa","Geocoded",NA,NA
"","1316 Bay St. ","Bellingham","WA","(M)","Bars/Clubs",1974,NA,"1316 Bay St. , Bellingham, WA",-122.480248,48.751494,"1316 bay st, bellingham, wa 98225, usa","Geocoded",NA,NA
"","2008 Hewitt","Everett","WA","(M)","Bars/Clubs",1974,NA,"2008 Hewitt, Everett, WA",-122.2021859,47.978811,"2008 hewitt ave, everett, wa 98201, usa","Geocoded",NA,NA
"","1415 1st Ave. ","Seattle","WA","","Book Store",1974,NA,"1415 1st Ave. , Seattle, WA",-122.3397798,47.6082134,"1415 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1974,NA,"712 N.E. 45th , Seattle, WA",-122.3200307,47.6614719,"712 ne 45th st, seattle, wa 98105, usa","Geocoded",NA,NA
"(no booze)","411 2nd Ave. ","Seattle","WA","(HIP),(YC),(R),(D)","Restaurant",1974,NA,"411 2nd Ave. , Seattle, WA",-122.331979,47.6012636,"411 2nd ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"(4th floor)","1318 2nd Ave. ","Seattle","WA","","Baths",1974,NA,"1318 2nd Ave. , Seattle, WA",-122.337261,47.6074858,"1318 2nd ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","2402 1st Ave. ","Seattle","WA","(*)","Baths",1974,NA,"2402 1st Ave. , Seattle, WA",-122.3478391,47.6144167,"2402 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"(some G)(go-go boys)","119 Yessler Way ","Seattle","WA","(D),(G)","Bars/Clubs",1974,NA,"119 Yessler Way , Seattle, WA",-122.3332076,47.6015413,"119 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"","1111 E. Pike St. ","Seattle","WA","","Bars/Clubs",1974,NA,"1111 E. Pike St. , Seattle, WA",-122.3175671,47.6139381,"1111 e pike st, seattle, wa 98122, usa","Geocoded",NA,NA
"","207 2nd Ave. S. ","Seattle","WA","(HIP),(YC),(D),(*)","Bars/Clubs",1974,NA,"207 2nd Ave. S. , Seattle, WA",-122.3319532,47.6005855,"207 2nd ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"(Liquor)","203 Yessler Way ","Seattle","WA","(R),(*)","Restaurant",1974,NA,"203 Yessler Way , Seattle, WA",-122.33113,47.6015853,"203 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"(5-12 pm, closed Sun & Mon) ","431 15th Ave. E. ","Seattle","WA","(R),(M)","Restaurant",1974,NA,"431 15th Ave. E. , Seattle, WA",-122.312812,47.6229432,"431 15th ave e, seattle, wa 98112, usa","Geocoded",NA,NA
"","922 3rd Ave.","Seattle","WA","(W),(SM),(*)","Bars/Clubs",1974,NA,"922 3rd Ave., Seattle, WA",-122.3335175,47.6050736,"922 3rd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"(no booze- (C) after hours)","107 Occidental S.","Seattle","WA","(HIP),(YC),(D),(C)","Bars/Clubs",1974,NA,"107 Occidental S., Seattle, WA",-122.3332349,47.6014249,"107 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","824 Pike St. ","Seattle","WA","(*)","Bars/Clubs",1974,NA,"824 Pike St. , Seattle, WA",-122.331423,47.612477,"824 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"","1416 7th Ave. ","Seattle","WA","(YC),(D),(S),(*)","Bars/Clubs",1974,NA,"1416 7th Ave. , Seattle, WA",-122.3326174,47.6107842,"1416 7th ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","210 S. Jackson ","Seattle","WA","(G),(D),(*)","Bars/Clubs",1974,NA,"210 S. Jackson , Seattle, WA",-122.3310265,47.5994175,"210 s jackson st, seattle, wa 98104, usa","Geocoded",NA,NA
"","611 2nd Ave. ","Seattle","WA","(*)","Bars/Clubs",1974,NA,"611 2nd Ave. , Seattle, WA",-122.3329967,47.6025555,"611 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","1313 1st Ave. ","Seattle","WA","","Book Store,Theatre",1974,NA,"1313 1st Ave. , Seattle, WA",-122.3387431,47.607131,"1313 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(after hours) ","125 Boren N. ","Seattle","WA","(M),(PE)","Bars/Clubs",1974,NA,"125 Boren N. , Seattle, WA",-122.3358914,47.6188312,"125 boren ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"(after hours) ","117 Occidental Ave. S. ","Seattle","WA","(R),(D),(C),(S),(*)","Restaurant",1974,NA,"117 Occidental Ave. S. , Seattle, WA",-122.3329633,47.6010531,"117 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","2620 3rd Ave. ","Seattle","WA","(R),(D)","Restaurant",1974,NA,"2620 3rd Ave. , Seattle, WA",-122.3483503,47.6169161,"2620 3rd ave, seattle, wa 98121, usa","Geocoded",NA,NA
"","919 W. Sprague ","Spokane","WA","(*)","Bars/Clubs",1974,NA,"919 W. Sprague , Spokane, WA",-117.4260106,47.6570103,"919 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","330 W. Riverside ","Spokane","WA","(*)","Bars/Clubs",1974,NA,"330 W. Riverside , Spokane, WA",-117.4173989,47.6582637,"330 w riverside ave, spokane, wa 99201, usa","Geocoded",NA,NA
"(bar only) Davenport Hotel ","807 W. Sprague","Spokane","WA","(M),(PE),(R)","Restaurant,Hotels",1974,NA,"807 W. Sprague, Spokane, WA",-117.4236003,47.6570532,"807 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","1554 S. Jefferson","Tacoma","WA","","Bars/Clubs",1974,NA,"1554 S. Jefferson, Tacoma, WA",-122.4388825,47.246559,"1554 jefferson ave, tacoma, wa 98402, usa","Geocoded",NA,NA
"","1309 Commerce ","Tacoma","WA","(S),(*)","Bars/Clubs",1974,NA,"1309 Commerce , Tacoma, WA",-122.4388524,47.2511663,"1309 commerce st, tacoma, wa 98402, usa","Geocoded",NA,NA
"","1316 Bay St. ","Bellingham","WA","(M)","Bars/Clubs",1975,NA,"1316 Bay St. , Bellingham, WA",-122.480248,48.751494,"1316 bay st, bellingham, wa 98225, usa","Geocoded",NA,NA
"","2008 Hewitt","Everett","WA","(M)","Bars/Clubs",1975,NA,"2008 Hewitt, Everett, WA",-122.2021859,47.978811,"2008 hewitt ave, everett, wa 98201, usa","Geocoded",NA,NA
"","1415 1st Ave. ","Seattle","WA","","Book Store",1975,NA,"1415 1st Ave. , Seattle, WA",-122.3397798,47.6082134,"1415 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(4th floor)","1318 2nd Ave. ","Seattle","WA","(*)","Baths",1975,NA,"1318 2nd Ave. , Seattle, WA",-122.337261,47.6074858,"1318 2nd ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1975,NA,"712 N.E. 45th , Seattle, WA",-122.3200307,47.6614719,"712 ne 45th st, seattle, wa 98105, usa","Geocoded",NA,NA
"","167 S. Washington","Seattle","WA","(RT)","Bars/Clubs",1975,NA,"167 S. Washington, Seattle, WA",-122.3319634,47.6007072,"167 s washington st, seattle, wa 98104, usa","Geocoded",NA,NA
"","2402 1st Ave. ","Seattle","WA","(*)","Baths",1975,NA,"2402 1st Ave. , Seattle, WA",-122.3478391,47.6144167,"2402 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"(Some G)(go go boys) ","119 Yessler Way ","Seattle","WA","(D),(G)","Bars/Clubs",1975,NA,"119 Yessler Way , Seattle, WA",-122.3332076,47.6015413,"119 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"near Yessler ","407 2nd Ave. ","Seattle","WA","(M),(RT)","Bars/Clubs",1975,NA,"407 2nd Ave. , Seattle, WA",-122.3320923,47.6017704,"407 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","1111 E. Pike St. ","Seattle","WA","(D)","Bars/Clubs",1975,NA,"1111 E. Pike St. , Seattle, WA",-122.3175671,47.6139381,"1111 e pike st, seattle, wa 98122, usa","Geocoded",NA,NA
"","207 2nd Ave. S. ","Seattle","WA","(HIP),(YC),(D),(*)","Bars/Clubs",1975,NA,"207 2nd Ave. S. , Seattle, WA",-122.3319532,47.6005855,"207 2nd ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"near Virgina ","2018 1st Ave.","Seattle","WA","(W),(SM),(*)","Bars/Clubs",1975,NA,"2018 1st Ave., Seattle, WA",-122.3430237,47.6116018,"2018 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"","128 16th Ave. E.","Seattle","WA","","Church",1975,NA,"128 16th Ave. E., Seattle, WA",-122.3110514,47.6194235,"128 16th ave e, seattle, wa 98112, usa","Geocoded",NA,NA
"","824 Pike St. ","Seattle","WA","","Bars/Clubs",1975,NA,"824 Pike St. , Seattle, WA",-122.331423,47.612477,"824 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor)","203 Yessler Way ","Seattle","WA","(R),(*)","Restaurant",1975,NA,"203 Yessler Way , Seattle, WA",-122.33113,47.6015853,"203 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"(5-12p.m. - closed Sun & Mon.)","431 15th Ave. E. ","Seattle","WA","(HIP),(M),(R)","Restaurant",1975,NA,"431 15th Ave. E. , Seattle, WA",-122.312812,47.6229432,"431 15th ave e, seattle, wa 98112, usa","Geocoded",NA,NA
"","922 3rd Ave. ","Seattle","WA","(W),(SM),(*)","Bars/Clubs",1975,NA,"922 3rd Ave. , Seattle, WA",-122.3335175,47.6050736,"922 3rd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","210  S. Jackson ","Seattle","WA","(G),(D),(*)","Bars/Clubs",1975,NA,"210  S. Jackson , Seattle, WA",-122.3310265,47.5994175,"210 s jackson st, seattle, wa 98104, usa","Geocoded",NA,NA
"","173 S. Washington","Seattle","WA","","Bars/Clubs",1975,NA,"173 S. Washington, Seattle, WA",-122.3318191,47.6007134,"173 s washington st, seattle, wa 98104, usa","Geocoded",NA,NA
"","611 2nd Ave. ","Seattle","WA","(*)","Bars/Clubs",1975,NA,"611 2nd Ave. , Seattle, WA",-122.3329967,47.6025555,"611 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","1313 1st Ave. ","Seattle","WA","","Theatre,Book Store",1975,NA,"1313 1st Ave. , Seattle, WA",-122.3387431,47.607131,"1313 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","125 Boren N. ","Seattle","WA","(M),(R),(C),(AH)","Restaurant",1975,NA,"125 Boren N. , Seattle, WA",-122.3358914,47.6188312,"125 boren ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"","1926 9th Ave. ","Seattle","WA","(M),(PE)","Bars/Clubs",1975,NA,"1926 9th Ave. , Seattle, WA",-122.3352233,47.616343,"1926 9th ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor)","117 Occidental Ave. S.","Seattle","WA","(R),(D),(S),(AH),(C)","Restaurant",1975,NA,"117 Occidental Ave. S., Seattle, WA",-122.3329633,47.6010531,"117 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","330 W. Riverside ","Spokane","WA","(*)","Bars/Clubs",1975,NA,"330 W. Riverside , Spokane, WA",-117.4173989,47.6582637,"330 w riverside ave, spokane, wa 99201, usa","Geocoded",NA,NA
"(bar only) Davenport Hotel ","807 W. Sprague","Spokane","WA","(M),(PE),(R)","Restaurant,Hotels",1975,NA,"807 W. Sprague, Spokane, WA",-117.4236003,47.6570532,"807 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","919 W. Sprague ","Spokane","WA","","Bars/Clubs",1975,NA,"919 W. Sprague , Spokane, WA",-117.4260106,47.6570103,"919 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","1309 Commerce ","Tacoma","WA","(*)","Bars/Clubs",1975,NA,"1309 Commerce , Tacoma, WA",-122.4388524,47.2511663,"1309 commerce st, tacoma, wa 98402, usa","Geocoded",NA,NA
"(fun Sunday afternoons)","1234 N. State ","Bellingham","WA","(*)","Bars/Clubs",1976,NA,"1234 N. State , Bellingham, WA",-122.4774745,48.747778,"1234 n state st, bellingham, wa 98225, usa","Geocoded",NA,NA
"","2008 Hewitt ","Everett","WA","(M)","Bars/Clubs",1976,NA,"2008 Hewitt , Everett, WA",-122.2021859,47.978811,"2008 hewitt ave, everett, wa 98201, usa","Geocoded",NA,NA
"","1415 First Ave. ","Seattle","WA","","Book Store",1976,NA,"1415 First Ave. , Seattle, WA",-122.3397798,47.6082134,"1415 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor)","1914 8th St. ","Seattle","WA","(R),(*)","Restaurant",1976,NA,"1914 8th St. , Seattle, WA",-122.3673598,47.6364124,"1914 8th ave w, seattle, wa 98119, usa","Geocoded",NA,NA
"(4th floor)","1318 2nd Ave. ","Seattle","WA","(*)","Baths",1976,NA,"1318 2nd Ave. , Seattle, WA",-122.337261,47.6074858,"1318 2nd ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1976,NA,"712 N.E. 45th , Seattle, WA",-122.3200307,47.6614719,"712 ne 45th st, seattle, wa 98105, usa","Geocoded",NA,NA
"","167 S. Washington","Seattle","WA","(RT)","Bars/Clubs",1976,NA,"167 S. Washington, Seattle, WA",-122.3319634,47.6007072,"167 s washington st, seattle, wa 98104, usa","Geocoded",NA,NA
"(Disco) ","3400 Fremont ","Seattle","WA","(YC),(D),(WE),(*)","Bars/Clubs",1976,NA,"3400 Fremont , Seattle, WA",-122.3495907,47.6496601,"3400 fremont ave n, seattle, wa 98103, usa","Geocoded",NA,NA
"(2nd floor) ","2402 First Ave. ","Seattle","WA","(*)","Baths",1976,NA,"2402 First Ave. , Seattle, WA",-122.3478391,47.6144167,"2402 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"","407 2nd Ave. ","Seattle","WA","(M),(RT)","Bars/Clubs",1976,NA,"407 2nd Ave. , Seattle, WA",-122.3320923,47.6017704,"407 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"(Heavy HIP)","1111 E. Pike St. ","Seattle","WA","(HIP),(D)","Bars/Clubs",1976,NA,"1111 E. Pike St. , Seattle, WA",-122.3175671,47.6139381,"1111 e pike st, seattle, wa 98122, usa","Geocoded",NA,NA
"(Adm.)","207 2nd Ave. S. ","Seattle","WA","(HIP),(YC),(D),(C),(AH),(WE)","Bars/Clubs",1976,NA,"207 2nd Ave. S. , Seattle, WA",-122.3319532,47.6005855,"207 2nd ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"(Liquor)","2400 First St. ","Seattle","WA","(M),(R)","Restaurant",1976,NA,"2400 First St. , Seattle, WA",-122.3477964,47.6143923,"2400 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"Nr. Virginia","2018 First Ave. ","Seattle","WA","(W),(SM),(*)","Bars/Clubs",1976,NA,"2018 First Ave. , Seattle, WA",-122.3430237,47.6116018,"2018 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"","128 16th Ave. E.","Seattle","WA","","Church",1976,NA,"128 16th Ave. E., Seattle, WA",-122.3110514,47.6194235,"128 16th ave e, seattle, wa 98112, usa","Geocoded",NA,NA
"(Liquor)","203 Yessler Way ","Seattle","WA","(OC),(R)","Restaurant",1976,NA,"203 Yessler Way , Seattle, WA",-122.33113,47.6015853,"203 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"(may be changing name back to ""Madison Tavern""","824 Pike St. ","Seattle","WA","(W),(D),(*)","Bars/Clubs",1976,NA,"824 Pike St. , Seattle, WA",-122.331423,47.612477,"824 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"(AH-only)","107 Occidental ","Seattle","WA","(C),(AH)","Bars/Clubs",1976,NA,"107 Occidental , Seattle, WA",-122.3332349,47.6014249,"107 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","824 Pike St. ","Seattle","WA","(OC)","Bars/Clubs",1976,NA,"824 Pike St. , Seattle, WA",-122.331423,47.612477,"824 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor) nr. Alaskan Way (Disco)","77 S. Main ","Seattle","WA","(HIP),(YC),(D),(*)","Bars/Clubs",1976,NA,"77 S. Main , Seattle, WA",-122.3351999,47.599883,"77 s main st, seattle, wa 98104, usa","Geocoded",NA,NA
"","210 S. Jackson","Seattle","WA","(G),(D),(*)","Bars/Clubs",1976,NA,"210 S. Jackson, Seattle, WA",-122.3310265,47.5994175,"210 s jackson st, seattle, wa 98104, usa","Geocoded",NA,NA
"","173 S. Washington ","Seattle","WA","","Bars/Clubs",1976,NA,"173 S. Washington , Seattle, WA",-122.3318191,47.6007134,"173 s washington st, seattle, wa 98104, usa","Geocoded",NA,NA
"","611 2nd Ave. ","Seattle","WA","(*)","Bars/Clubs",1976,NA,"611 2nd Ave. , Seattle, WA",-122.3329967,47.6025555,"611 2nd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","1313 1st Ave. ","Seattle","WA","","Book Store,Theatre",1976,NA,"1313 1st Ave. , Seattle, WA",-122.3387431,47.607131,"1313 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","125 Boren N. ","Seattle","WA","(M),(R),(C),(AH)","Restaurant",1976,NA,"125 Boren N. , Seattle, WA",-122.3358914,47.6188312,"125 boren ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"(Liquor)(supposedly moving & may be changing name) ","117 Occidental Ave. S. ","Seattle","WA","(R),(D),(C),(AH)","Restaurant",1976,NA,"117 Occidental Ave. S. , Seattle, WA",-122.3329633,47.6010531,"117 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","2024 Westlake","Seattle","WA","(*)","Bars/Clubs",1976,NA,"2024 Westlake, Seattle, WA",-122.3376442,47.6160875,"2024 westlake ave, seattle, wa 98121, usa","Geocoded",NA,NA
"(where it's at!)","330 W. Riverside ","Spokane","WA","(*)","Bars/Clubs",1976,NA,"330 W. Riverside , Spokane, WA",-117.4173989,47.6582637,"330 w riverside ave, spokane, wa 99201, usa","Geocoded",NA,NA
"(new owner- looks promising) ","919 W. Sprague","Spokane","WA","(*)","Bars/Clubs",1976,NA,"919 W. Sprague, Spokane, WA",-117.4260106,47.6570103,"919 w sprague ave, spokane, wa 99201, usa","Geocoded",NA,NA
"","1202 W. 1st. ","Spokane","WA","(M),(R),(C),(AH)","Restaurant",1976,NA,"1202 W. 1st. , Spokane, WA",-117.4296357,47.6565309,"1202 w 1st ave, spokane, wa 99201, usa","Geocoded",NA,NA
"'teenie-boppers'- pool table ","108 S. Jefferson","Spokane","WA","Cruisy Area","Cruising Areas,Hotels",1976,NA,"108 S. Jefferson, Spokane, WA",-117.4298761,47.6562491,"108 s jefferson st, spokane, wa 99201, usa","Geocoded",NA,NA
"(something for everyone)","1309 Commerce ","Tacoma","WA","(D),(*)","Bars/Clubs",1976,NA,"1309 Commerce , Tacoma, WA",-122.4388524,47.2511663,"1309 commerce st, tacoma, wa 98402, usa","Geocoded",NA,NA
"(looks promising)","1516 Broadway ","Tacoma","WA","(R)","Restaurant",1976,NA,"1516 Broadway , Tacoma, WA",-122.439188,47.2491022,"1516 broadway, tacoma, wa 98402, usa","Geocoded",NA,NA
"(Fun Sunday afternoons)","1234 North State","Bellingham","WA","(*)","Bars/Clubs",1977,NA,"1234 North State, Bellingham, WA",-122.4774745,48.747778,"1234 n state st, bellingham, wa 98225, usa","Geocoded",NA,NA
"","2008 Hweitt ","Everett","WA","(M)","Bars/Clubs",1977,NA,"2008 Hweitt , Everett, WA",-122.2021859,47.978811,"2008 hewitt ave, everett, wa 98201, usa","Geocoded",NA,NA
"","1415 First Avenue ","Seattle","WA","","Book Store",1977,NA,"1415 First Avenue , Seattle, WA",-122.3397798,47.6082134,"1415 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor)","1914 8th Avenue ","Seattle","WA","(R),(*)","Restaurant",1977,NA,"1914 8th Avenue , Seattle, WA",-122.335645,47.615491,"1914 8th ave, seattle, wa 98101, usa","Geocoded",NA,NA
"(4th floor)","1318 2nd Avenue ","Seattle","WA","(*)","Baths",1977,NA,"1318 2nd Avenue , Seattle, WA",-122.337261,47.6074858,"1318 2nd ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","712 N.E. 45th ","Seattle","WA","(M),(YC)","Bars/Clubs",1977,NA,"712 N.E. 45th , Seattle, WA",-122.3200307,47.6614719,"712 ne 45th st, seattle, wa 98105, usa","Geocoded",NA,NA
"(books, etc.)","611 Pike Street ","Seattle","WA","","Book Store",1977,NA,"611 Pike Street , Seattle, WA",-122.3341647,47.611269,"611 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"(French R)","1107 Dexter Avenue North ","Seattle","WA","(M),(PE),(R)","Restaurant",1977,NA,"1107 Dexter Avenue North , Seattle, WA",-122.342637,47.6292287,"1107 dexter ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"","167 South Washington ","Seattle","WA","(RT),(M),(OC)","Bars/Clubs",1977,NA,"167 South Washington , Seattle, WA",-122.3319634,47.6007072,"167 s washington st, seattle, wa 98104, usa","Geocoded",NA,NA
"","1413 E. Olive St. ","Seattle","WA","(G),(D),(PT),(*)","Bars/Clubs",1977,NA,"1413 E. Olive St. , Seattle, WA",-122.3144042,47.616352,"1413 e olive st, seattle, wa 98122, usa","Geocoded",NA,NA
"(Disco)","3400 Fremont ","Seattle","WA","(YC),(D),(*)","Bars/Clubs",1977,NA,"3400 Fremont , Seattle, WA",-122.3495907,47.6496601,"3400 fremont ave n, seattle, wa 98103, usa","Geocoded",NA,NA
"(2nd floor)","2402 First Avenue ","Seattle","WA","(*)","Baths",1977,NA,"2402 First Avenue , Seattle, WA",-122.3478391,47.6144167,"2402 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"","407 2nd Avenue ","Seattle","WA","(M),(RT),(OC)","Bars/Clubs",1977,NA,"407 2nd Avenue , Seattle, WA",-122.3319813,47.5987056,"407 2nd ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"(Looks promising)(may be called ""The Bunkhouse"" or Marshall's Office","1224 Howell ","Seattle","WA","(W)","Bars/Clubs",1977,NA,"1224 Howell , Seattle, WA",-122.3301248,47.6174973,"1224 howell st, seattle, wa 98101, usa","Geocoded",NA,NA
"","1111 E. Pike Street ","Seattle","WA","(HIP),(D),(PT)","Bars/Clubs",1977,NA,"1111 E. Pike Street , Seattle, WA",-122.3175671,47.6139381,"1111 e pike st, seattle, wa 98122, usa","Geocoded",NA,NA
"","1726 16th Avenue ","Seattle","WA","","Business",1977,NA,"1726 16th Avenue , Seattle, WA",-122.3111419,47.6173343,"1726 16th ave, seattle, wa 98122, usa","Geocoded",NA,NA
"(also 'Leather Cell' shop) near Virgina","2018 First Avenue ","Seattle","WA","(SM),(W),(PT),(*)","Bars/Clubs",1977,NA,"2018 First Avenue , Seattle, WA",-122.3430237,47.6116018,"2018 1st ave, seattle, wa 98121, usa","Geocoded",NA,NA
"(days only)","1101 East Pike Street","Seattle","WA","(M)","Bars/Clubs",1977,NA,"1101 East Pike Street, Seattle, WA",-122.317876,47.613875,"1101 e pike st, seattle, wa 98122, usa","Geocoded",NA,NA
"(Liquor)","801 Pike St. ","Seattle","WA","(R)","Restaurant",1977,NA,"801 Pike St. , Seattle, WA",-122.3322033,47.6120738,"801 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"","922 Third Avenue","Seattle","WA","(W),(D),(*)","Bars/Clubs",1977,NA,"922 Third Avenue, Seattle, WA",-122.3335175,47.6050736,"922 3rd ave, seattle, wa 98104, usa","Geocoded",NA,NA
"","1210 First Ave.","Seattle","WA","","Book Store",1977,NA,"1210 First Ave., Seattle, WA",-122.3375875,47.6064743,"1210 1st ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","128 16th Avenue East","Seattle","WA","","Church",1977,NA,"128 16th Avenue East, Seattle, WA",-122.3110514,47.6194235,"128 16th ave e, seattle, wa 98112, usa","Geocoded",NA,NA
"","120 Pike St. ","Seattle","WA","(M)","Business",1977,NA,"120 Pike St. , Seattle, WA",-122.3394374,47.6093319,"120 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"(Liquor)","203 Yessler ","Seattle","WA","(R),(*)","Restaurant",1977,NA,"203 Yessler , Seattle, WA",-122.33113,47.6015853,"203 yesler way, seattle, wa 98104, usa","Geocoded",NA,NA
"(No booze-C-AH)(May be closing)","107 Occidental Avenue South ","Seattle","WA","(C),(AH),(B)","Bars/Clubs",1977,NA,"107 Occidental Avenue South , Seattle, WA",-122.3332349,47.6014249,"107 occidental ave s, seattle, wa 98104, usa","Geocoded",NA,NA
"","824 Pike Street","Seattle","WA","(OC),(PT)","Bars/Clubs",1977,NA,"824 Pike Street, Seattle, WA",-122.331423,47.612477,"824 pike st, seattle, wa 98101, usa","Geocoded",NA,NA
"","1404 7th Ave.","Seattle","WA","","Theatre",1977,NA,"1404 7th Ave., Seattle, WA",-122.3325116,47.6106677,"1404 7th ave, seattle, wa 98101, usa","Geocoded",NA,NA
"","315 First Avenue North","Seattle","WA","(R)","Restaurant",1977,NA,"315 First Avenue North, Seattle, WA",-122.3556682,47.6215336,"315 1st ave n, seattle, wa 98109, usa","Geocoded",NA,NA
"","210 S. Jackson","Seattle","WA","(G),(D),(PT)","Bars/Clubs",1977,NA,"210 S. Jackson, Seattle, WA",-122.3310265,47.5994175,"210 s jackson st, seattle, wa 98104, usa","Geocoded",NA,NA
