"ID","title","streetaddress","description","amenityfeatures","type","city","state","unclear_address","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
16,"The Quest Club","416 24th St S","(at 5th Ave S) 205/251-4313 24hrs, 19+ Wed-Sun (nights only), patio","(M),(D),(S),(PC),(WC)","Nightclubs","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","416 24th St S ,  Birmingham ,  AL",-86.7962584,33.5108515,"416 24th st s, birmingham, al 35233, usa","Geocoded"
17,"The Station","2025 Morris Ave","(at 21st) 205/254-3750, 888/453-3299 10pm-6am Sat, patio","(*),(MW),(D),(WC),($)","Nightclubs","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2025 Morris Ave ,  Birmingham ,  AL",-86.8040176,33.5143285,"2025 morris ave, birmingham, al 35203, usa","Geocoded"
18,"Anthony's","2131 7th Ave S","(at 20th) 205/324-1215 dinner from 5pm, clsd Mon, cont'l/Italian, full bar","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2131 7th Ave S ,  Birmingham ,  AL",-86.797088,33.5068572,"2131 7th ave s, birmingham, al 35233, usa","Geocoded"
19,"Bottega Cafe & Restaurant","2240 Highland Ave","(btwn 22nd & 23rd) 205/939-1000 lunch & dinner, clsd Sun, full bar","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2240 Highland Ave ,  Birmingham ,  AL",-86.7899964,33.5024875,"2240 highland ave, birmingham, al 35205, usa","Geocoded"
20,"Crestwood Grill","5500 Crestwood Blvd","205/595-1995 lunch & dinner, full bar","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","5500 Crestwood Blvd ,  Birmingham ,  AL",-86.7481284,33.5288694,"5500 crestwood blvd, birmingham, al 35212, usa","Geocoded"
21,"Highlands Bar & Grill","2011 11th Ave S","(20th St) 205/939-1400 6pm-10pm, bar from 4pm, clsd Sun-Mon","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2011 11th Ave S ,  Birmingham ,  AL",-86.7954871,33.5005864,"2011 11th ave s, birmingham, al 35205, usa","Geocoded"
22,"John's","112 21st St N","(at 1st Ave N) 205/322-6014 11am-10pm, clsd Sun, full bar","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","112 21st St N ,  Birmingham ,  AL",-86.822209,33.5425441,"21st st n, birmingham, al, usa","Geocoded"
23,"PT's Sports Grill","350 Hollywood Blvd","(at Hwy 280 S) 205/879-8519 11am-close daily","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","350 Hollywood Blvd ,  Birmingham ,  AL",-86.7779731,33.4828746,"350 hollywood blvd, birmingham, al 35209, usa","Geocoded"
24,"Sarvac's","401 18th St S","(btwn 4th & 5th) 205/251-0347 10:30am-3pm, clsd wknds, Southern cuisine","(WC)","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","401 18th St S ,  Birmingham ,  AL",-86.8047846,33.507856,"401 18th st s, birmingham, al 35233, usa","Geocoded"
25,"Silverton Cafe","3813 Clairmont Ave S","(at 39th St S) 205/591-3707 11am-10pm, till 9pm Sun, also full bar, more gay Mon","","Restaurants","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","3813 Clairmont Ave S ,  Birmingham ,  AL",-86.77371,33.5146704,"3813 clairmont ave, birmingham, al 35222, usa","Geocoded"
26,"Terrific New Theater","2821 2nd Ave S","205/328-0868","","Entertainment & Recreation","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2821 2nd Ave S ,  Birmingham ,  AL",-86.7909213,33.5162953,"2821 2nd ave s, birmingham, al 35233, usa","Geocoded"
27,"Lodestar Books","2020-B 11th Ave S","(btwn 20th & 21th) 205/939-3356 10am-7pm, 1pm-5pm Sun, lgbt section","(WC)","Bookstores","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2020-B 11th Ave S ,  Birmingham ,  AL",-86.7950963,33.500939,"2020 11th ave s b, birmingham, al 35205, usa","Geocoded"
28,"Bad Seed","2030 11th Ave S","(btwn 20th & 21st) 205/933-7333 noon-8pm, clsd Sun, music, videos & gifts","(GO)","Retail Shops","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2030 11th Ave S ,  Birmingham ,  AL",-86.7949271,33.5008856,"2030 11th ave s, birmingham, al 35205, usa","Geocoded"
30,"Alabama Adult Books","801 3rd Ave N","(at 8th) 205/322-7323 24hrs","","Erotica","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","801 3rd Ave N ,  Birmingham ,  AL",NA,NA,"NA","Geocoded"
31,"Birmingham Adult Books","7610 1st Ave N","205/836-1580 24hrs, booths","(*)","Erotica","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","7610 1st Ave N ,  Birmingham ,  AL",-86.7298608,33.5608108,"7610 1st ave n, birmingham, al 35206, usa","Geocoded"
32,"The Downtown Bookstore","2731 8th Ave N","205/328-5525 video arcade, booths","","Erotica","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","2731 8th Ave N ,  Birmingham ,  AL",-86.7995177,33.5264971,"2731 reverend abraham woods jr boulevard, birmingham, al 35203, usa","Geocoded"
33,"Pleasure Books","7604 1st Ave N","(at 77th St) 205/836-7379 video arcade, booths","","Erotica","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","7604 1st Ave N ,  Birmingham ,  AL",-86.7301797,33.560792,"7604 1st ave n, birmingham, al 35206, usa","Geocoded"
34,"Top Hat Cinema","9221 Todd Dr","205/833-8221 theater, booths","","Erotica","Birmingham","AL",NA,"","",2001,"9/29/2023 4:26pm","9221 Todd Dr ,  Birmingham ,  AL",-86.700455,33.5878074,"9221 todd ave, birmingham, al 35206, usa","Geocoded"
37,"Days Inn","810 6th Ave","(Hwy 31 N at Church) 256/355-3520, 800/DAYS-INN discount w/ Damron mention","(GF),(SW),(WC)","Accommodations","Decatur","AL",NA,"","",2001,"9/29/2023 4:26pm","810 6th Ave ,  Decatur ,  AL",NA,NA,"NA","Geocoded"
38,"The Waffle House","710 6th Ave NE","(btwn Layfayette & Walnut) 256/355-2871 24hrs, popular after hours","","Restaurants","Decatur","AL",NA,"","",2001,"9/29/2023 4:26pm","710 6th Ave NE ,  Decatur ,  AL",-86.9789689,34.6076248,"710 6th ave ne, decatur, al 35601, usa","Geocoded"
39,"The Vault","111 E Main St","(at N Foster) 334/794-0230 7pm-close, clsd Sun","(MW),(D),(S),(19+),(WC)","Nightclubs","Dothan","AL",NA,"","",2001,"9/29/2023 4:26pm","111 E Main St ,  Dothan ,  AL",-85.3918809,31.223744,"111 e main st, dothan, al 36301, usa","Geocoded"
40,"Nitro","2461 E Meighan Blvd","256/492-9724 8pm-close Wed & Fri, till 2am Sat","(MW),(D),(TG),(S)","Nightclubs","Gadsden","AL",NA,"","",2001,"9/29/2023 4:26pm","2461 E Meighan Blvd ,  Gadsden ,  AL",-85.9634536,33.984838,"2461 e meighan blvd, gadsden, al 35903, usa","Geocoded"
41,"Spring Creek Campground","163 Campground Rd","(at Hwy 52 & Country Rd 4) 334/684-3891 cabins, tent & RV sites, some theme wknds w/DJ","(M),(SW),(N),(GO)","Accommodations","Geneva","AL",NA,"","",2001,"9/29/2023 4:26pm","163 Campground Rd ,  Geneva ,  AL",-85.833187,31.023005,"163 campground rd, geneva, al 36340, usa","Geocoded"
42,"Vieux Carre","1204 Posey","(at La Larkin) 256/534-5970 7pm-2am, DJ Fri-Sat, shows Sun, patio","(MW),(NH),(D),(E),(WC)","Bars","Huntsville","AL",NA,"","",2001,"9/29/2023 4:26pm","1204 Posey ,  Huntsville ,  AL",-86.6005271,34.7379952,"1204 posey st nw, huntsville, al 35816, usa","Geocoded"
43,"Upscale","2021 Golf Rd","256/881-8820 7pm-2am Fri, 8pm-2am Sat, 'Alabama largest alternative entertainment complex'","(MW),(D),(F),(S),(WC)","Nightclubs","Huntsville","AL",NA,"","",2001,"9/29/2023 4:26pm","2021 Golf Rd ,  Huntsville ,  AL",-86.582824,34.6824131,"2021 golf rd sw, huntsville, al 35802, usa","Geocoded"
45,"B-Bob's","6157 Airport Blvd #201","334/341-0102 5pm-close","(MW),(D),(CW),(B),(S),(YC),(PC),(WC)","Bars","Mobile","AL",NA,"","",2001,"9/29/2023 4:26pm","6157 Airport Blvd #201 ,  Mobile ,  AL",-88.1834797,30.6749486,"6157 airport blvd unit 201, mobile, al 36608, usa","Geocoded"
46,"Gabriel's Downtown","55 S Joachim St","(at Government) 334/432-4900 5pm-close, from 3pm Sun","(MW),(K),(V),(PC)","Bars","Mobile","AL",NA,"","",2001,"9/29/2023 4:26pm","55 S Joachim St ,  Mobile ,  AL",-88.0433261,30.6901868,"55 s joachim st, mobile, al 36602, usa","Geocoded"
47,"Society Lounge","51 S Conception","(at Conti) 334/433-9141 noon-close","(*),(MW),(D),(S),(PC),(WC)","Bars","Mobile","AL",NA,"","",2001,"9/29/2023 4:26pm","51 S Conception ,  Mobile ,  AL",-88.0423955,30.6906831,"51 s conception st, mobile, al 36602, usa","Geocoded"
50,"AA Gay/ Lesbian","3201 Turnagain St","(at Unitarian Universalist) 907/272-2312 7pm Mon","","Info Lines & Services","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","3201 Turnagain St ,  Anchorage ,  AK",-149.934865,61.1914442,"3201 turnagain st, anchorage, ak 99517, usa","Geocoded"
52,"IMRU2","640 W 36th Ave","(at 'Q Cafe,' in back lounge)","","Info Lines & Services","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","640 W 36th Ave ,  Anchorage ,  AK",-149.894785,61.1878601,"640 w 36th ave, anchorage, ak 99503, usa","Geocoded"
53,"Alaska Bear Company B&B","535 E 6th Ave","(at Fairbanks) 907/277-BEAR in downtown Anchorage","(GS)","Accommodations","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","535 E 6th Ave ,  Fairbanks ,  AK",NA,NA,"NA","Geocoded"
54,"Aurora Winds Resort B&B","7501 Upper O'Malley","907/346-2533 on a hillside above Anchorage","(MW),(GO)","Accommodations","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","7501 Upper O'Malley ,  Anchorage ,  AK",-149.7421246,61.1246898,"7501 upper o'malley rd, anchorage, ak 99507, usa","Geocoded"
55,"Cheney Lake B&B","6333 Colgate Dr","(at Baxter) 907/337-4391, 888/337-4391","(GF),(NS),(GO)","Accommodations","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","6333 Colgate Dr ,  Anchorage ,  AK",-149.7622436,61.1991615,"6333 colgate dr, anchorage, ak 99504, usa","Geocoded"
56,"Gallery B&B","1229 G St","(at 12th) 907/274-2567","(GF),(GO)","Accommodations","Anchorage","AK",NA,"","",2001,"2/28/2024 8:09pm","1229 G St ,  Anchorage ,  AK",-149.8950018,61.2101291,"1229 g st, anchorage, ak 99501, usa","Geocoded"
57,"Mad Myrna's","530 E 5th Ave","(at Fairbanks) 907/276-9762 3pm-3am, noon-close Sun","(MW),(NH),(D),(F),(S)","Bars","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","530 E 5th Ave ,  Fairbanks ,  AK",-147.336094,64.750282,"530 e 5th ave, north pole, ak 99705, usa","Geocoded"
59,"At Last A Deli","701 W 36th Ave","(at Artic Blvd) 907/563-3354 7:30am-6pm, 11am-4pm Sat, clsd Sun","","Restaurants","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","701 W 36th Ave ,  Anchorage ,  AK",-149.8964522,61.1888804,"701 w 36th ave, anchorage, ak 99503, usa","Geocoded"
60,"China Lights","12110 Business Blvd","Eagle River 907/694-8080 10:30am-10pm","","Restaurants","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","12110 Business Blvd ,  Anchorage ,  AK",-149.5698511,61.330285,"12110 business blvd, eagle river, ak 99577, usa","Geocoded"
62,"Kodiak Kafe & Dinner House","225 E 5th Ave","(btwn Cordova & Barrow) 907/258-5233 brkfst, lunch & dinner","","Restaurants","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","225 E 5th Ave ,  Anchorage ,  AK",-149.880157,61.2177809,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded"
63,"O'Brady's Burgers & Brew","6901 E Tudor Rd","(in Chugach Sq) 907/338-1080 11am-midnight, noon-10pm Sun","","Restaurants","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","6901 E Tudor Rd ,  Anchorage ,  AK",-149.7503016,61.1821371,"6901 e tudor rd, anchorage, ak 99507, usa","Geocoded"
64,"O'Brady's Burgers & Brew","800 E Diamond","(in Diamond Ctr), 907/344-8033","","Restaurants","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","800 E Diamond ,  Anchorage ,  AK",-149.8672893,61.1434921,"800 e dimond blvd, anchorage, ak 99515, usa","Geocoded"
65,"Simon & Seafort's","420 L St","(btwn 4th & 5th) 907/274-3502 seafood & prime rib, full bar","","Restaurants","Anchorage","AK",NA,"","",2001,"2/28/2024 8:09pm","420 L St ,  Anchorage ,  AK",-149.9043855,61.2179832,"420 l st, anchorage, ak 99501, usa","Geocoded"
66,"Capri","3425 E Tudor","(at Dale) 907/561-0064 often shows lesbigay & alternative films","","Entertainment & Recreation","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","3425 E Tudor ,  Anchorage ,  AK",-149.8158911,61.1818125,"3425 e tudor rd, anchorage, ak 99507, usa","Geocoded"
67,"Cyrano's Bookstore & Cafe","413 D St","(btwn 1st & 5th) 907/274-2599 11am-7pm, from 10am summer, open later on wknds","(F),(S),(BW),(WC)","Bookstores","Anchorage","AK",NA,"","",2001,"2/28/2024 8:09pm","413 D St ,  Anchorage ,  AK",-149.889225,61.2182137,"413 d st, anchorage, ak 99501, usa","Geocoded"
68,"Stonewall'd","528 E 5th Ave","(btwn Eagle & Fairbanks St) 907/276-1992 11am-7pm, clsd Mon, cards, gifts, T-shirts, books & more","","Retail Shops","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","528 E 5th Ave ,  Anchorage ,  AK",-149.8739295,61.2173522,"528 e 5th ave, anchorage, ak 99501, usa","Geocoded"
73,"Ace's","305 W Diamond Blvd","907/522-1987 24hrs","","Erotica","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","305 W Diamond Blvd ,  Anchorage ,  AK",-149.8847859,61.1449806,"305 w dimond blvd, anchorage, ak 99515, usa","Geocoded"
74,"Swingers Books & Gifts","710 W Northern Lights Blvd","(at Arctic) 907/561-5039 24hrs","","Erotica","Anchorage","AK",NA,"","",2001,"9/29/2023 4:26pm","710 W Northern Lights Blvd ,  Anchorage ,  AK",-149.897326,61.1951308,"710 w northern lights blvd, anchorage, ak 99503, usa","Geocoded"
76,"Ah, Rose Marie B&B","302 Cowles St","(at 3rd Ave) 907/456-2040 full brkfst","(GS),(GO)","Accommodations","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","302 Cowles St ,  Fairbanks ,  AK",-147.7299871,64.8438298,"302 cowles st, fairbanks, ak 99701, usa","Geocoded"
77,"Billie's Backpackers Hostel","2895 Mack Rd","907/457-2034 B&B, hostel & campsites","(GF),(F)","Accommodations","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","2895 Mack Rd ,  Fairbanks ,  AK",-147.7868655,64.8593388,"2895 mack blvd, fairbanks, ak 99709, usa","Geocoded"
78,"Crabtree Guest House","724 College Rd","907/451-6501 kitchens, shared baths","(M)","Accommodations","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","724 College Rd ,  Fairbanks ,  AK",-147.7237825,64.8592874,"724 college rd, fairbanks, ak 99701, usa","Geocoded"
79,"Fairbanks Hotel","517 3rd Ave","(btwn Cushman & Lacey) 907/456-6411, 888/329-4685 recently restored to art deco style","(GF),(GO)","Accommodations","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","517 3rd Ave ,  Fairbanks ,  AK",-147.7182478,64.8428654,"517 3rd ave, fairbanks, ak 99701, usa","Geocoded"
80,"Palace Saloon","3175 College Rd","(at Alaskaland) 907/451-1858, 907/456-5960 10pm-3am Fri-Sat (seasonal), gay after 11pm Fri-Sat only","(GF),(D),(S)","Bars","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","3175 College Rd ,  Fairbanks ,  AK",-147.7945307,64.8588131,"3175 college rd, fairbanks, ak 99709, usa","Geocoded"
81,"Into the Woods Bookshop","3560 College Rd","907/479-7701 11am-midnight, till 2am Fri-Sat, 6pm-10pm Mon, new/ used titles, also cafe","(E),(WC)","Bookstores","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","3560 College Rd ,  Fairbanks ,  AK",-147.8099889,64.856446,"3560 college rd, fairbanks, ak 99709, usa","Geocoded"
82,"Fantasyland Video","1765 Richardson Hwy","907/488-0879 24hrs","","Erotica","Fairbanks","AK",NA,"","",2001,"9/29/2023 4:26pm","1765 Richardson Hwy ,  Fairbanks ,  AK",-147.5150194,64.7879329,"1765 richardson hwy, north pole, ak 99705, usa","Geocoded"
83,"Island Watch B&B","4241 Claudia St","(at West Hill Rd) 907/235-2265 full brkfst, kitchens","(GF),(NS),(WC)","Accommodations","Homer","AK",NA,"","",2001,"9/29/2023 4:26pm","4241 Claudia St ,  Homer ,  AK",-151.5819032,59.6513336,"4241 claudia st, homer, ak 99603, usa","Geocoded"
84,"The Shorebird Guest House","4774 Kachemak Dr","907/235-2107 cottage rental, beach access","(*),(GS),(WC)","Accommodations","Homer","AK",NA,"","",2001,"9/29/2023 4:26pm","4774 Kachemak Dr ,  Homer ,  AK",-151.4421403,59.6609872,"4774 kachemak dr, homer, ak 99603, usa","Geocoded"
85,"Skyline B&B","63540 Skyline Dr","907/235-3823 full brkfst, hot tub","(GF),(GO)","Accommodations","Homer","AK",NA,"","",2001,"9/29/2023 4:26pm","63540 Skyline Dr ,  Homer ,  AK",-151.4833927,59.6768732,"63540 skyline dr, homer, ak 99603, usa","Geocoded"
88,"Pearson's Pond Luxury Inn","4541 Sawa Cir","907/789-3772, 888/658-6328 hot tub","(GF),(NS)","Accommodations","Juneau","AK",NA,"","",2001,"9/29/2023 4:26pm","4541 Sawa Cir ,  Juneau ,  AK",-134.5901593,58.4002068,"4541 sawa cir, juneau, ak 99801, usa","Geocoded"
89,"Inn at the Waterfront","455 S Franklin St","907/586-2050 5pm-10pm, full bar","","Restaurants","","AK",NA,"","",2001,"9/29/2023 4:26pm","455 S Franklin St ,   ,  AK",NA,NA,"NA","Geocoded"
90,"Millar Street House","1430 Millar St","907/225-1258, 800/287-1607 also kayak tours","(GF)","Accommodations","Ketchikan","AK",NA,"","",2001,"9/29/2023 4:26pm","1430 Millar St ,  Ketchikan ,  AK",-131.660324,55.347439,"1430 millar st, ketchikan, ak 99901, usa","Geocoded"
92,"A Crescent Harbor Hideaway","709 Lincoln St","907/747-4900 restored historic waterfront home, wildlife & marine tours","(GF)","Accommodations","Sitka","AK",NA,"","",2001,"9/29/2023 4:26pm","709 Lincoln St ,  Sitka ,  AK",-135.327029,57.0513057,"709 lincoln st, sitka, ak 99835, usa","Geocoded"
93,"Rookie's","1617 Sawmill Creek Rd","907/747-7607 11am-11pm, till 2am Th-Sat, patio, also restaurant","(GF),(D),(GO)","Bars","Sitka","AK",NA,"","",2001,"9/29/2023 4:26pm","1617 Sawmill Creek Rd ,  Sitka ,  AK",-135.293105,57.047323,"1617 sawmill creek rd, sitka, ak 99835, usa","Geocoded"
94,"Backdoor Cafe","104 Barracks","(behind 'Old Harbor Books' on Lincoln St) 907/747-8856 6am-6pm","(GF)","Cafes","Sitka","AK",NA,"","",2001,"9/29/2023 4:26pm","104 Barracks ,  Sitka ,  AK",-135.3372994,57.0501151,"barracks st, sitka, ak 99835, usa","Geocoded"
95,"The Marina Restaurant","205 Harbor Dr","907/747-8840 11am-10pm, seafood","(GO)","Restaurants","Sitka","AK",NA,"","",2001,"9/29/2023 4:26pm","205 Harbor Dr ,  Sitka ,  AK",-135.3363418,57.049353,"205 harbor dr, sitka, ak 99835, usa","Geocoded"
96,"Otter Place Gifts","336 Lincoln St","907/747-3217 9am-6pm, local gifts & souvenirs","(GO)","Retail Shops","Sitka","AK",NA,"","",2001,"9/29/2023 4:26pm","336 Lincoln St ,  Sitka ,  AK",-135.3335375,57.0505249,"336 lincoln st, sitka, ak 99835, usa","Geocoded"
97,"The Airport Video (Adult Resort)","10145 E Apache Tr","(exit Crismon Rd off I-60 E, 30 min from Phoenix) 480/380-9843 24hrs, swimming","(MW),(SW),(AYOR)","Erotica","Apache Junction","AZ",NA,"","",2001,"9/29/2023 4:26pm","10145 E Apache Tr ,  Apache Junction ,  AZ",-111.6114659,33.4145398,"10145 e apache trail, apache junction, az 85120, usa","Geocoded"
98,"102-A Premier B&B","102 Tombstone Canyon","520/432-5424 full-service B&B, mtn view","(GS),(GO)","Accommodations","Bisbee","AZ",NA,"","",2001,"9/29/2023 4:26pm","102 Tombstone Canyon ,  Bisbee ,  AZ",-109.9184483,31.4412938,"102 tombstone canyon, bisbee, az 85603, usa","Geocoded"
99,"St Elmo's","36 Brewery Gulch Ave","520/432-5578 10am-1am, live bands Fri-Sat","(GF)","Bars","Bisbee","AZ",NA,"","",2001,"9/29/2023 4:26pm","36 Brewery Gulch Ave ,  Bisbee ,  AZ",-109.9133583,31.4485895,"36 brewery gulch, bisbee, az 85603, usa","Geocoded"
100,"The Lariat Saloon","1161 Hancock Rd","(at 95) 520/758-8479 10am-1am","(MW),(NH),(MR),(WC)","Bars","Bullhead City","AZ",NA,"","",2001,"9/29/2023 4:26pm","1161 Hancock Rd ,  Bullhead City ,  AZ",-114.6073171,35.1083049,"1161 hancock rd, bullhead city, az 86442, usa","Geocoded"
102,"Seasons Party Shoppe","895 S Main St","(on Rte 89-A, N of 260) 520/649-1747 10am-6pm, pride items, party supplies, costumes","(GO)","Retail Shops","Cottonwood","AZ",NA,"","",2001,"9/29/2023 4:26pm","895 S Main St ,  Cottonwood ,  AZ",-112.0042517,34.7231494,"895 s main st, cottonwood, az 86326, usa","Geocoded"
104,"Rainbow Community Center","1300 S Milton Rd","520/774-6416 serving northern AZ","","Info Lines & Services","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","1300 S Milton Rd ,  Flagstaff ,  AZ",-111.6608241,35.1877208,"1300 s milton rd, flagstaff, az 86001, usa","Geocoded"
106,"Hotel Monte Vista","100 N San Francisco St","520/779-6971, 800/545-3068 full bar, historic 1927 lodging","(GF)","Accommodations","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","100 N San Francisco St ,  Flagstaff ,  AZ",-111.6473011,35.1982704,"100 n san francisco st, flagstaff, az 86001, usa","Geocoded"
107,"Charlie's","23 N Leroux","(at Aspen) 520/779-1919 11am-1am","(GF),(F),(WC)","Bars","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","23 N Leroux ,  Flagstaff ,  AZ",-111.6490426,35.1984359,"23 n leroux st, flagstaff, az 86001, usa","Geocoded"
108,"Monte Vista Lounge","100 N San Francisco St","(at Aspen) 520/774-2403 11am-1am","(GF),(E)","Bars","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","100 N San Francisco St ,  Flagstaff ,  AZ",-111.6473011,35.1982704,"100 n san francisco st, flagstaff, az 86001, usa","Geocoded"
109,"Cafe Ole","119 S San Francisco","(at Butler) 520/774-8272 lunch & dinner, clsd wknds","(BW),(WC)","Restaurants","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","119 S San Francisco ,  Flagstaff ,  AZ",-111.6494202,35.1947542,"119 s san francisco st, flagstaff, az 86001, usa","Geocoded"
110,"Pasto","19 E Aspen","(at San Francisco) 520/779-1937 dinner only, Italian","(BW),(WC)","Restaurants","Flagstaff","AZ",NA,"","",2001,"9/29/2023 4:26pm","19 E Aspen ,  Flagstaff ,  AZ",-111.6481046,35.1981305,"19 e aspen ave, flagstaff, az 86001, usa","Geocoded"
