"ID","title","type","streetaddress","city","state","description","amenityfeatures","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
40,"Lola's","Bars/Clubs","115 Clinton Ave.","Huntsville","AL","534-4297 (MW,D,S) 7pm-2am Fri-Sun","(D),(S),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","115 Clinton Ave. ,  Huntsville ,  AL",-86.5872215,34.7306106,"115 clinton ave w, huntsville, al 35801, usa","Geocoded"
41,"Vieux Carre","Bars/Clubs","1204 Posey","Huntsville","AL","534-5970 (MW,D,NH) 7pm- 2am Mon-Thurs, opens 5pm Fri-Sun, patio","(D),(MW),(NH)",NA,1991,NA,"","4/25/2023 9:34pm","1204 Posey ,  Huntsville ,  AL",-86.6005067,34.7379893,"1204 posey st nw, huntsville, al 35816, usa","Geocoded"
43,"MCC","Religious Organizations","2400 Bob Wallace #102-103, 35805","Huntsville","AL","533-6220 Sun 10am & 6pm (interpreted for hearing-impaired)","",NA,1991,NA,"","4/25/2023 9:34pm","2400 Bob Wallace #102-103, 35805 ,  Huntsville ,  AL",-86.5976451,34.7116241,"2400 bob wallace ave sw 102 103, huntsville, al 35805, usa","Geocoded"
42,"Opening Books","Book Stores or Retail Shops","403 Pratt Ave. N.E.","Huntsville","AL","536-5880 9am- 10pm Sun-Thurs, til midnight Fri & Sat, lending library","",NA,1991,NA,"","4/25/2023 9:34pm","403 Pratt Ave. N.E. ,  Huntsville ,  AL",-86.580157,34.7390826,"403 pratt ave ne, huntsville, al 35801, usa","Geocoded"
1691,"Park Place Lounge","Bars/Clubs","2712 Park St.","Jacksonville","FL","389-6616","(S)",NA,1991,NA,"","4/25/2023 9:34pm","2712 Park St. ,  Jacksonville ,  FL",-81.6938777,30.3101575,"2712 park st, jacksonville, fl 32205, usa","Geocoded"
1690,"Jarviston Junction","Bars/Clubs","1261 King Rd.","Jacksonville","FL","388-3434 3pm-2am Mon-Sat, clsd Sun","(MW),(BW),(NH)",NA,1991,NA,"","4/25/2023 9:34pm","1261 King Rd. ,  Jacksonville ,  FL",-81.5875233,30.3343642,"1261 king arthur rd, jacksonville, fl 32211, usa","Geocoded"
1692,"The Phoenix","Bars/Clubs","1216 Kings Ave.","Jacksonville","FL","398-0101 3pm- 2am Mon-Fri, 8pm-2am Sat, clsd Sun","(LV),(L),(V)",NA,1991,NA,"","4/25/2023 9:34pm","1216 Kings Ave. ,  Jacksonville ,  FL",-81.6540123,30.3133408,"1216 kings ave, jacksonville, fl 32207, usa","Geocoded"
1694,"Third Dimension","Bars/Clubs,Restaurants & Cafes","711 Edison Ave.","Jacksonville","FL","353-6316 11am-2am, clsdSun","(D),(S),(F),(E)",NA,1991,NA,"","4/25/2023 9:34pm","711 Edison Ave. ,  Jacksonville ,  FL",-81.6757687,30.3212641,"711 edison ave, jacksonville, fl 32204, usa","Geocoded"
1693,"Rumors by M","Bars/Clubs","749 Cesery Blvd.","Jacksonville","FL","721-5254 3pm-2am Mon-Thurs, 3pm-3am Fri & Sat, clsd Sun","(MW),(D),(E),(S),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","749 Cesery Blvd. ,  Jacksonville ,  FL",-81.5964294,30.3256177,"749 cesery blvd, jacksonville, fl 32211, usa","Geocoded"
1696,"Club Jacksonville Health Club / CBC","Gym/Health Clubs","1939 Hendricks Ave.","Jacksonville","FL","398-7451 24hrs","(PC)",NA,1991,NA,"","4/25/2023 9:34pm","1939 Hendricks Ave. ,  Jacksonville ,  FL",-81.6533924,30.3057275,"1939 hendricks ave, jacksonville, fl 32207, usa","Geocoded"
1697,"Shades o f Lavender","Book Stores or Retail Shops","1502 Hendricks","Jacksonville","FL","346-3182 gay/ lesbian books, hrs vary","",NA,1991,NA,"","4/25/2023 9:34pm","1502 Hendricks ,  Jacksonville ,  FL",-81.655019,30.310338,"1502 hendricks ave, jacksonville, fl 32207, usa","Geocoded"
1700,"MCC","Religious Organizations","126 E. 7th St.","Jacksonville","FL","358-6747 11am, 7pm Sun & 7pm Wed","",NA,1991,NA,"","4/25/2023 9:34pm","126 E. 7th St. ,  Jacksonville ,  FL",-81.6516697,30.3440659,"126 e 7th st, jacksonville, fl 32206, usa","Geocoded"
1699,"Sea Kindly Sailing Charters","Travel Agency or Tour Operators","999 First Coast Hwy. W.","Jacksonville","FL","Box 10, Fernandina Beach, 277-3826/378-8360 cus­ tomized sailing charters","",NA,1991,NA,"","4/25/2023 9:34pm","999 First Coast Hwy. W. ,  Jacksonville ,  FL",-81.4454914,30.5461415,"1st coast hwy, jacksonville, fl, usa","Geocoded"
1698,"Men of All Color Together","Men's Services","1231 King St.","Jacksonville","FL","384-7789 mtgs 1st & 3rd Sat","",NA,1991,NA,"","4/25/2023 9:34pm","1231 King St. ,  Jacksonville ,  FL",-81.6943085,30.3119854,"1231 king st, jacksonville, fl 32204, usa","Geocoded"
4190,"Friends","Bars/Clubs","1551 Lejuene Blvd.","Jacksonville","NC","(rear entrance) 353-9710 7pm-2am","(MW),(D),(S),(PC),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","1551 Lejuene Blvd. ,  Jacksonville ,  NC",-77.3907592,34.7461899,"1551 lejeune blvd, jacksonville, nc 28540, usa","Geocoded"
48,"French Quarter","Cruising Areas,Bars/Clubs","215 Conti St.","Mobile","AL","438-9139","(D)",NA,1991,NA,"","4/25/2023 9:34pm","215 Conti St. ,  Mobile ,  AL",-88.0433046,30.690341,"215 conti st, mobile, al 36602, usa","Geocoded"
50,"Society Lounge","Bars/Clubs","51 Conception","Mobile","AL","433-9141 (M,S) 7pm-? Mon-Sat, noon-? Sun","(M),(S)",NA,1991,NA,"","4/25/2023 9:34pm","51 Conception ,  Mobile ,  AL",NA,NA,"NA","Geocoded"
47,"Club Park Ave.","Bars/Clubs","7 S. Joachim","Mobile","AL","433-9105 (*MW,V,S,E,YC) 6am-4am","(V),(S),(E),(YC),(MW),(*)",NA,1991,NA,"","4/25/2023 9:34pm","7 S. Joachim ,  Mobile ,  AL",-88.042733,30.6882644,"7 s joachim st, mobile, al 36602, usa","Geocoded"
49,"Golden Rod","Bars/Clubs","219 Conti","Mobile","AL","433-9175 (MX,MW,PC) 7pm-?","(MX),(MW),(PC)",NA,1991,NA,"","4/25/2023 9:34pm","219 Conti ,  Mobile ,  AL",-88.0434414,30.6903202,"219 conti st, mobile, al 36602, usa","Geocoded"
51,"MCC","Religious Organizations","2630 6th Ave. S.","Mobile","AL","326-8529 group meets weekly","",NA,1991,NA,"","4/25/2023 9:34pm","2630 6th Ave. S. ,  Mobile ,  AL",-88.0398912,30.6953657,"mobile, al, usa","Geocoded"
54,"City Lights","Bars/Clubs","211 Lee St.","Montgomery","AL","262-2600 (MW,D,E,S) 7pm-2am Mon-Fri, 6pm-2am Sat, clsd Sun","(MW),(D),(E),(S)",NA,1991,NA,"","4/25/2023 9:34pm","211 Lee St. ,  Montgomery ,  AL",-86.3107825,32.3772197,"211 lee st, montgomery, al 36104, usa","Geocoded"
55,"Zippers","Bars/Clubs","207 Dexter Ave.","Montgomery","AL","263-7890 (MW,D,S,AH) 8pm- ?Mon-Sat, 6pm-? Sun","(MW),(D),(S),(AH)",NA,1991,NA,"","4/25/2023 9:34pm","207 Dexter Ave. ,  Montgomery ,  AL",-86.3059453,32.3777771,"207 dexter ave, montgomery, al 36104, usa","Geocoded"
57,"MCC","Religious Organizations","5290 Vaughn","Montgomery","AL","(Unitarian Church) 264-7887 5:30pm Sun","",NA,1991,NA,"","4/25/2023 9:34pm","5290 Vaughn ,  Montgomery ,  AL",-86.2171226,32.3422846,"5290 vaughn rd, montgomery, al 36116, usa","Geocoded"
71,"Gay/Lesbian Support Services","Info Lines & Services","P.O. Box 4595","Tuscaloosa","AL","35486, 348-8494/348-1517 taped info","",NA,1991,NA,"","4/25/2023 9:34pm","P.O. Box 4595 ,  Tuscaloosa ,  AL",-87.5691735,33.2098407,"tuscaloosa, al, usa","Geocoded"
75,"Raven","Bars/Clubs","618 Gambell","Anchorage","AK","(enter through parking lot on 6th) 276-9672 (M,V,NH)","(M),(V),(NH)",NA,1991,NA,"","4/25/2023 9:34pm","618 Gambell ,  Anchorage ,  AK",-149.8716273,61.2162443,"618 gambell st, anchorage, ak 99501, usa","Geocoded"
76,"MCC","Religious Organizations","602 W. 10th Ave.","Anchorage","AK","(Log Cabin Unitarian Church) 745- 0803 2:30pm Sun","",NA,1991,NA,"","4/25/2023 9:34pm","602 W. 10th Ave. ,  Anchorage ,  AK",-149.8937455,61.2122881,"602 w 10th ave, anchorage, ak 99501, usa","Geocoded"
74,"Blue Moon","Bars/Clubs","530 E. 5th Ave.","Anchorage","AK","277-0441 (MW,D,S) 11:30am- 2:30am Mon-Thurs, llam -3am Fri & Sat, noon-2:30am Sun","(MW),(D),(S)",NA,1991,NA,"","4/25/2023 9:34pm","530 E. 5th Ave. ,  Anchorage ,  AK",-149.8736996,61.2172988,"mad myrna's, 530 e 5th ave, anchorage, ak 99501, usa","Geocoded"
79,"French Quarter","Erotica","4028 Mountain View","Anchorage","AK","276-9049 10am- 2am Mon-Sat, noon-1 lp m Sun","",NA,1991,NA,"","4/25/2023 9:34pm","4028 Mountain View ,  Anchorage ,  AK",-149.8056077,61.2239637,"4028 mountain view dr, anchorage, ak 99508, usa","Geocoded"
78,"Anchorage Video Mart","Erotica","137 W. 5th Ave.","Anchorage","AK","276-9224 24hrs","",NA,1991,NA,"","4/25/2023 9:34pm","137 W. 5th Ave. ,  Anchorage ,  AK",-149.8848136,61.2178036,"137 w 5th ave, anchorage, ak 99501, usa","Geocoded"
77,"Adults Only Bookstore","Erotica","3956 Spenard Rd.","Anchorage","AK","243-0697","",NA,1991,NA,"","4/25/2023 9:34pm","3956 Spenard Rd. ,  Anchorage ,  AK",-149.9262816,61.184545,"3956 spenard rd, anchorage, ak 99517, usa","Geocoded"
80,"La Sex Shoppe","Erotica","305 W. Dimond Blvd.","Anchorage","AK","522-1987 24hrs","",NA,1991,NA,"","4/25/2023 9:34pm","305 W. Dimond Blvd. ,  Anchorage ,  AK",-149.8847676,61.1449402,"305 w dimond blvd, anchorage, ak 99515, usa","Geocoded"
81,"Swinger Book Store","Erotica","710 W. Northern Lights Blvd.","Anchorage","AK","561- 5039 24hrs","",NA,1991,NA,"","4/25/2023 9:34pm","710 W. Northern Lights Blvd. ,  Anchorage ,  AK",-149.897326,61.1951308,"710 w northern lights blvd, anchorage, ak 99503, usa","Geocoded"
88,"Summit Hotel Bar","Bars/Clubs","455S. Franklin St","Juneau","AK","(rear) 586-2050 restaurant 5:30pm-10pm","(MX)",NA,1991,NA,"","4/25/2023 9:34pm","455S. Franklin St ,  Juneau ,  AK",-134.400941,58.297064,"455 s franklin st, juneau, ak 99801, usa","Geocoded"
198,"Ron's Place","Bars/Clubs","523 W. Poplar St.","Fayetteville","AR","9pm-2am Wed-Sun 442-3052","(MW),(D),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","523 W. Poplar St. ,  Fayetteville ,  AR",-94.165694,36.087881,"523 w poplar st, fayetteville, ar 72703, usa","Geocoded"
199,"MCC Ozarks","Religious Organizations","275 E. Huntsville Rd.","Fayetteville","AR","443-4278 11am Sun","",NA,1991,NA,"","4/25/2023 9:34pm","275 E. Huntsville Rd. ,  Fayetteville ,  AR",-94.1551584,36.0587558,"275 e huntsville rd, fayetteville, ar 72701, usa","Geocoded"
4172,"President video & News","Erotica","3712 Bragg Blvd.","Fayetteville","NC","864-9992","",NA,1991,NA,"","4/25/2023 9:34pm","3712 Bragg Blvd. ,  Fayetteville ,  NC",-78.940654,35.079861,"3712 bragg blvd, fayetteville, nc 28303, usa","Geocoded"
4170,"Reunion","Bars/Clubs","457 W. Russell St.","Fayetteville","NC","485-7644 9pm-2am Wed-Sun","(MW),(D),(S),(PC)",NA,1991,NA,"","4/25/2023 9:34pm","457 W. Russell St. ,  Fayetteville ,  NC",-78.8859358,35.0526025,"457 w russell st, fayetteville, nc 28301, usa","Geocoded"
4169,"Oz","Bars/Clubs","2540 Gillespie St.","Fayetteville","NC","485-2037 9pm-3am","(PC),(D),(S),(E)",NA,1991,NA,"","4/25/2023 9:34pm","2540 Gillespie St. ,  Fayetteville ,  NC",-78.8979248,35.010933,"2540 gillespie st, fayetteville, nc 28306, usa","Geocoded"
4171,"Expressions","Erotica","4326 Bragg Blvd.","Fayetteville","NC","864-2358","",NA,1991,NA,"","4/25/2023 9:34pm","4326 Bragg Blvd. ,  Fayetteville ,  NC",-78.9470728,35.0846659,"4326 bragg blvd, fayetteville, nc 28303, usa","Geocoded"
203,"Busters","Bars/Clubs","522 N. 10th St.","Ft. Smith","AR","782-0550 5pm-5am","(MW),(D),(E),(S)",NA,1991,NA,"","4/25/2023 9:34pm","522 N. 10th St. ,  Ft. Smith ,  AR",-94.4170894,35.3890645,"522 n 10th st, fort smith, ar 72901, usa","Geocoded"
204,"Court Garden","Bars/Clubs","305 Garrison Ave.","Ft. Smith","AR","783-9822 5pm-5am","(MW),(D)",NA,1991,NA,"","4/25/2023 9:34pm","305 Garrison Ave. ,  Ft. Smith ,  AR",-94.4275591,35.3891928,"305 garrison ave, fort smith, ar 72901, usa","Geocoded"
209,"Our House Lounge & Restaurant","Bars/Clubs","235 Broadway St.","Hot Springs","AR","624-6868 7pm-3am Mon-Fri, 7pm-2am Sat, shows monthly","(*),(MW),(D),(F)",NA,1991,NA,"","4/25/2023 9:34pm","235 Broadway St. ,  Hot Springs ,  AR",-93.0526862,34.507046,"235 broadway st, hot springs, ar 71901, usa","Geocoded"
211,"AA Gay/Lesbian","Info Lines & Services","4404 Woodlawn","Little Rock","AR","(Pulaski Hts Presb Church) 664-7303 (AA #) mtgs 5pm Sun, 8pm Wed","",NA,1991,NA,"","4/25/2023 9:34pm","4404 Woodlawn ,  Little Rock ,  AR",-92.322117,34.7566413,"4404 woodlawn dr, little rock, ar 72205, usa","Geocoded"
216,"Chaps","Bars/Clubs","1701 S. University Ave","Little Rock","AR","664-9600 7pm-1am Mon-Fri, 6pm-12am Sat","(M),(LV),(CW)",NA,1991,NA,"","4/25/2023 9:34pm","1701 S. University Ave ,  Little Rock ,  AR",-92.341211,34.736656,"1701 s university ave, little rock, ar 72204, usa","Geocoded"
214,"Little Rock Inn","Accommodations","601 Center St.","Little Rock","AR","376-8301 gay bars on premises","(MX),(MW),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","601 Center St. ,  Little Rock ,  AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa","Geocoded"
217,"Christopher's Lounge","Bars/Clubs","601 Center St.","Little Rock","AR","(at the Little Rock Inn) 376-8301 piano bar, 5pm-2am, Sat 4pm-lam","(M),(E)",NA,1991,NA,"","4/25/2023 9:34pm","601 Center St. ,  Little Rock ,  AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa","Geocoded"
218,"Discovery III","Bars/Clubs","1021 Jessie Rd.","Little Rock","AR","664-4784 9pm-2am Mon-Thur, 9pm-5am Fri & Sat","(*),(AH),(S),(D),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","1021 Jessie Rd. ,  Little Rock ,  AR",-92.3002408,34.75858,"1021 jessie rd, little rock, ar 72202, usa","Geocoded"
220,"Rumors","Bars/Clubs","5618 Asher","Little Rock","AR","562-7531 9pm-5am (from 7pm Sun), c & w dancing Sun 7pm","(MW),(D),(PC),(C&W)",NA,1991,NA,"","4/25/2023 9:34pm","5618 Asher ,  Little Rock ,  AR",-92.336072,34.7191026,"5618 asher ave, little rock, ar 72204, usa","Geocoded"
219,"Miss Febe's","Bars/Clubs","601 Center St.","Little Rock","AR","376-8301 drag bar; shows Thur-Sat, 9pm-2am, til lam Sat","(MW),(D),(S)",NA,1991,NA,"","4/25/2023 9:34pm","601 Center St. ,  Little Rock ,  AR",-92.2737142,34.7434647,"601 center st, little rock, ar 72201, usa","Geocoded"
223,"MCC of the Rock","Religious Organizations","2017 Chandler","Little Rock","AR","(North Little Rock) 753- 7075 worship 11am","",NA,1991,NA,"","4/25/2023 9:34pm","2017 Chandler ,  Little Rock ,  AR",-92.2880157,34.7444618,"little rock, ar, usa","Geocoded"
221,"Twisted Entertainment","Book Stores or Retail Shops","7201-B Asher Ave.","Little Rock","AR","568-4262 gift shop, 11a m -11p m , clsd Tues","",NA,1991,NA,"","4/25/2023 9:34pm","7201-B Asher Ave. ,  Little Rock ,  AR",-92.3421246,34.7175265,"7201 asher ave b, little rock, ar 72204, usa","Geocoded"
225,"Arkansas Advisor","Publications","P.O. Box 4397, 72214","Little Rock","AR","phone 666-6900","",NA,1991,NA,"","4/25/2023 9:34pm","P.O. Box 4397, 72214 ,  Little Rock ,  AR",-92.3875489,34.7121745,"little rock, ar 72214, usa","Geocoded"
226,"American Arcade","Erotica","4524 Asher","Little Rock","AR","666-9925 open 24hrs, videos","",NA,1991,NA,"","4/25/2023 9:34pm","4524 Asher ,  Little Rock ,  AR",-92.3252798,34.7234386,"4524 asher ave, little rock, ar 72204, usa","Geocoded"
224,"Unitarian - Universallst Church","Religious Organizations","1818 Resevoir Rd.","Little Rock","AR","225-1503 worship Sun 11am","",NA,1991,NA,"","4/25/2023 9:34pm","1818 Resevoir Rd. ,  Little Rock ,  AR",-92.3767914,34.7693142,"1818 reservoir rd, little rock, ar 72227, usa","Geocoded"
89,"St. Elmo's","Bars/Clubs","36 Brewery Gulch Ave.","Bisbee","AZ","432-5578  dis­creetly frequented by local gay population","(MX)",NA,1991,NA,"","4/25/2023 9:34pm","36 Brewery Gulch Ave. ,  Bisbee ,  AZ",-109.9133562,31.448586,"36 brewery gulch, bisbee, az 85603, usa","Geocoded"
95,"Monte Vista Lounge","Bars/Clubs","100 N. San Francisco St.","Flagstaff","AZ","779-6971 10am-1am","(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","100 N. San Francisco St. ,  Flagstaff ,  AZ",-111.6473011,35.1982704,"100 n san francisco st, flagstaff, az 86001, usa","Geocoded"
94,"Charlie's","Bars/Clubs","23 N. Leroux","Flagstaff","AZ","779-1919 11pm -1am , discreety frequented by local gay population","(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","23 N. Leroux ,  Flagstaff ,  AZ",-111.6490479,35.1984555,"23 n leroux st, flagstaff, az 86001, usa","Geocoded"
96,"Aradia Books","Book Stores or Retail Shops","116 W. Cottage","Flagstaff","AZ","779-3817 gay/lesbian books","",NA,1991,NA,"","4/25/2023 9:34pm","116 W. Cottage ,  Flagstaff ,  AZ",-111.6517029,35.1962402,"116 w cottage ave, flagstaff, az 86001, usa","Geocoded"
101,"Kings Inn Best Western","Accommodations","2930 E. Andy Devine","Kingman","AZ","753-6101 jacuzzi, sauna","(MX)",NA,1991,NA,"","4/25/2023 9:34pm","2930 E. Andy Devine ,  Kingman ,  AZ",-114.0148392,35.2121662,"2930 e andy devine ave, kingman, az 86401, usa","Geocoded"
111,"Larry's Bed & Breakfast","Accommodations","5952 E. Calle Tuberia","Phoenix","AZ","947-5458 3 rms, shared bath, full breakfast, sea­ sonal Nov-April only","(MX),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","5952 E. Calle Tuberia ,  Phoenix ,  AZ",-111.9524587,33.4936681,"5952 e calle tuberia, phoenix, az 85018, usa","Geocoded"
112,"Royal Villa Apts.","Accommodations","1102 E. Turney Ave.","Phoenix","AZ","266-6883 spa, overnight and long term accommodations","(SW)",NA,1991,NA,"","4/25/2023 9:34pm","1102 E. Turney Ave. ,  Phoenix ,  AZ",-112.0578603,33.5002899,"1102 e turney ave, phoenix, az 85014, usa","Geocoded"
114,"Apollo's","Bars/Clubs,Cruising Areas","5749 N. 7th St.","Phoenix","AZ","cruise bar, popular happy hour 277-9373","(*),(L),(LV)",NA,1991,NA,"","4/25/2023 9:34pm","5749 N. 7th St. ,  Phoenix ,  AZ",-112.0647068,33.5217741,"5749 n 7th st, phoenix, az 85014, usa","Geocoded"
117,"Bum Steer","Bars/Clubs","4620 N. 7th Ave.","Phoenix","AZ","279-3033 Copperstate Leathermen home bar, Phoenix home of T.A.L.L, patio","(*),(L),(LV),(V),(AH)",NA,1991,NA,"","4/25/2023 9:34pm","4620 N. 7th Ave. ,  Phoenix ,  AZ",-112.0829409,33.5043274,"4620 n 7th ave, phoenix, az 85013, usa","Geocoded"
115,"BS West","Bars/Clubs","7125 5th Ave.","Phoenix","AZ","(pedestrian mall), Scottsdale, 945-9028 video bar, 1pm -1am , Sun BBQ","(M),(P)",NA,1991,NA,"","4/25/2023 9:34pm","7125 5th Ave. ,  Phoenix ,  AZ",-112.0823291,33.3084351,"s 5th ave, phoenix, az, usa","Geocoded"
116,"Bobby's","Bars/Clubs","1810 E. McDowell Rd.","Phoenix","AZ","258-9477 dance bar, opens at noon","(D),(V),(S)",NA,1991,NA,"","4/25/2023 9:34pm","1810 E. McDowell Rd. ,  Phoenix ,  AZ",-112.0429096,33.4660714,"1810 e mcdowell rd, phoenix, az 85006, usa","Geocoded"
121,"Dencity","Bars/Clubs","7232 E. First St., Scottsdale","Phoenix","AZ","946-9303 (D,V,AH) opens 3pm","(D),(V),(AH)",NA,1991,NA,"","4/25/2023 9:34pm","7232 E. First St., Scottsdale ,  Phoenix ,  AZ",-111.9250947,33.4925148,"7232 e 1st st, scottsdale, az 85251, usa","Geocoded"
118,"Cattleman's Exchange","Bars/Clubs","138 W. Camelback Rd.","Phoenix","AZ","266-0875 conversation bar, upstairs ""Hayloft"" bar, 10am-lam","(OC)",NA,1991,NA,"","4/25/2023 9:34pm","138 W. Camelback Rd. ,  Phoenix ,  AZ",-112.077151,33.5096739,"138 w camelback rd, phoenix, az 85013, usa","Geocoded"
