"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"(Disco)","404 S. Galena","Aspen","CO","(M),(HIP),(YC),(D),(*)","Bars/Clubs",1980,NA,"404 S. Galena, Aspen, CO",-106.8187192,39.1877604,"404 s galena st, aspen, co 81611, usa","Geocoded",NA,NA
"(Ski resort guest house) (303) 453-6475","","Breckenridge","CO","(H),(W),(YC),(*)","Hotels",1980,NA,", Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa","Geocoded",NA,NA
"(Below Hide & Seek)","512 W. Colorado","Colorado Springs","CO","","Baths",1980,NA,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,NA
"","2028 Sheldon Ave.","Colorado Springs","CO","(WE),(*)","Bars/Clubs",1980,NA,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa","Geocoded",NA,NA
"","I-25 at Bijou","Colorado Springs","CO","(M),(R),(C),(AH)","Restaurant",1980,NA,"I-25 at Bijou, Colorado Springs, CO",-104.8606574,38.8492482,"w bijou st & 25th st, colorado springs, co 80904, usa","Geocoded",NA,NA
"(2 bars) (Disco)","512 W. Colorado","Colorado Springs","CO","(*),(R),(PT),(YC),(D)","Bars/Clubs,Restaurant",1980,NA,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,NA
"(Books) (Looking better)","","Colorado Springs","CO","","Book Store",1980,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"(Disco) (Looking better)","5939 N. Nevada","Colorado Springs","CO","(D)","Bars/Clubs",1980,NA,"5939 N. Nevada, Colorado Springs, CO",-104.8142891,38.9179472,"5939 n nevada ave, colorado springs, co 80918, usa","Geocoded",NA,NA
"(Many L) (Occ. S) (Looks promising)","1710 La Crede","Colorado Springs","CO","(L),(S),(PT),(D)","Bars/Clubs",1980,NA,"1710 La Crede, Colorado Springs, CO",-118.2436849,34.0522342,"los angeles, ca, usa","Geocoded",NA,NA
"","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1980,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"Manitou Springs","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1980,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"(Male Movies)","3480 W. Colfax","Denver","CO","","Theatre",1980,NA,"3480 W. Colfax, Denver, CO",-105.0331139,39.7401612,"3480 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"(Humpy jocks) (Cruisy) (Disco)","3240 Larimer betw. 32nd & 33rd Sts.","Denver","CO","(*),(YC),(D),(R)","Restaurant,Bars/Clubs",1980,NA,"3240 Larimer betw. 32nd & 33rd Sts., Denver, CO",-105.5943388,40.6955572,"larimer county, co, usa","Geocoded",NA,NA
"(Mexican R)","278 S. Downing ","Denver","CO","(R),(M)","Restaurant",1980,NA,"278 S. Downing , Denver, CO",-104.9732373,39.7115264,"278 s downing st, denver, co 80209, usa","Geocoded",NA,NA
"(Hip) ('Teenie-boppers) (3.2 beer only - closes 12 midnight) (May be closing)","1999 Lincoln","Denver","CO","(D)","Bars/Clubs",1980,NA,"1999 Lincoln, Denver, CO",-104.9861307,39.747516,"1999 lincoln st, denver, co 80202, usa","Geocoded",NA,NA
"","201 N. Broadway","Denver","CO","","Bars/Clubs",1980,NA,"201 N. Broadway, Denver, CO",-104.9879975,39.7196017,"201 n broadway, denver, co 80203, usa","Geocoded",NA,NA
"(Baths) (Some W, SM, YC, FFA) (Use rear entrance thru alley off Bayaud)","107 S. Broadway at Bayaud ","Denver","CO","(*),(W),(SM),(YC),(FFA)","Baths",1980,NA,"107 S. Broadway at Bayaud , Denver, CO",-104.9879527,39.7145318,"107 s broadway, denver, co 80209, usa","Geocoded",NA,NA
