"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address"
"Midway Nite Club","","209 N. 14th","Billings","MT","(M)","Bars/Clubs",1968,NA,"209 N. 14th, Billings, MT",-108.4894808,45.7918716,"209 n 14th st, billings, mt 59101, usa","Geocoded",NA
"Midway Nite Club","","209 N. 14th","Billings","MT","(M)","Bars/Clubs",1969,NA,"209 N. 14th, Billings, MT",-108.4894808,45.7918716,"209 n 14th st, billings, mt 59101, usa","Geocoded",NA
"Midway Nite Club","","209 N. 14th","Billings","MT","(M)","Bars/Clubs",1970,NA,"209 N. 14th, Billings, MT",-108.4894808,45.7918716,"209 n 14th st, billings, mt 59101, usa","Geocoded",NA
"Midway Nite Club","","209 N. 14th","Billings","MT","(M)","Bars/Clubs",1971,NA,"209 N. 14th, Billings, MT",-108.4894808,45.7918716,"209 n 14th st, billings, mt 59101, usa","Geocoded",NA
"Ocean Bar","","71 E. Park Plaza","Butte","MT","","Bars/Clubs",1966,NA,"71 E. Park Plaza, Butte, MT",-112.5340398,46.0132278,"71 e park st, butte, mt 59701, usa","Geocoded",NA
"Ocean Bar","","71 E. Park Plaza","Butte","MT","(M)","Bars/Clubs",1968,NA,"71 E. Park Plaza, Butte, MT",-112.5340398,46.0132278,"71 e park st, butte, mt 59701, usa","Geocoded",NA
"Ocean Bar","","71 E. Park Plaza","Butte","MT","(M)","Bars/Clubs",1969,NA,"71 E. Park Plaza, Butte, MT",-112.5340398,46.0132278,"71 e park st, butte, mt 59701, usa","Geocoded",NA
"Ocean Bar","","71 E. Park Plaza","Butte","MT","(M)","Bars/Clubs",1970,NA,"71 E. Park Plaza, Butte, MT",-112.5340398,46.0132278,"71 e park st, butte, mt 59701, usa","Geocoded",NA
"Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Hotels,Bars/Clubs",1965,NA,"100 Central, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Bars/Clubs,Hotels",1966,NA,"100 Central, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Park Hotel Bar","","100 Central Ave","Great Falls","MT","(M)","Hotels,Bars/Clubs",1968,NA,"100 Central Ave, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Park Hotel Bar","","100 Central","Great Falls","MT","(M)","Hotels,Bars/Clubs",1969,NA,"100 Central, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Park Hotel Bar","","100 Central Ave","Great Falls","MT","(M)","Hotels,Bars/Clubs",1970,NA,"100 Central Ave, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Park Hotel Bar","","100 Central Ave","Great Falls","MT","(M)","Bars/Clubs,Hotels",1971,NA,"100 Central Ave, Great Falls, MT",-111.3056364,47.5049743,"100 central ave, great falls, mt 59401, usa","Geocoded",NA
"Ranch House","","32 E. Broadway","Butte","MT","(M)","Bars/Clubs",1965,NA,"32 E. Broadway, Butte, MT",-112.5345917,46.0135764,"32 e broadway st, butte, mt 59701, usa","Geocoded",NA
"Royal Room","","123 N. Last Chance Gulch","Helena","MT","(M)","Bars/Clubs",1970,NA,"123 N. Last Chance Gulch, Helena, MT",-112.0390463,46.5877561,"123 n last chance gulch, helena, mt 59601, usa","Geocoded",NA
"Royal Room","","425 N. Last Chance Gulch","Helena","MT","(M)","Bars/Clubs",1971,NA,"425 N. Last Chance Gulch, Helena, MT",-112.0369746,46.5912468,"425 n last chance gulch, helena, mt 59601, usa","Geocoded",NA
"Royal Room","","425 N. Last Chance Gulch","Helena","MT","(M)","Bars/Clubs",1972,NA,"425 N. Last Chance Gulch, Helena, MT",-112.0369746,46.5912468,"425 n last chance gulch, helena, mt 59601, usa","Geocoded",NA
"Royal Room","","425 N. Last Chance Gulch","Helena","MT","(M)","Bars/Clubs",1973,NA,"425 N. Last Chance Gulch, Helena, MT",-112.0369746,46.5912468,"425 n last chance gulch, helena, mt 59601, usa","Geocoded",NA
"Royal Room ","","425 N. Last Chance Gulch","Helena","MT","(M)","Bars/Clubs",1974,NA,"425 N. Last Chance Gulch, Helena, MT",-112.0369746,46.5912468,"425 n last chance gulch, helena, mt 59601, usa","Geocoded",NA
"Sambo's ","","3rd & Central","Great Falls","MT","(M),(R),(C),(AH)","Restaurant",1978,NA,"3rd & Central, Great Falls, MT",-95.712891,37.09024,"122 south 3rd street, independence, ks 67301, usa","Geocoded",NA
"Scotch 'n' Soda  ","","319 1st Ave. N.","Great Falls","MT","(*),(M)","",1980,NA,"319 1st Ave. N., Great Falls, MT",-111.3012566,47.5065592,"319 1st ave n, great falls, mt 59401, usa","Geocoded",NA
"Silk 'n' Saddle","","20 N. 3rd","Great Falls","MT","(M),(R)","Restaurant",1974,NA,"20 N. 3rd, Great Falls, MT",-111.2729171,47.5084639,"3rd ave n & 20th st n, great falls, mt 59401, usa","Geocoded",NA
"Silk 'n' Saddle ","","20 N. 3rd","Great Falls","MT","(M),(R)","Restaurant",1973,NA,"20 N. 3rd, Great Falls, MT",-111.2729171,47.5084639,"3rd ave n & 20th st n, great falls, mt 59401, usa","Geocoded",NA
"Silk n' Saddle","","20 N. 3rd","Great Falls","MT","(R),(M)","Restaurant",1972,NA,"20 N. 3rd, Great Falls, MT",-111.2729171,47.5084639,"3rd ave n & 20th st n, great falls, mt 59401, usa","Geocoded",NA
"Sportsman's Club","(Some W, YC, G)","2014 1st Ave So. ","Great Falls","MT","(P),(*),(D),(S),(W),(YC),(G)","Bars/Clubs",1978,NA,"2014 1st Ave So. , Great Falls, MT",-111.272087,47.503731,"2014 1st ave s, great falls, mt 59401, usa","Geocoded",NA
"Stockman's","","2811 Montana ","Billings","MT","(M)","Bars/Clubs",1965,NA,"2811 Montana , Billings, MT",-108.5055588,45.7811546,"2811 montana ave, billings, mt 59101, usa","Geocoded",NA
"Top Hat","","134 Front St. ","Missoula","MT","(M),(*)","Bars/Clubs",1978,NA,"134 Front St. , Missoula, MT",-113.9960609,46.8706744,"134 w front st, missoula, mt 59802, usa","Geocoded",NA
"Top Hat","(Best bet)","134 Front St.","Missoula","MT","(M)","Bars/Clubs",1979,NA,"134 Front St., Missoula, MT",-113.9960609,46.8706744,"134 w front st, missoula, mt 59802, usa","Geocoded",NA
"Top Hat","(Best bet)","134 Front St.","Missoula","MT","(M)","",1980,NA,"134 Front St., Missoula, MT",-113.9960609,46.8706744,"134 w front st, missoula, mt 59802, usa","Geocoded",NA
"Town Baths","(best weekends)","203 Central Ave","Great Falls","MT","","Baths",1972,NA,"203 Central Ave, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(best weekends)","203 Central Ave.","Great Falls","MT","","Crusing Areas,Baths",1973,NA,"203 Central Ave., Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","","203 Central","Great Falls","MT","","Baths",1974,NA,"203 Central, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(best weekends)","203 Central","Great Falls","MT","","Baths",1975,NA,"203 Central, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(best WE)","203 Central ","Great Falls","MT","(WE)","Baths",1976,NA,"203 Central , Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(WE*)","203 Central","Great Falls","MT","(WE),(*)","Bars/Clubs",1977,NA,"203 Central, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(WE*)","203 Central ","Great Falls","MT","(WE),(*)","Baths",1978,NA,"203 Central , Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(WE*)","203 Central","Great Falls","MT","(WE),(*)","Baths",1979,NA,"203 Central, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Town Baths","(Scruffy)(WE*)","203 Central","Great Falls","MT","(WE),(*)","",1980,NA,"203 Central, Great Falls, MT",-111.3040749,47.5055328,"203 central ave, great falls, mt 59401, usa","Geocoded",NA
"Tracy's ","(Best bet)","2nd & Central","Great Falls","MT","(M),(R),(C),(AH)","Restaurant",1979,NA,"2nd & Central, Great Falls, MT",-104.8002411,39.5972686,"6606 s parker rd, aurora, co 80016, usa","Geocoded",NA
"Twin Creeks Ranch","","Box 54","Roman","MT","(H)","Hotels",1977,NA,"Box 54, Roman, MT",NA,NA,NA,"Geocoded",NA
"Warbonnet Inn","","2900 Cornell","Butte","MT","(M)","Bars/Clubs,Hotels",1979,NA,"2900 Cornell, Butte, MT",-112.5020592,45.985253,"2900 cornell ave, butte, mt 59701, usa","Geocoded",NA
"Ye Old Mint Bar","","1613 Montana Ave","Billings","MT","(M)","Bars/Clubs",1968,NA,"1613 Montana Ave, Billings, MT",-108.4905963,45.7884734,"1613 montana ave, billings, mt 59101, usa","Geocoded",NA
"Ye Old Mint Bar","","2613 Montana Ave","Billings","MT","(M)","Bars/Clubs",1969,NA,"2613 Montana Ave, Billings, MT",-108.5026212,45.7823426,"2613 montana ave, billings, mt 59101, usa","Geocoded",NA
"Ye Old Mint Bar","","2613 Montana Ave","Billings","MT","(M)","Bars/Clubs",1970,NA,"2613 Montana Ave, Billings, MT",-108.5026212,45.7823426,"2613 montana ave, billings, mt 59101, usa","Geocoded",NA
"Ye Old Mint Bar","","2613 Montana Ave","Billings","MT","(M)","Bars/Clubs",1971,NA,"2613 Montana Ave, Billings, MT",-108.5026212,45.7823426,"2613 montana ave, billings, mt 59101, usa","Geocoded",NA
"Adult Bookstore on E. Main","","","Missoula","MT","Cruisy Areas","Crusing Areas,book store",1980,"",", MT",-113.994031,46.872128,"unclear_coded_by_hand","Found",NA
"Adult Shop","","3rd & Central","Great Falls","MT","Cruisy Areas","Crusing Areas",1979,"","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found",NA
"Adult Shop","","3rd & Central","Great Falls","MT","Cruisy Areas","Crusing Areas",1980,"","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found",NA
"Crystal Lounge","","Broadway at 1st Ave. N.","Billings","MT","(M),(*)","Bars/Clubs",1974,"","Broadway at 1st Ave. N., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Crystal Lounge","","Broadway & 1st Ave N.","Billings","MT","(M)","Bars/Clubs",1975,"","Broadway & 1st Ave N., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Crystal Lounge","","Broadway & 1st Ave. N.","Billings","MT","(M),(*)","Bars/Clubs",1976,"","Broadway & 1st Ave. N., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Crystal Lounge","","Broadway and 1st Ave No.","Billings","MT","(M),(*)","Hotels,Bars/Clubs",1978,"","Broadway and 1st Ave No., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Crystal Lounge","","Broadway & 1st Ave N.","Billings","MT","(M)","Bars/Clubs,Hotels",1979,"","Broadway & 1st Ave N., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Dave's Health Club Baths","","(inquire locally)","Billings","MT","","Baths",1971,"","(inquire locally), MT",-108.50069,45.783286,"unclear_coded_by_hand","General Coordinates Used",NA
"Diamond S Ranch & Hot Springs - Spteambath can be interesting","","","Boulder","MT","(M),(H)","Hotels",1980,"See https://boulderhotsprings.com/about-the-inn/history-of-boulder-hot-springs/ for a history of the location",", MT",-112.095301,46.199742,"unclear_coded_by_hand","Found",NA
"Diamond S. Ranch & Hot Springs","Steambath can be interesting","","Boulder","MT","(M),(H)","Hotels",1979,"See https://boulderhotsprings.com/about-the-inn/history-of-boulder-hot-springs/ for a history of the location",", MT",-112.095301,46.199742,"unclear_coded_by_hand","Found",NA
"Gibson Park","","","Great Falls","MT","Cruisy Areas,(AYOR)","Crusing Areas",1978,"",", MT",-111.304544,47.51029,"unclear_coded_by_hand","Found",NA
"Gibson Park","","","Great Falls","MT","(AYOR),Cruisy Areas","Crusing Areas",1979,"",", MT",-111.304544,47.51029,"unclear_coded_by_hand","Found",NA
"Gibson Park","","","Great Falls","MT","Cruisy Areas","",1980,"",", MT",-111.304544,47.51029,"unclear_coded_by_hand","Found",NA
"Harrington's","","On Broadway nr. Bus Depot","Butte","MT","(M),(YC)","Bars/Clubs",1976,"","On Broadway nr. Bus Depot, MT",-112.534777,46.003823,"unclear_coded_by_hand","General Coordinates Used",NA
"Harrington's","","Broadway nr. Bus Depot","Butte","MT","(M)","Bars/Clubs",1978,"","Broadway nr. Bus Depot, MT",-112.534777,46.003823,"unclear_coded_by_hand","General Coordinates Used",NA
"Harrington's","","on Broadway nr. Bus Depot","Butte","MT","(M),(YC)","Bars/Clubs",1975,"","on Broadway nr. Bus Depot, MT",-112.534777,46.003823,"unclear_coded_by_hand","General Coordinates Used",NA
"Import Depot","","Old Milwaukee Road R.R. Depot","Great Falls","MT","(M),(YC),(R),(D)","Restaurant",1979,"","Old Milwaukee Road R.R. Depot, MT",-111.308691,47.507084,"unclear_coded_by_hand","Found",NA
"Import Depot","","Old Milwaukee Road","Great Falls","MT","(M),(YC),(R),(D)","Restaurant,Bars/Clubs",1980,"","Old Milwaukee Road, MT",-111.308691,47.507084,"unclear_coded_by_hand","Found",NA
"Intermountain Bus Depot","","","Great Falls","MT","Cruisy Areas","Crusing Areas",1978,"",", MT",-111.300771,47.505285,"unclear_coded_by_hand","General Coordinates Used",NA
"Northern Hotel Bar","","28th & 1st Ave","Billings","MT","(M),(PE)","Bars/Clubs,Hotels",1966,"","28th & 1st Ave, MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Northern Hotel Bar","","Broadway & 1st Ave No.","Billings","MT","(M)","Hotels,Bars/Clubs",1978,"","Broadway & 1st Ave No., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Northern Hotel Bar","","Broadway & 1st Ave N.","Billings","MT","(M)","Bars/Clubs,Hotels",1979,"","Broadway & 1st Ave N., MT",-108.505746,45.782093,"unclear_coded_by_hand","Found",NA
"Placer Hotel - Basement T-Room","","","Helena","MT","Cruisy Areas","Hotels,Cruisy Areas",1980,"See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.",", MT",-112.038844,46.587345,"unclear_coded_by_hand","Found",NA
"Placer Hotel Basement T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas,Hotels",1977,"See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.",", MT",-112.038844,46.587345,"unclear_coded_by_hand","Found",NA
"Placer Hotel Basement T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas",1978,"See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.",", MT",-112.038844,46.587345,"unclear_coded_by_hand","Found",NA
"Placer Hotel Basement T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas",1979,"See http://www.helenahistory.org/placer_hotel.htm for a history of the hotel. Was the hub for lobbyists and legislators at one time.",", MT",-112.038844,46.587345,"unclear_coded_by_hand","Found",NA
"Red Lion Motor Inn Lodge","(Very M)(Disco)","Hwy 2. W.","Kalispell","MT","(M),(YC),(D)","Bars/Clubs",1979,"","Hwy 2. W., MT",-114.317644,48.198893,"unclear_coded_by_hand","Found",NA
"Red Lion Motor Inn Lodge","(Very M) (Disco)","Hwy 2. W.","Kalispell","MT","(M),(YC),(D)","",1980,"","Hwy 2. W., MT",-114.317644,48.198893,"unclear_coded_by_hand","Found",NA
"Sambo's","","3rd & Central","Great Falls","MT","(M),(R),(C),(AH)","Restaurant",1977,"","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found",NA
"Sambo's","","3rd & Central","Great Falls","MT","(M),(R),(C),(AH)","",1980,"","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found",NA
"Sambo's","","3rd & Central","Great Falls","MT","(M),(R),(C),(AH)","Restaurant",1979,"","3rd & Central, MT",-111.316696,47.507802,"unclear_coded_by_hand","Found",NA
"Top Hat","","100 block of Front street near Higgins","Missoula","MT","(M)","Bars/Clubs",1977,"","100 block of Front street near Higgins, MT",-113.995489,46.870365,"unclear_coded_by_hand","Found",NA
"Travelodge - Downstairs T-Room","","","Helena","MT","Cruisy Areas","Hotels,Cruisy Areas",1980,"",", MT",-112.039106,46.589145,"unclear_coded_by_hand","General Coordinates Used",NA
"Travelodge downstairs T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas,Hotels",1977,"",", MT",-112.039106,46.589145,"unclear_coded_by_hand","General Coordinates Used",NA
"Travelodge downstairs T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas,Hotels",1978,"",", MT",-112.039106,46.589145,"unclear_coded_by_hand","General Coordinates Used",NA
"Travelodge downstairs T-Room","","","Helena","MT","Cruisy Areas","Crusing Areas,Hotels",1979,"",", MT",-112.039106,46.589145,"unclear_coded_by_hand","General Coordinates Used",NA
"Twin Creek Ranch","","Rte. 1, Box 54","Ronan","MT","","other",1980,"","Rte. 1, Box 54, MT",-114.101501,47.528823,"unclear_coded_by_hand","General Coordinates Used",NA
"Twin Creeks Ranch","Tel: (406) 676-5058","Rte 1, Box 54","Ronan","MT","","Business",1979,"","Rte 1, Box 54, MT",-114.101501,47.528823,"unclear_coded_by_hand","General Coordinates Used",NA
