"ID2","title","description","streetaddress","type","amenityfeatures","city","state","Year","unclear_address","unclear.type.or.question","notes","Last.Modified","full.address","lon","lat","geoAddress"
588,"Cocktail Center","(Some L)(WE*)","435 Atkinson","Bars/Clubs","(L),(OC),(PT),(WE),(*)","Waikiki","HI",1981,NA,"","","3/21/2022 7:54am","435 Atkinson, Waikiki, HI",-157.8291847,21.2793462,"waikiki, honolulu, hi 96815, usa"
590,"Diamond Head Athletic Club","(Nautilus gym)(Show Address Book for adm.)","1701 Ala Wai Blvd.","Gym","(*),(P)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","1701 Ala Wai Blvd., Waikiki, HI",-157.8363466,21.2879061,"1701 ala wai blvd, honolulu, hi 96815, usa"
592,"Hula's Bar & Lei Stand","(Some YC, W, L)(Disco)(Patio)(Cruisy)(Adm. charge)","2103 Kuhio Ave.","Bars/Clubs,Cruising Areas","(YC),(W),(L),(*),(D)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","2103 Kuhio Ave., Waikiki, HI",-157.8302363,21.2829982,"2103 kūhiō ave., honolulu, hi 96815, usa"
593,"Lava Lava","(Disco)(Open daily until 4 am*)(Adm charge)","1877 Kalakaua","Bars/Clubs","(YC),(D),(*)","Waikiki","HI",1981,NA,"","","3/22/2022 7:58am","1877 Kalakaua, Waikiki, HI",-157.8343855,21.2873264,"1877 kalakaua ave, honolulu, hi 96815, usa"
594,"Peep-O-Rama Screening Room","(Adult books & cruisy back room)","2146 Kalakaua","Book Store,Erotic Shop,Cruising Areas","(*)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","2146 Kalakaua, Waikiki, HI",-157.8301407,21.281225,"2146 kalakaua ave, honolulu, hi 96815, usa"
595,"Robert's Cafe Kapahulu","","441 Kapahulu","Restaurant","(R)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","441 Kapahulu, Waikiki, HI",-157.8154663,21.2748661,"441 kapahulu ave, honolulu, hi 96815, usa"
596,"Steam Works","(Baths - 2nd floor - use stairs- Free beer nights Tues.)","307 Lewers","Bathhouses,Bars/Clubs","(*)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","307 Lewers, Waikiki, HI",-157.8289415,21.28041,"307 lewers st, honolulu, hi 96815, usa"
597,"Sweet Al's Donut Shop","(Porno cakes)(Open 24 hrs.)","2109 Kuhio","Restaurant","","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","2109 Kuhio, Waikiki, HI",-157.830465,21.2826731,"2109 kūhiō ave., honolulu, hi 96815, usa"
598,"Volcano Baths","(Upstairs - behind Lava Lava)(Was closed, may be reopening)","1877 Kalakaua Ave.","Bathhouses","","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","1877 Kalakaua Ave., Waikiki, HI",-157.8343855,21.2873264,"1877 kalakaua ave, honolulu, hi 96815, usa"
606,"Cheap Chic","(Clothing)","222 N. 9th","Gym","","Boise","ID",1981,NA,"","","3/17/2022 3:10pm","222 N. 9th, Boise, ID",-116.2031439,43.6175313,"222 n 9th st, boise, id 83702, usa"
608,"Over 19 Adult Center","","4109 Chinden Ave.","Bars/Clubs","(*)","Boise","ID",1981,NA,"","","3/17/2022 3:10pm","4109 Chinden Ave., Boise, ID",-116.25013,43.6299701,"4109 w chinden blvd, garden city, id 83714, usa"
609,"Shuckey's","(Some L)(Boutique)(Recently expanded)(Disco)(Cruisy)","233 S. 10th St.","Restaurant,Cruising Areas","(*),(YC),(L),(R),(D),(PT)","Boise","ID",1981,NA,"","","3/17/2022 3:10pm","233 S. 10th St., Boise, ID",-116.2068228,43.6157883,"233 s 10th st, boise, id 83702, usa"
615,"Headquarters Books","(Toys ', 'flicks', cruisy arcade)","414 Main","Book Store,Cruising Areas,Business","(*)","Lewiston","ID",1981,NA,"","","3/17/2022 3:10pm","414 Main, Lewiston, ID",-117.0278376,46.4212957,"414 main st, lewiston, id 83501, usa"
618,"Book People","(Books & info)","512 S. Main","Book Store","(*)","Moscow","ID",1981,NA,"","","3/17/2022 3:10pm","512 S. Main, Moscow, ID",-117.0010682,46.7306249,"512 s main st, moscow, id 83843, usa"
619,"Northwest Gay Allaince","","P.O. Box 8758, Moscow, Idaho 83843","Organization","","Moscow","ID",1981,NA,"","","3/17/2022 3:10pm","P.O. Box 8758, Moscow, Idaho 83843, Moscow, ID",-117.0001651,46.7323875,"moscow, id, usa"
622,"Bernie's Lounge","(M late) nr. Center","100 S. Main","Bars/Clubs","(M)","Pocatello","ID",1981,NA,"","","3/17/2022 3:10pm","100 S. Main, Pocatello, ID",-112.4505531,42.8623673,"100 s main st, pocatello, id 83204, usa"
625,"Spectrum","(Disco)","7 S. Stolt St.","Bars/Clubs","(D),(YC),(*)","Aurora","Il",1981,NA,"","","3/17/2022 3:10pm","7 S. Stolt St., Aurora, Il",-88.3200715,41.7605849,"aurora, il, usa"
626,"Pisces Pub","(On again, off again)","6500 Roosevelt Rd.","Bars/Clubs","","Berwin","Il",1981,NA,"","","3/17/2022 3:10pm","6500 Roosevelt Rd., Berwin, Il",-87.786551,41.865529,"6500 roosevelt rd, oak park, il 60304, usa"
627,"Medusa's Book World","","109 W. Front St.","Book Store","","Bloomington","Il",1981,NA,"","","3/17/2022 3:10pm","109 W. Front St., Bloomington, Il",-88.9941769,40.478951,"109 w front st, bloomington, il 61701, usa"
628,"My Place","(Disco)(P in balls)","424 N. Main","Bars/Clubs","(D),(PT),(*),(P)","Bloomington","Il",1981,NA,"","","3/17/2022 3:10pm","424 N. Main, Bloomington, Il",-88.9939864,40.4820342,"424 n main st, bloomington, il 61701, usa"
632,"Bank Vault","(Disco)","200 W. State","Bars/Clubs","(YC),(D)","Calumet City","Il",1981,NA,"","","3/17/2022 3:10pm","200 W. State, Calumet City, Il",-87.5676118,41.6300184,"w state st, calumet city, il, usa"
633,"Gallagher's","(Some L)(Occ. S)","648 State Line Ave.","Bars/Clubs","(L),(S),(D)","Calumet City","Il",1981,NA,"","","3/17/2022 3:10pm","648 State Line Ave., Calumet City, Il",-87.5254579,41.6169744,"648 state line ave, calumet city, il 60409, usa"
634,"Mr. B's","(An 'institution' for over 30 years)","606 State Line Ave.","Bars/Clubs","(D),(*)","Calumet City","Il",1981,NA,"","","3/17/2022 3:10pm","606 State Line Ave., Calumet City, Il",-87.5254537,41.6181672,"606 state line ave, calumet city, il 60409, usa"
635,"Patch","","201 155th St.","Bars/Clubs","(L),(*)","Calumet City","Il",1981,NA,"","","3/17/2022 3:10pm","201 155th St., Calumet City, Il",-87.5300807,41.6127011,"201 155th st, calumet city, il 60409, usa"
636,"Pour House","(Some L)(Disco)","103 155th St.","Bars/Clubs","(L),(D)","Calumet City","Il",1981,NA,"","","3/17/2022 3:10pm","103 155th St., Calumet City, Il",-87.5277945,41.6136508,"103 155th st, calumet city, il 60409, usa"
637,"Merlin's","(Disco)","315 S. Illinois Ave.","Bars/Clubs","(YC),(M),(D)","Carbondle","Il",1981,NA,"","","3/17/2022 3:10pm","315 S. Illinois Ave., Carbondle, Il",-89.2163737,37.7247379,"315 s illinois ave, carbondale, il 62901, usa"
638,"New Yorker","(Disco)","501 E. Walnut","Bars/Clubs","(M),(YC),(D),(*)","Carbondle","Il",1981,NA,"","","3/17/2022 3:10pm","501 E. Walnut, Carbondle, Il",-89.2096622,37.725594,"501 e walnut st, carbondale, il 62901, usa"
639,"Washington St. Underground","(Some L)","109 N. Washington","Bars/Clubs","(YC),(M),(D),(L),(PT)","Carbondle","Il",1981,NA,"","","3/17/2022 3:10pm","109 N. Washington, Carbondle, Il",-89.2151811,37.7277693,"109 n washington st, carbondale, il 62901, usa"
641,"Holiday Arcade","(Books, novelties, etc.)","213 S. N eil","Book Store","","Champaign","Il",1981,NA,"","","3/17/2022 3:10pm","213 S. N eil, Champaign, Il",-88.2438299,40.1147873,"213 s neil st, champaign, il 61820, usa"
642,"Sambo's","","202 E. Green","Restaurant","(M),(R),(C),(AH)","Champaign","Il",1981,NA,"","","3/17/2022 3:10pm","202 E. Green, Champaign, Il",-88.2366073,40.1105528,"202 e green st, champaign, il 61820, usa"
643,"The Bar","(Some L)(Disco)","63 Chester St.","Bars/Clubs","(L),(D),(*)","Champaign","Il",1981,NA,"","","3/17/2022 3:10pm","63 Chester St., Champaign, Il",-88.2395009,40.1155436,"63 e chester st, champaign, il 61820, usa"
646,"Abbott Hotel","","721 W. Belmont","Hotel","(*),(H)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","721 W. Belmont, Chicago, Il",-87.6477631,41.9398071,"721 w belmont ave, chicago, il 60657, usa"
647,"Adam Books & Arcade","(Open 24 hrs.)","49 W . Chicago","Book Store,Business","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","49 W . Chicago, Chicago, Il",-87.6303836,41.8963371,"49 w chicago ave, chicago, il 60654, usa"
648,"Alfie's","(Cruisy)","900 N. Rush St.","Bars/Clubs,Cruising Areas","(YC),(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","900 N. Rush St., Chicago, Il",-87.6267247,41.8988948,"900 n rush st, chicago, il 60611, usa"
649,"Augie's & C.K.'s","","3726 N. Broadway","Bars/Clubs","(L),(PT)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3726 N. Broadway, Chicago, Il",-87.6490126,41.9498948,"3726 n broadway, chicago, il 60613, usa"
650,"Barracks","","506 N. Clark St.","Bars/Clubs","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","506 N. Clark St., Chicago, Il",-87.6314003,41.8911386,"506 n clark st, chicago, il 60654, usa"
651,"Belden Corned Beef","","2315 N. Clark St.","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2315 N. Clark St., Chicago, Il",-87.6391525,41.9243779,"2315 n clark st, chicago, il 60614, usa"
652,"Baton Show Lounge","","463 N. Clark St.","Bars/Clubs","(S),(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","463 N. Clark St., Chicago, Il",-87.6308003,41.8904734,"463 n clark st, chicago, il 60654, usa"
653,"Big Red's","","642 W. Diversey Pkwy.","Bars/Clubs","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","642 W. Diversey Pkwy., Chicago, Il",-87.6454806,41.9329496,"642 w diversey pkwy, chicago, il 60614, usa"
654,"Bijou Theatre","","1349 N. Wells St.","Theatre","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1349 N. Wells St., Chicago, Il",-87.634274,41.9072015,"1349 n wells st, chicago, il 60610, usa"
655,"Bistro","(Disco) (Totally remodeled)","420 N. Dearborn","Bars/Clubs","(YC),(D),(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","420 N. Dearborn, Chicago, Il",-87.6298003,41.8898708,"420 n dearborn st, chicago, il 60654, usa"
656,"Blue Dahlia","(Strictly tourists)","5640 W. North","Bars/Clubs","(M),(S)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","5640 W. North, Chicago, Il",-87.7671597,41.9095204,"5640 w north ave, chicago, il 60639, usa"
657,"Blue Pub","","3059 W. Irving Park Blvd.","Bars/Clubs","(OC)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3059 W. Irving Park Blvd., Chicago, Il",-87.7054129,41.9537542,"3059 w irving park rd, chicago, il 60618, usa"
658,"Body Shop","(Nautilus Gym)","2451 N. Lincoln","Gym","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2451 N. Lincoln, Chicago, Il",-87.650212,41.9268017,"2451 n lincoln ave, chicago, il 60614, usa"
659,"Book-A-Rama","(Cruisy arcade)","2928 N. Broadway","Book Store,Business,Cruising Areas","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2928 N. Broadway, Chicago, Il",-87.6445359,41.9357766,"2928 n broadway, chicago, il 60657, usa"
660,"Brewery","","3144 N. Broadway","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3144 N. Broadway, Chicago, Il",-87.6446044,41.9390051,"3144 n broadway, chicago, il 60657, usa"
661,"Broadway Limited","(Disco)(Shops)","3132 N. Broadway","Restaurant,Bars/Clubs,Business","(D),(PT),(R),(*),(YC)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3132 N. Broadway, Chicago, Il",-87.6446436,41.9387165,"3132 n broadway, chicago, il 60657, usa"
662,"Bushes","","3320 N. Halsted","Bars/Clubs","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3320 N. Halsted, Chicago, Il",-87.649606,41.9424462,"3320 n halsted st, chicago, il 60657, usa"
663,"Carol's Speakeasy","(Disco)","1355 N. Wells St.","Bars/Clubs","(P),(D),(*),(YC)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1355 N. Wells St., Chicago, Il",-87.6341618,41.9073158,"1355 n wells st, chicago, il 60610, usa"
664,"Chatterbox","","744 N. Clark St.","Bars/Clubs","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","744 N. Clark St., Chicago, Il",-87.6315566,41.8961967,"744 n clark st, chicago, il 60654, usa"
665,"Cheeks","(go go boys)(Cruisy late*)","2730 N . C lark St.","Bars/Clubs,Cruising Areas","(D),(*)","Chicago","Il",1981,NA,"","","3/22/2022 8:02am","2730 N . C lark St., Chicago, Il",-87.6448784,41.9321591,"2730 n clark st, chicago, il 60614, usa"
666,"Closet","(Some L)(Good late*)","3325 N. Broadway","Bars/Clubs","(L),(*)","Chicago","Il",1981,NA,"","","3/21/2022 7:53am","3325 N. Broadway, Chicago, Il",-87.6442871,41.9426667,"3325 n broadway, chicago, il 60657, usa"
667,"Club Baths of Chicago","","609 N. LaSalle St.","Bathhouses","(P),(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","609 N. LaSalle St., Chicago, Il",-87.632542,41.8926547,"609 n la salle st, chicago, il 60654, usa"
668,"Coconuts","(Very M)(Disco)","5320 N . Sheridan","Bars/Clubs","(M),(YC),(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","5320 N . Sheridan, Chicago, Il",-87.6555689,41.9795264,"5320 n sheridan rd, chicago, il 60640, usa"
669,"Dion & Co.","(Pizza)","2725 N. Clark","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2725 N. Clark, Chicago, Il",-87.6444137,41.9322006,"2725 n clark st, chicago, il 60614, usa"
670,"Dugan's Bar","","2875 N. Clark","Bars/Clubs","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2875 N. Clark, Chicago, Il",-87.6461258,41.9346957,"2875 n clark st, chicago, il 60657, usa"
671,"El Charro","(Mexican R)","3001 Broadway","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3001 Broadway, Chicago, Il",-87.6441454,41.9367421,"3001 n broadway, chicago, il 60657, usa"
672,"El Dorado","(Latins)","2683 N. Halsted","Bars/Clubs","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2683 N. Halsted, Chicago, Il",-87.6487292,41.9314392,"2683 n halsted st, chicago, il 60614, usa"
673,"Factory Disco","(Open until 5am)","1665 W. Fullerton","Bars/Clubs","(YC),(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1665 W. Fullerton, Chicago, Il",-87.6706624,41.9249445,"1665 w fullerton ave, chicago, il 60614, usa"
674,"Foster's","","868 N. State St.","Bars/Clubs","(B)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","868 N. State St., Chicago, Il",-87.6284355,41.8983221,"868 n state st, chicago, il 60610, usa"
675,"Frog Pond","","2917 N. Sheffield","Bars/Clubs","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2917 N. Sheffield, Chicago, Il",-87.6537368,41.9349493,"2917 n sheffield ave, chicago, il 60657, usa"
676,"Glory Hole","('Flicks' & go go boys)","1343 N. Wells St.","Bars/Clubs","(W),(D),(S)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1343 N. Wells St., Chicago, Il",-87.6343415,41.90698,"1343 n wells st, chicago, il 60610, usa"
677,"Godfather's Pizza","","1109 W. Bryn Mawr","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1109 W. Bryn Mawr, Chicago, Il",-87.6584549,41.9834944,"1109 w bryn mawr ave, chicago, il 60660, usa"
678,"Gold Coast","('G.C.')(Cruisy)(Very active basement & Leather Cell Shop)","501 N. Clark St.","Bars/Clubs,Cruising Areas","(*),(SM),(W),(FFA)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","501 N. Clark St., Chicago, Il",-87.6308107,41.8910113,"501 n clark st, chicago, il 60654, usa"
679,"Good Shepherd M.C.C.","","615 W. Wellington","Religious Institution","MCC","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","615 W. Wellington, Chicago, Il",-87.6448924,41.9362971,"615 w wellington ave, chicago, il 60657, usa"
680,"Greenleaf","(Fun neighborhood bar)(WE*)","1770 N . Greenleaf","Bars/Clubs","(PT),(WE),(*)","Chicago","Il",1981,NA,"","","3/22/2022 8:01am","1770 N . Greenleaf, Chicago, Il",-87.6653194,41.9102357,"1770 n greenview ave, chicago, il 60642, usa"
681,"Haig","('Tired')","800 N. Dearborn St.","Bars/Clubs","(OC)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","800 N. Dearborn St., Chicago, Il",-87.6301121,41.8968057,"800 n dearborn st, chicago, il 60610, usa"
682,"His'n'Hers","(Some L)(Snacks)","944 W. Addison","Bars/Clubs","(L)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","944 W. Addison, Chicago, Il",-87.653643,41.9473849,"944 w addison st, chicago, il 60613, usa"
683,"House of Fun","","837 E. 79th St.","Bars/Clubs","(B)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","837 E. 79th St., Chicago, Il",-87.6037223,41.7511382,"837 e 79th st, chicago, il 60619, usa"
684,"Idyl Books","(Cruisy arcade)","3511 N. Halsted","Business,Book Store,Cruising Areas","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3511 N. Halsted, Chicago, Il",-87.649211,41.9459135,"3511 n halsted st, chicago, il 60657, usa"
685,"Image All Male Theatre","","750 N. Clark St.","Theatre","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","750 N. Clark St., Chicago, Il",-87.6315759,41.8963715,"750 n clark st, chicago, il 60654, usa"
686,"Jeffrey Pub & Disco","(Disco) at 71st","7041 S. Jeffrey Blvd.","Bars/Clubs","(YC),(B),(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","7041 S. Jeffrey Blvd., Chicago, Il",-87.5760696,41.7667322,"7041 s jeffery blvd, chicago, il 60649, usa"
687,"Kitty Shean's","","745 N. Rush St.","Bars/Clubs","(E),(PE),(OC)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","745 N. Rush St., Chicago, Il",-87.6253325,41.8962636,"745 n rush st, chicago, il 60611, usa"
689,"Center Gardens Guest House","(L -only)","920 Center St.","Hotel","(H),(L)","Key West","FL",1981,NA,"","","3/17/2022 3:10pm","920 Center St., Key West, FL",-81.7990989,24.5516938,"920 center st, naval air station key west, fl 33040, usa"
690,"Pleasure Chest","(Leather, books, toys, erotica, etc.) (At Club Miami Baths & Double R)","1001 N.E. 2nd Ave.","Book Store,Erotic Shop,Bathhouses","(*)","Miami","FL",1981,NA,"","","3/21/2022 6:07pm","1001 N.E. 2nd Ave., Miami, FL",-80.1904924,25.7840846,"1001 ne 2nd ave, miami, fl 33132, usa"
691,"Video Club","(Movies)","16726 N.E. 1st Ave.","Theatre","","Miami","FL",1981,NA,"","","3/17/2022 3:10pm","16726 N.E. 1st Ave., Miami, FL",-80.1954841,25.8528844,"16726 ne 1st ave, miami, fl 33138, usa"
692,"Missy's Adult Boutiques","","2412 Skidaway Rd.","Erotic Shop","","Savannah","GA",1981,NA,"","","3/17/2022 3:10pm","2412 Skidaway Rd., Savannah, GA",-81.0632403,32.0439223,"2412 skidaway rd, savannah, ga 31404, usa"
697,"Adult Book Stores","","2162 Kalakaua","Book Store","(M)","Waikiki","HI",1981,NA,"","","3/17/2022 3:10pm","2162 Kalakaua, Waikiki, HI",-157.8299861,21.2807844,"2162 kalakaua ave, honolulu, hi 96815, usa"
698,"Knight Out","","2936 N. Clark St.","Bars/Clubs","(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2936 N. Clark St., Chicago, Il",-87.6476467,41.9358995,"2936 n clark st, chicago, il 60657, usa"
699,"L & W Books","","3237 N. Ashland","Book Store","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3237 N. Ashland, Chicago, Il",-87.6686751,41.9407456,"3237 n ashland ave, chicago, il 60657, usa"
700,"Lady Bug","","3445 N. Halsted","Bars/Clubs","(*),(L)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3445 N. Halsted, Chicago, Il",-87.6491738,41.9449721,"3445 n halsted st, chicago, il 60657, usa"
701,"Lance's","(24 hours)","2622 N. Clark St.","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2622 N. Clark St., Chicago, Il",-87.6439113,41.93014,"2622 n clark st, chicago, il 60614, usa"
702,"Lawson's Y.M.C.A.","","30 W. Chicago","Hotel","(M),(B),(RT),(H)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","30 W. Chicago, Chicago, Il",-87.6293787,41.8969072,"30 w chicago ave, chicago, il 60610, usa"
703,"Le Cafe","","5958 N. Broadway","Restaurant","(M),(R)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","5958 N. Broadway, Chicago, Il",-87.660626,41.9905808,"5958 n broadway, chicago, il 60660, usa"
704,"Lite Factory","(Disco)","2500 N. Southport","Bars/Clubs","(L),(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2500 N. Southport, Chicago, Il",-87.6637169,41.9271392,"2500 n southport ave, chicago, il 60614, usa"
705,"L ittle Jim's","(go go boys)(Opens 7am) (Cruisy)","3501 N. Halsted","Bars/Clubs,Cruising Areas","(*),(D)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3501 N. Halsted, Chicago, Il",-87.6491902,41.9455805,"3501 n halsted st, chicago, il 60657, usa"
706,"Loading Zone","(Fun bar-Flicks)","46 E. Oak St.","Bars/Clubs","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","46 E. Oak St., Chicago, Il",-87.6265628,41.9010355,"46 e oak st, chicago, il 60611, usa"
707,"Locker","(Trying for SM, W)","3019 N. Clark St.","Bars/Clubs","(SM),(W)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3019 N. Clark St., Chicago, Il",-87.6478419,41.9371867,"3019 n clark st, chicago, il 60657, usa"
708,"Loop News","(Books)","400 S. State St.","Book Store","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","400 S. State St., Chicago, Il",-87.6282014,41.8763203,"harold washington library, 400 s state st, chicago, il 60605, usa"
709,"Lost & Found","('Fun place')","2959 W. Irving Pk. Rd.","Bars/Clubs","(L)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2959 W. Irving Pk. Rd., Chicago, Il",-87.7028198,41.9538419,"2959 w irving park rd, chicago, il 60618, usa"
710,"Lucky Clover Lounge","","2315 W. Fullerton","Bars/Clubs","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2315 W. Fullerton, Chicago, Il",-87.6858851,41.9246564,"2315 w fullerton ave, chicago, il 60647, usa"
711,"Machine Shop","(Book store, toys, 'flicks ' & 'wild back room')","504 N. Clark St.","Book Store,Erotic Shop","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","504 N. Clark St., Chicago, Il",-87.6313653,41.8911385,"504 n clark st, chicago, il 60654, usa"
712,"Male Hide","(Leather, bondage, 'toys', erotica, etc.)","66 W. Illinois","Erotic Shop","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","66 W. Illinois, Chicago, Il",-87.6306927,41.8909951,"66 w illinois st, chicago, il 60654, usa"
713,"Man's Country","(Baths)(Cabaret)(Disco)","5015 N. Clark St.","Restaurant,Bars/Clubs,Bathhouses","(*),(P),(D),(R),(E)","Chicago","Il",1981,NA,"","","3/21/2022 6:07pm","5015 N. Clark St., Chicago, Il",-87.667591,41.9729699,"5015 n clark st, chicago, il 60640, usa"
714,"Man's World","(Baths)(Looking up)","4740 N. Western Ave.","Bathhouses","(P)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","4740 N. Western Ave., Chicago, Il",-87.6892742,41.9680162,"4740 n western ave, chicago, il 60625, usa"
715,"Martin's Den","","5550 S. State St.","Bars/Clubs","(B)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","5550 S. State St., Chicago, Il",-87.6258735,41.7928352,"5550 s state st, chicago, il 60621, usa"
716,"Marilyn's","(Lonly)(Disco)(WE only*)","430 N. C lark St.","Bars/Clubs","(WE),(D),(L),(*)","Chicago","Il",1981,NA,"","","3/22/2022 8:02am","430 N. C lark St., Chicago, Il",-87.6313916,41.8901667,"430 n clark st, chicago, il 60654, usa"
717,"Medinah","(Many L)","2041 N. Clark St.","Restaurant","(M),(R),(L)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","2041 N. Clark St., Chicago, Il",-87.6367475,41.9196414,"2041 n clark st, chicago, il 60614, usa"
718,"Mike's Aragon","","1113 W. Lawrence","Bars/Clubs","(RT)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1113 W. Lawrence, Chicago, Il",-87.6582717,41.9689417,"1113 w lawrence ave, chicago, il 60640, usa"
719,"Mike's Terrace Lounge","(Semi-P)","1137 W. Granville","Bars/Clubs","(P)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1137 W. Granville, Chicago, Il",-87.6597969,41.9943777,"1137 w granville ave, chicago, il 60660, usa"
720,"My Brother's Place","","111 W. Hubbard St.","Restaurant","(R),(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","111 W. Hubbard St., Chicago, Il",-87.6316126,41.8897818,"111 w hubbard st, chicago, il 60654, usa"
721,"New & Used Books","","1633 N. Milwaukee","Book Store","(*)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","1633 N. Milwaukee, Chicago, Il",-87.6783583,41.9112357,"1633 n milwaukee ave, chicago, il 60647, usa"
722,"New Flight","(Cruisy)(Good days -some 'midnight cowboys')","420 N. Clark St.","Bars/Clubs,Cruising Areas","(*),(PT)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","420 N. Clark St., Chicago, Il",-87.6313291,41.8899018,"420 n clark st, chicago, il 60654, usa"
723,"Night Life","","933 N. State St.","Bars/Clubs","(S)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","933 N. State St., Chicago, Il",-87.6279705,41.9002705,"933 n state st, chicago, il 60610, usa"
724,"Norma's","(Some L)","3729 N. Halstead","Bars/Clubs","(L)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","3729 N. Halstead, Chicago, Il",-87.6493637,41.9499406,"3729 n halsted st, chicago, il 60613, usa"
725,"Oak Tree","('Frankie's')","25 E. Oak St.","Restaurant","(M),(R),(C),(AH)","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","25 E. Oak St., Chicago, Il",-87.6270363,41.9004683,"25 e oak st, chicago, il 60611, usa"
726,"Ohio & State Health Club","","9 E. Ohio","Gym","","Chicago","Il",1981,NA,"","","3/17/2022 3:10pm","9 E. Ohio, Chicago, Il",-87.6225517,41.8923867,"9 e ohio st, chicago, il 60611, usa"
