"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","632 Penn Ave ","Pittsburgh","PA","(*)","Bars/Clubs",1970,NA,"632 Penn Ave , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(*)","Bars/Clubs",1971,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(*)","Bars/Clubs",1972,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(*)","Bars/Clubs",1973,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(*)","Bars/Clubs",1975,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(OC),(D),(*)","Bars/Clubs",1976,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(OC),(D),(*)","Bars/Clubs",1977,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(OC),(D),(*)","Bars/Clubs",1978,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(OC),(D),(*)","Bars/Clubs",1979,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","632 Penn Ave. ","Pittsburgh","PA","(OC),(D),(*)","Bars/Clubs",1980,NA,"632 Penn Ave. , Pittsburgh, PA",-80.0011861,40.4429962,"632 penn ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(go-go-dancers)","139 9th St. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1969,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1970,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1971,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1972,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Some 'hustlers')(Open Sun.)","136 9th St. ","Pittsburgh","PA","(*)","Bars/Clubs",1979,NA,"136 9th St. , Pittsburgh, PA",-79.9989459,40.4443442,"136 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Some 'Hustlers')(Sun. only)","136 9th St. ","Pittsburgh","PA","","Bars/Clubs",1980,NA,"136 9th St. , Pittsburgh, PA",-79.9989459,40.4443442,"136 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","4114 Penn Ave. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1977,NA,"4114 Penn Ave. , Pittsburgh, PA",-79.9544179,40.4655679,"4114 penn ave, pittsburgh, pa 15224, usa","Geocoded",NA,NA
"","4114 Penn Ave. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1978,NA,"4114 Penn Ave. , Pittsburgh, PA",-79.9544179,40.4655679,"4114 penn ave, pittsburgh, pa 15224, usa","Geocoded",NA,NA
"","215 Smithfield ","Pittsburgh","PA","(*)","Bars/Clubs",1965,NA,"215 Smithfield , Pittsburgh, PA",-80.000121,40.438119,"215 smithfield st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(may be closing soon) ","114 N. 5th St. ","Pittsburgh","PA","","Bars/Clubs",1974,NA,"114 N. 5th St. , Pittsburgh, PA",-75.1484312,39.9527464,"114 n 5th st, philadelphia, pa 19106, usa","Geocoded",NA,NA
"(after hours) above Sorrento Bar ","966 Liberty ","Pittsburgh","PA","(P)","Bars/Clubs",1970,NA,"966 Liberty , Pittsburgh, PA",-79.995919,40.4434779,"966 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(after hours) (may be closed) above Sorrento Bar ","966 Liberty ","Pittsburgh","PA","(P)","Bars/Clubs",1971,NA,"966 Liberty , Pittsburgh, PA",-79.995919,40.4434779,"966 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(after hours) (next door-upstairs) Sorrento Bar ","966 Liberty ","Pittsburgh","PA","(P)","Bars/Clubs",1969,NA,"966 Liberty , Pittsburgh, PA",-79.995919,40.4434779,"966 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(after hours) (above Serranto Bar)","966 Liberty ","Pittsburgh","PA","(P)","Bars/Clubs",1972,NA,"966 Liberty , Pittsburgh, PA",-79.995919,40.4434779,"966 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC),(HIP),(*)","Bars/Clubs",1972,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1973,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1975,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave ","Pittsburgh","PA","(YC)","Bars/Clubs",1969,NA,"4620 Forbes Ave , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC)","Bars/Clubs",1970,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC),(*)","Bars/Clubs",1971,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave.","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1974,NA,"4620 Forbes Ave., Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(D),(*)","Bars/Clubs",1976,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1977,NA,"4620 Forbes Ave. , Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4620 Forbes Ave.","Pittsburgh","PA","(YC),(D)","Bars/Clubs",1978,NA,"4620 Forbes Ave., Pittsburgh, PA",-79.94765,40.444238,"4620 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"(some G)","1000 Vinial St. ","Pittsburgh","PA","(P),(R),(G),(S),(E)","Bars/Clubs",1979,NA,"1000 Vinial St. , Pittsburgh, PA",-79.9926684,40.4574688,"1000 vinial st, pittsburgh, pa 15212, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(RT)","Bars/Clubs",1973,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(W),(RT)","Bars/Clubs",1975,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(W),(RT)","Bars/Clubs",1976,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(W),(RT)","Bars/Clubs",1977,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Sundays only) ","139 9th St. ","Pittsburgh","PA","(M),(W),(RT)","Bars/Clubs",1978,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","139 9th St. ","Pittsburgh","PA","(M),(W),(RT)","Bars/Clubs",1974,NA,"139 9th St. , Pittsburgh, PA",-79.9982964,40.4440651,"139 9th st, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Some G)(Out-of-state guests welcome)","6308 Penn Ave. ","Pittsburgh","PA","(P),(HIP),(YC),(G),(D)","Bars/Clubs",1978,NA,"6308 Penn Ave. , Pittsburgh, PA",-79.9205602,40.4595856,"6308 penn ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"(Disco)(Some L)(Open til 3am)","6308 Penn Ave. ","Pittsburgh","PA","(P),(HIP),(*),(YC),(D),(L)","Bars/Clubs",1980,NA,"6308 Penn Ave. , Pittsburgh, PA",-79.9205602,40.4595856,"6308 penn ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"(out-of-state guests welcome)","6308 Penn Ave. ","Pittsburgh","PA","(P),(HIP),(YC),(D),(*)","Bars/Clubs",1977,NA,"6308 Penn Ave. , Pittsburgh, PA",-79.9205602,40.4595856,"6308 penn ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"(Disco)(Some G)(Open til 3a.m.)","6308 Penn Ave. ","Pittsburgh","PA","(*),(P),(YC),(D),(G)","Bars/Clubs",1979,NA,"6308 Penn Ave. , Pittsburgh, PA",-79.9205602,40.4595856,"6308 penn ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"","140 Penn Ave. ","Pittsburgh","PA","(D),(*)","Bars/Clubs",1974,NA,"140 Penn Ave. , Pittsburgh, PA",-79.8926631,40.4460434,"140 penn ave, pittsburgh, pa 15221, usa","Geocoded",NA,NA
"","506 Liberty Ave. ","Pittsburgh","PA","(M),(RT),(B)","Bars/Clubs",1977,NA,"506 Liberty Ave. , Pittsburgh, PA",-80.0033131,40.4414071,"506 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","506 Liberty Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1978,NA,"506 Liberty Ave. , Pittsburgh, PA",-80.0033131,40.4414071,"506 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","506 Liberty Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1974,NA,"506 Liberty Ave. , Pittsburgh, PA",-80.0033131,40.4414071,"506 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","506 Liberty Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1975,NA,"506 Liberty Ave. , Pittsburgh, PA",-80.0033131,40.4414071,"506 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","506 Liberty Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1976,NA,"506 Liberty Ave. , Pittsburgh, PA",-80.0033131,40.4414071,"506 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","214 N. Craig St. ","Pittsburgh","PA","(M),(PE)","Bars/Clubs",1975,NA,"214 N. Craig St. , Pittsburgh, PA",-79.9508477,40.4503566,"214 n craig st, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","214 N. Craig St. ","Pittsburgh","PA","(M),(PE)","Bars/Clubs",1976,NA,"214 N. Craig St. , Pittsburgh, PA",-79.9508477,40.4503566,"214 n craig st, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","619 Liberty Ave. ","Pittsburgh","PA","","Bars/Clubs",1975,NA,"619 Liberty Ave. , Pittsburgh, PA",-80.0011142,40.4424089,"619 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","619 Liberty Ave. ","Pittsburgh","PA","","Bars/Clubs",1976,NA,"619 Liberty Ave. , Pittsburgh, PA",-80.0011142,40.4424089,"619 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","2943 Penn Ave. ","Pittsburgh","PA","","Bars/Clubs",1971,NA,"2943 Penn Ave. , Pittsburgh, PA",-79.973249,40.458853,"2943 penn ave, pittsburgh, pa 15201, usa","Geocoded",NA,NA
"(some G)","814 Liberty Ave. ","Pittsburgh","PA","(G)","Bars/Clubs",1979,NA,"814 Liberty Ave. , Pittsburgh, PA",-79.9982819,40.4426517,"814 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(G),(D),(*)","Bars/Clubs",1976,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(G),(D),(*)","Bars/Clubs",1977,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(G),(D),(*)","Bars/Clubs",1978,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(G),(D),(*)","Bars/Clubs",1979,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(L),(D)","Bars/Clubs",1980,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","521 Linden St. ","Pittsburgh","PA","(M)","Bars/Clubs",1974,NA,"521 Linden St. , Pittsburgh, PA",-80.0584912,40.4668337,"521 linden st, mckees rocks, pa 15136, usa","Geocoded",NA,NA
"","1209 5th Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1972,NA,"1209 5th Ave. , Pittsburgh, PA",-79.9885724,40.4389089,"1209 fifth ave, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"(The famed ""Aspinwall Club"" has lost much patronage & popularity due to a ""too strict"" policy of gaining admission)","630 Penn Ave","Pittsburgh","PA","(YC),(D),(P)","Bars/Clubs",1973,NA,"630 Penn Ave, Pittsburgh, PA",-79.8849956,40.4436728,"630 penn ave, pittsburgh, pa 15221, usa","Geocoded",NA,NA
"(Aspinwall Club)","630 Penn Ave. ","Pittsburgh","PA","(P),(D),(YC),(*)","Bars/Clubs",1971,NA,"630 Penn Ave. , Pittsburgh, PA",-79.8849956,40.4436728,"630 penn ave, pittsburgh, pa 15221, usa","Geocoded",NA,NA
"(Aspinwall Club)","630 Penn Ave.","Pittsburgh","PA","(YC),(D),(P),(*)","Bars/Clubs",1972,NA,"630 Penn Ave., Pittsburgh, PA",-79.8849956,40.4436728,"630 penn ave, pittsburgh, pa 15221, usa","Geocoded",NA,NA
"(The famed ""Aspinwall Club) continues to lose patronage due to a ""too-strict"" admission policy)","630 Penn Ave. ","Pittsburgh","PA","(P),(D)","Bars/Clubs",1974,NA,"630 Penn Ave. , Pittsburgh, PA",-79.8849956,40.4436728,"630 penn ave, pittsburgh, pa 15221, usa","Geocoded",NA,NA
"","974 Liberty Ave. ","Pittsburgh","PA","(M),(B),(RT)","Bars/Clubs",1974,NA,"974 Liberty Ave. , Pittsburgh, PA",-79.9956604,40.443386,"974 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"Upstairs cruise bar: (Some G) & Trapease- Downstairs (Disco-D)(Shadyside)","229 S. Highland Ave. ","Pittsburgh","PA","(*),(G),(D)","Bars/Clubs",1979,NA,"229 S. Highland Ave. , Pittsburgh, PA",-79.9248403,40.4581413,"229 s highland ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"Upstairs cruise bar: (Some L) & Trapease - Downstairs (Disco-D)(Shadyside)","229 S. Highland Ave. ","Pittsburgh","PA","(L),(D)","Bars/Clubs",1980,NA,"229 S. Highland Ave. , Pittsburgh, PA",-79.9248403,40.4581413,"229 s highland ave, pittsburgh, pa 15206, usa","Geocoded",NA,NA
"(All-Male films, game room, 'wild back room', etc.)(Upstairs)","619 Liberty Ave. ","Pittsburgh","PA","","Bars/Clubs",1980,NA,"619 Liberty Ave. , Pittsburgh, PA",-80.0011142,40.4424089,"619 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","1701 Blvd of the Allies","Pittsburgh","PA","(P),(YC),(D),(*)","Bars/Clubs",1969,NA,"1701 Blvd of the Allies, Pittsburgh, PA",-79.982656,40.43584,"1701 boulevard of the allies, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1701 Blvd of the Allies ","Pittsburgh","PA","(P),(YC),(D),(*)","Bars/Clubs",1970,NA,"1701 Blvd of the Allies , Pittsburgh, PA",-79.982656,40.43584,"1701 boulevard of the allies, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","1701 Blvd. of the Allies ","Pittsburgh","PA","(P),(D),(*)","Bars/Clubs",1971,NA,"1701 Blvd. of the Allies , Pittsburgh, PA",-79.982656,40.43584,"1701 boulevard of the allies, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"(after hours) ","1701 Blvd. of the Allies ","Pittsburgh","PA","(YC),(HIP),(D),(P),(*)","Bars/Clubs",1972,NA,"1701 Blvd. of the Allies , Pittsburgh, PA",-79.982656,40.43584,"1701 boulevard of the allies, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"(May be closing July '72)","1701 Blvd. of the Allies","Pittsburgh","PA","(YC),(D),(P),(*)","Bars/Clubs",1973,NA,"1701 Blvd. of the Allies, Pittsburgh, PA",-79.982656,40.43584,"1701 boulevard of the allies, pittsburgh, pa 15219, usa","Geocoded",NA,NA
"","4605 Forbes Av. ","Pittsburgh","PA","(*)","Bars/Clubs",1966,NA,"4605 Forbes Av. , Pittsburgh, PA",-79.948394,40.4446683,"4605 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","4605 Forbes Av.","Pittsburgh","PA","(*)","Bars/Clubs",1968,NA,"4605 Forbes Av., Pittsburgh, PA",-79.948394,40.4446683,"4605 forbes ave, pittsburgh, pa 15213, usa","Geocoded",NA,NA
"","923 Liberty Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1977,NA,"923 Liberty Ave. , Pittsburgh, PA",-79.9973273,40.4433666,"923 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(may be moving)(good afternoons) ","923 Liberty Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1978,NA,"923 Liberty Ave. , Pittsburgh, PA",-79.9973273,40.4433666,"923 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Good days)","923 Liberty Ave. ","Pittsburgh","PA","(YC),(D),(*)","Bars/Clubs",1979,NA,"923 Liberty Ave. , Pittsburgh, PA",-79.9973273,40.4433666,"923 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"(Good days) ","923 Liberty Ave. ","Pittsburgh","PA","(*),(YC),(D)","Bars/Clubs",1980,NA,"923 Liberty Ave. , Pittsburgh, PA",-79.9973273,40.4433666,"923 liberty ave, pittsburgh, pa 15222, usa","Geocoded",NA,NA
"","114 N 5th ","Reading","PA","(M)","Bars/Clubs",1965,NA,"114 N 5th , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N 5th St. ","Reading","PA","(M)","Bars/Clubs",1966,NA,"114 N 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N 5th St. ","Reading","PA","(*)","Bars/Clubs",1969,NA,"114 N 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N 5th St. ","Reading","PA","(*)","Bars/Clubs",1970,NA,"114 N 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N. 5th St. ","Reading","PA","(*)","Bars/Clubs",1971,NA,"114 N. 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N. 5th St. ","Reading","PA","(*)","Bars/Clubs",1972,NA,"114 N. 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","114 N. 5th St. ","Reading","PA","(*)","Bars/Clubs",1973,NA,"114 N. 5th St. , Reading, PA",-75.9281077,40.3373775,"114 n 5th st, reading, pa 19601, usa","Geocoded",NA,NA
"","221 N. 5th St. ","Reading","PA","(*)","Bars/Clubs",1975,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"","221 N. 5th St. ","Reading","PA","(OC)","Bars/Clubs",1976,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"","221 N. 5th St. ","Reading","PA","(OC),(*)","Bars/Clubs",1977,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"","221 N. 5th St. ","Reading","PA","(OC),(*)","Bars/Clubs",1978,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"","221 N. 5th St. ","Reading","PA","(OC)","Bars/Clubs",1979,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"(Disco) ","221 N. 5th St. ","Reading","PA","(M),(D)","Bars/Clubs",1980,NA,"221 N. 5th St. , Reading, PA",-75.9273462,40.3390337,"221 n 5th st, reading, pa 19555, usa","Geocoded",NA,NA
"","143 N. 10th St. ","Reading","PA","(RT),(*)","Bars/Clubs",1976,NA,"143 N. 10th St. , Reading, PA",-75.9179029,40.3378126,"143 n 10th st, reading, pa 19601, usa","Geocoded",NA,NA
"","143 N. 10th St. ","Reading","PA","(RT),(*)","Bars/Clubs",1977,NA,"143 N. 10th St. , Reading, PA",-75.9179029,40.3378126,"143 n 10th st, reading, pa 19601, usa","Geocoded",NA,NA
"","143 N. 10th St. ","Reading","PA","(*)","Bars/Clubs",1978,NA,"143 N. 10th St. , Reading, PA",-75.9179029,40.3378126,"143 n 10th st, reading, pa 19601, usa","Geocoded",NA,NA
"","801 Walnut ","Reading","PA","(YC),(D),(WE),(*)","Bars/Clubs",1976,NA,"801 Walnut , Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded",NA,NA
"","801 Walnut ","Reading","PA","(YC),(D),(WE),(*)","Bars/Clubs",1977,NA,"801 Walnut , Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded",NA,NA
"","801 Walnut ","Reading","PA","(YC),(D),(WE),(*)","Bars/Clubs",1978,NA,"801 Walnut , Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded",NA,NA
"(something for everyone)","801 Walnut ","Reading","PA","(D),(WE),(*)","Bars/Clubs",1979,NA,"801 Walnut , Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded",NA,NA
"(backroom) ","302 2nd St. ","Norristown","PA","(G),(D),(S)","Bars/Clubs",1968,NA,"302 2nd St. , Norristown, PA",-75.346249,40.1080158,"302 2nd st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(backroom) ","302 DeKalb","Bridgeport","PA","(G),(D),(S)","Bars/Clubs",1969,NA,"302 DeKalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(backroom) ","302 De Kalb ","Bridgeport","PA","(G),(D),(S)","Bars/Clubs",1970,NA,"302 De Kalb , Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room) ","302 DeKalb","Bridgeport","PA","(G),(D),(S)","Bars/Clubs",1971,NA,"302 DeKalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room) ","302 De Kalb ","Bridgeport","PA","(D),(G)","Bars/Clubs",1972,NA,"302 De Kalb , Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room)","302 De Kalb","Bridgeport","PA","(G),(D)","Bars/Clubs",1973,NA,"302 De Kalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room) ","302 De Kalb","Bridgeport","PA","(G),(D)","Bars/Clubs",1974,NA,"302 De Kalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room)(Route 202 at the bridge)","302 DeKalb","Bridgeport","PA","(G),(D)","Bars/Clubs",1976,NA,"302 DeKalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(back room) ","302 DeKalb","Bridgeport","PA","(G),(D)","Bars/Clubs",1977,NA,"302 DeKalb, Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(Rte. 202 No.)","302 DeKalb St. ","Bridgeport","PA","","Bars/Clubs",1979,NA,"302 DeKalb St. , Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"(Rte. 202 N.)","302 DeKalb St. ","Bridgeport","PA","","Bars/Clubs",1980,NA,"302 DeKalb St. , Bridgeport, PA",-75.3462337,40.1073708,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,NA
"","237 Wyoming Ave. ","Scranton ","PA","(D),(*)","Bars/Clubs",1977,NA,"237 Wyoming Ave. , Scranton , PA",-75.6647119,41.4095406,"237 wyoming ave, scranton, pa 18503, usa","Geocoded",NA,NA
