"ID","Title","description","streetaddress","state","amenityfeatures","Type","city","unclearaddress","Year","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
147,"Mickey's Lounge","","400 S. Haskell","AZ","(M)","Bars/Clubs","Wilcox",NA,1979,"","","4/20/2020 9:17pm","7/27/2020 1:17pm","400 S. Haskell, Wilcox, AZ","-109.8350935","32.2492631","400 s haskell ave, willcox, az 85643, usa","Geocoded"
150,"Sky Chief ","(Bar only-WE) ","1530 E. 32nd St.","AZ","(M),(WE)","Bars/Clubs","Yuma",NA,1979,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","1530 E. 32nd St., Yuma, AZ","-114.6062893","32.6699735","1530 e 32nd st, yuma, az 85365, usa","Geocoded"
156,"Bull Pen Lounge","","25 E. 16th St","AZ","(M)","Bars/Clubs","Douglas",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","25 E. 16th St, Douglas, AZ","-109.5483462","31.3506154","e 16th st, douglas, az 85607, usa","Geocoded"
159,"Side Door","","441 E. Main","AZ","(M),(W)","Bars/Clubs","Mesa ",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","441 E. Main, Mesa , AZ","-111.8215017","33.4149851","441 e main st, mesa, az 85203, usa","Geocoded"
170,"Diamond Lil's ","(D.L's)  (go-go boys)","3025 N. 24th St. ","AZ","(*),(S)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
176,"Moon's Truck","(Some G) (Disco) (Enter through parking lot in rear) ( Tues. beer bust)","3839 N. 16th St.","AZ","(YC),(G),(D),(*)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","3839 N. 16th St., Phoenix, AZ","-112.0471713","33.49219","3839 n 16th st, phoenix, az 85016, usa","Geocoded"
180,"Ramrod","(Beer bust Sundays 5-8pm)","395 N. Black Canyon Rd. ","AZ","(SM),(W),(PT),(*)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
181,"Seventy-One Hundred North","(The Habit)","7100 N. 7th St.","AZ","(G),(D),(*)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","7100 N. 7th St., Phoenix, AZ","-112.0654829","33.5403113","7100 n 7th st, phoenix, az 85020, usa","Geocoded"
182,"Sportsmen Lounge","(Disco) (also C-AH)","4622 N. 7th St.","AZ","(D),(PT),(C),(AH)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
184,"Talk of the Town","(Some G)","3701 N. 16th St. ","AZ","(*),(G)","Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","3701 N. 16th St. , Phoenix, AZ","-112.0473122","33.4905365","3701 n 16th st, phoenix, az 85016, usa","Geocoded"
204,"Congress Bar","","311 E. Congress","AZ","(OC)","Bars/Clubs","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
205,"Dale's Place","(Formerly The Graduate Tues. night beer busts)","23 W. University Blvd.","AZ","(W),(D),(*)","Bars/Clubs","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
206,"Esquire ","","225 E. Congress","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","225 E. Congress, Tucson, AZ","-110.9678391","32.2220514","225 e congress st, tucson, az 85701, usa","Geocoded"
210,"Joshua Tree","(Disco-D-Wed,. Fri. & Sat. nights only) ","2921 N. 1st Ave.","AZ","(*),(YC),(D)","Bars/Clubs","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","2921 N. 1st Ave., Tucson, AZ","-110.9614089","32.2607716","2921 n 1st ave, tucson, az 85719, usa","Geocoded"
212,"P.S. ","(Wed., Fri. & Sat. nights only-liquor, flicks, & 'wild back room')","2610 E. Ft. Lowell","AZ","(AH),(*),(D),(PT)","Bars/Clubs","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","2610 E. Ft. Lowell, Tucson, AZ","-110.9327504","32.2646911","2610 e fort lowell rd, tucson, az 85716, usa","Geocoded"
237,"Connection","","4211 N. 7th St. ","AZ","(W)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4211 N. 7th St. , Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
240,"Forum","","4132 E. McDowell Rd.","AZ","(YC),(D)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4132 E. McDowell Rd., Phoenix, AZ","-111.9919091","33.4661066","4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded"
239,"Diamond Lil's ","(D.L's)  (go-go boys)","3025 N. 24th St. ","AZ","(*),(S)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
241,"Habit ","","7100 North 7th Street","AZ","(G),(D),(*)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","7100 North 7th Street, Phoenix, AZ","-112.0654829","33.5403113","7100 n 7th st, phoenix, az 85020, usa","Geocoded"
242,"Jerky Jerry's","","1622 Grand Avenue","AZ","(W),(SM)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1622 Grand Avenue, Phoenix, AZ","-112.0941036","33.461229","1622 grand ave, phoenix, az 85007, usa","Geocoded"
244,"Maggie's","(Disco) (enter through parking lot in rear) (Tuesday ""beer bust"")","3839 North 16th Street","AZ","(YC),(D),(PT),(*)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3839 North 16th Street, Phoenix, AZ","-112.0471713","33.49219","3839 n 16th st, phoenix, az 85016, usa","Geocoded"
250,"Sportsmen Lounge","(Disco) (Some B) (Also C-AH)","4622 North. 7th St.","AZ","(*),(D),(B),(C),(AH)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4622 North. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
249,"Ramrod","(Beer bust on Sundays 5-7pm)","395 N. Black Canyon Rd. ","AZ","(SM),(W),(PT),(*)","Bars/Clubs","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
264,"Graduate","(Formerly The Graduate Tues. night beer busts","23 West University Blvd.","AZ","(W),(D),(*)","Bars/Clubs","Tucson",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","23 West University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
267,"Stonewall","(Disco) (Wednesday-Friday- and Saturday only-adjoins ""The Back Pocket"" ","2921 N. 1st Avenue","AZ","(*),(YC),(D)","Bars/Clubs","Tucson",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","2921 N. 1st Avenue, Tucson, AZ","-110.9614089","32.2607716","2921 n 1st ave, tucson, az 85719, usa","Geocoded"
266,"P.S. ","(AH*) (Liquor-""flicks""- very 'wild back room')","2610 E. Ft. Lowell","AZ","(AH),(*),(D),(PT)","Bars/Clubs","Tucson",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","2610 E. Ft. Lowell, Tucson, AZ","-110.9327504","32.2646911","2610 e fort lowell rd, tucson, az 85716, usa","Geocoded"
278,"Sky Chief","(Bar only-WE)","1530 E. 32nd","AZ","(M)","Bars/Clubs","Yuma",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1530 E. 32nd, Yuma, AZ","-114.6062893","32.6699735","1530 e 32nd st, yuma, az 85365, usa","Geocoded"
291,"Diamond Lil's ","(D.L's)  (go-go boys)","3025 N. 24th St. ","AZ","(*)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
292,"Habit ","","7100 North 7th Street","AZ","(G),(D),(*)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","7100 North 7th Street, Phoenix, AZ","-112.0654829","33.5403113","7100 n 7th st, phoenix, az 85020, usa","Geocoded"
295,"Maggie's","(formerly Hedda's) (Disco)","3839 N. 16th Street","AZ","(YC),(D),(*)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3839 N. 16th Street, Phoenix, AZ","-112.0471713","33.49219","3839 n 16th st, phoenix, az 85016, usa","Geocoded"
297,"Ms. Fathers","","2825 N. Central","AZ","(M),(RT)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","2825 N. Central, Phoenix, AZ","-112.0732999","33.4797007","2825 n central ave, phoenix, az 85004, usa","Geocoded"
300,"Ramrod","(beer bust on Sundays 5-7p.m)","395 N. Black Canyon Rd. ","AZ","(SM),(W),(*)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
301,"Sportsmen Lounge","(Disco) (Also (C) (AH) enter through rear parking lot)","4622 N. 7th St.","AZ","(*),(D),(C),(AH),(HIP),(RT)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
302,"Sugar Shack","(Some G) ","4211 N. 7th St.","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4211 N. 7th St., Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
304,"Wild Willie's","","1622 Grand Ave.","AZ","(W),(SM),(*)","Bars/Clubs","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1622 Grand Ave., Phoenix, AZ","-112.0941036","33.461229","1622 grand ave, phoenix, az 85007, usa","Geocoded"
311,"Graduate","","23 W University Blvd.","AZ","(W),(D),(*)","Bars/Clubs","Tucson",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","23 W University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
312,"River R","(Disco)","3686 E. Speedway","AZ","(HIP),(YC),(D),(*)","Bars/Clubs","Tucson",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3686 E. Speedway, Tucson, AZ","-110.9135248","32.2358784","3686 e speedway blvd, tucson, az 85716, usa","Geocoded"
314,"Stonewall","(Disco) ","2921 N. 1st Avenue","AZ","(HIP),(YC),(D),(*)","Bars/Clubs","Tucson",NA,1976,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","2921 N. 1st Avenue, Tucson, AZ","-110.9614089","32.2607716","2921 n 1st ave, tucson, az 85719, usa","Geocoded"
323,"Sky Chief","(Bar only-WE)","1530 E. 32nd","AZ","(M)","Bars/Clubs","Yuma",NA,1976,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1530 E. 32nd, Yuma, AZ","-114.6062893","32.6699735","1530 e 32nd st, yuma, az 85365, usa","Geocoded"
328,"Casa de Roma","","4331 N. 16th St.","AZ","(YC),(D),(S),(*)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
331,"Habit ","","7100 N. 7th Street","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","7100 N. 7th Street, Phoenix, AZ","-112.0654829","33.5403113","7100 n 7th st, phoenix, az 85020, usa","Geocoded"
332,"Happy Garden","","1008 E. Camelback Road","AZ","(G),(D),(*)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1008 E. Camelback Road, Phoenix, AZ","-112.0602356","33.5095014","1008 e camelback rd, phoenix, az 85014, usa","Geocoded"
330,"Diamond Lil's ","(also called 'D.L's') ","3025 N. 24th St. ","AZ","(*),(D)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
333,"Hedda's","(Disco) (Should be mindblowing when this opens in the spring of '74)","3839 N. 16th Street","AZ","(YC),(D),(*)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3839 N. 16th Street, Phoenix, AZ","-112.0471713","33.49219","3839 n 16th st, phoenix, az 85016, usa","Geocoded"
334,"Hide Out","","1622 Grand Avenue","AZ","(W),(SM),(*)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1622 Grand Avenue, Phoenix, AZ","-112.0941036","33.461229","1622 grand ave, phoenix, az 85007, usa","Geocoded"
341,"Sugar Shack","","4211 N. 7th St.","AZ","","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4211 N. 7th St., Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
339,"Ramrod","(beer bust Sundays 5-7 pm)","395 N. Black Canyon Rd. ","AZ","(SM),(W),(*)","Bars/Clubs","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
345,"Lola's","","11 E. 5th St.","AZ","(M)","Bars/Clubs","Tempe",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","11 E. 5th St., Tempe, AZ","-111.9392819","33.4255018","11 e 5th st, tempe, az 85281, usa","Geocoded"
346,"Varisty Lounge","","801. E. Apache","AZ","(M),(YC)","Bars/Clubs","Tempe",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","801. E. Apache, Tempe, AZ","-111.9271674","33.4144523","801 e apache blvd, tempe, az 85281, usa","Geocoded"
348,"Black Door ","","345 E. Toole","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole, Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
353,"Triangle Bar","(Some G)","1413 E. Factory Avenue ","AZ","(M),(G)","Bars/Clubs","Tucson",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1413 E. Factory Avenue , Tucson, AZ","-110.9268955","32.2213099","3050 e broadway blvd, tucson, az 85716, usa","Geocoded"
351,"Graduate","","23 W. University Blvd.","AZ","(W),(D),(*)","Bars/Clubs","Tucson",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
357,"Casa de Roma","","4331 N. 16th St.","AZ","(YC),(D),(*)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
359,"Diamond Lil's ","(also called 'D.L's') ","3025 N. 24th St. ","AZ","(*),(D),(YC)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
361,"Hide Out","(new-looks promising)","3426 W. Buckeye Rd.","AZ","(W),(SM)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3426 W. Buckeye Rd., Phoenix, AZ","-112.1335787","33.4372107","3426 w buckeye rd, phoenix, az 85009, usa","Geocoded"
360,"Habit ","","7100 N. 7th Street","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","7100 N. 7th Street, Phoenix, AZ","-112.0654829","33.5403113","7100 n 7th st, phoenix, az 85020, usa","Geocoded"
365,"Ramrod","","395 N. Black Canyon Rd. ","AZ","(SM),(W),(*)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
367,"S.S Jug","(Unisex)","4101 E. Washington","AZ","(YC),(D)","Bars/Clubs","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4101 E. Washington, Phoenix, AZ","-111.9926394","33.4477851","4101 e washington st, phoenix, az 85034, usa","Geocoded"
373,"Black Door ","","345 E. Toole","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole, Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
375,"Graduate","","23 W. University Blvd.","AZ","","Bars/Clubs","Tucson",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
380,"Back Door","($1.00 adm. weekends after hours) (Behind Western Escape #2)","2101 E. McDowell Rd.","AZ","(P),(YC),(G),(S),(C),(*)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","2101 E. McDowell Rd., Phoenix, AZ","-112.0363023","33.4652309","2101 e mcdowell rd, phoenix, az 85006, usa","Geocoded"
376,"Sir James","","4241 N. Oracle Rd.","AZ","(D),(*)","Bars/Clubs","Tucson",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4241 N. Oracle Rd., Tucson, AZ","-110.9798594","32.2836866","4241 n oracle rd, tucson, az 85705, usa","Geocoded"
377,"Stonewall","","2921 N. 1st Avenue","AZ","(YC),(D),(*)","Bars/Clubs","Tucson",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","2921 N. 1st Avenue, Tucson, AZ","-110.9614089","32.2607716","2921 n 1st ave, tucson, az 85719, usa","Geocoded"
381,"Casa Roma","","4331 N. 16th St.","AZ","(YC),(D),(*)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
382,"Diamond Lil's ","","3025 N. 24th St. ","AZ","(*),(D)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
383,"Habit ","","7051 N. 7th Street","AZ","(G),(D),(P)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","7051 N. 7th Street, Phoenix, AZ","-112.0648233","33.540203","7051 n 7th st, phoenix, az 85020, usa","Geocoded"
385,"NuTown Saloon","(some (G)","5002 E. Van Buren","AZ","(G)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
386,"Ramrod","","395 N. Black Canyon Rd. ","AZ","(SM),(W),(*)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","395 N. Black Canyon Rd. , Phoenix, AZ","-112.1077602","33.4524633","395 n black canyon hwy, phoenix, az 85009, usa","Geocoded"
387,"Sportsmen Lounge"," (Also coffee after hours next door)","4622 N. 7th St.","AZ","(*),(HIP),(YC),(D)","Bars/Clubs","Phoenix",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
390,"Black Door ","","345 E. Toole","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole, Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
393,"Sir James","","4241 N. Oracle Rd.","AZ","(YC),(D),(*)","Bars/Clubs","Tucson",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4241 N. Oracle Rd., Tucson, AZ","-110.9798594","32.2836866","4241 n oracle rd, tucson, az 85705, usa","Geocoded"
392,"Graduate","(3rd St.)","23 W. University Blvd.","AZ","(D),(*)","Bars/Clubs","Tucson",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
399,"Mi Casa Su Casa","","4331 N. 16th St. ","AZ","(D),(YC),(*)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St. , Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
396,"Copper Penney ","","Rose Lane N. 7th St.","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","Rose Lane N. 7th St., Phoenix, AZ","-112.0650245","33.5273823","n 7th st & e rose ln, phoenix, az 85012, usa","Geocoded"
397,"Diamond Lil's ","","3025 N. 24th St. ","AZ","(D),(YC),(*)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
401,"Sportsmen "," (Also (C) after hours next door)","4622 N. 7th St.","AZ","(*),(D),(C)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
400,"Pat's Place","","7051 N. 7th St.","AZ","(G)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","7051 N. 7th St., Phoenix, AZ","-112.0648233","33.540203","7051 n 7th st, phoenix, az 85020, usa","Geocoded"
403,"Tool Shed","","3558 Grand Ave","AZ","(D),(M)","Bars/Clubs","Phoenix",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3558 Grand Ave, Phoenix, AZ","-112.1356655","33.4964881","3558 grand ave, phoenix, az 85019, usa","Geocoded"
407,"Graduate","(3rd St.)","23 W. University Blvd.","AZ","(D),(*)","Bars/Clubs","Tucson",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
406,"Esquire","","225 E. Congress","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","225 E. Congress, Tucson, AZ","-110.9678391","32.2220514","225 e congress st, tucson, az 85701, usa","Geocoded"
410,"Copper Penney ","","Rose Lane N. 7th St.","AZ","(G),(D),(*)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","Rose Lane N. 7th St., Phoenix, AZ","-112.0650245","33.5273823","n 7th st & e rose ln, phoenix, az 85012, usa","Geocoded"
409,"Sir James","","4241 N. Oracle Rd.","AZ","(YC),(D),(*)","Bars/Clubs","Tucson",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4241 N. Oracle Rd., Tucson, AZ","-110.9798594","32.2836866","4241 n oracle rd, tucson, az 85705, usa","Geocoded"
411,"Diamond Lil's ","","3025 N. 24th St. ","AZ","(*)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. , Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
416,"Number One ","","3331 N. 24th St","AZ","(P),(D)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3331 N. 24th St, Phoenix, AZ","-112.0298551","33.4870908","3331 n 24th st, phoenix, az 85016, usa","Geocoded"
415,"Mi Casa Su Casa","","4331 N. 16th St. ","AZ","(D),(YC),(*)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St. , Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
417,"Pat's Place","","7051 N. 7th St.","AZ","(G)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","7051 N. 7th St., Phoenix, AZ","-112.0648233","33.540203","7051 n 7th st, phoenix, az 85020, usa","Geocoded"
418,"Sportsmen ","","4622 N. 7th St.","AZ","(*)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
420,"Tool Shed","(also (C) after hrs.) ","3558 Grand Ave.","AZ","(D),(C)","Bars/Clubs","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3558 Grand Ave., Phoenix, AZ","-112.1356655","33.4964881","3558 grand ave, phoenix, az 85019, usa","Geocoded"
421,"Act III","(after hours)* ","1048 N. Main St.","AZ","(C),(*),(P),(D)","Bars/Clubs","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1048 N. Main St., Tucson, AZ","-110.977633","32.2352692","1048 n main ave, tucson, az 85705, usa","Geocoded"
422,"Black Door","","345 E. Toole St.","AZ","(M)","Bars/Clubs","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole St., Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
